Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,km/age,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Mileage_per_Year,Mileage_Efficiency,Depreciation_Factor,Value_Retention,Performance_Index,Economy_Index
Hyderabad,2010,Diesel,Automatic,First,13.5,5,21.0,Mercedes-Benz,S Class 2005 2013 S 350 CDI,16,2312.5,0,5,5,0.09440910609494171,2176.470588235294,1.274522932281713,5.92,0.42105263157894735,842.334,3.3860045146726865
Ahmedabad,2010,Diesel,Manual,First,19.3,5,2.75,Maruti,Swift Dzire LDi,16,5187.5,1,1,0,0.059214743542295875,4882.35294117647,1.1428445503663105,13.28,0.19047619047619047,92.22720000000001,8.585409252669038
Coimbatore,2005,Petrol,Manual,First,13.4,5,2.64,Toyota,Corolla H2,21,3762.4761904761904,1,2,1,0.06967670007264398,3591.4545454545455,0.9336677809734293,16.59252,0.2624606309053642,224.25,4.795991410164639
Kochi,2018,Diesel,Manual,First,15.4,7,14.19,Mahindra,Scorpio S10 7 Seater,8,3424.375,0,3,1,0.05507113352222527,3043.8888888888887,0.8480954562422692,2.1916,0.2817397429124846,261.48,4.844290657439447
Jaipur,2017,Petrol,Manual,First,22.5,5,3.85,Maruti,Wagon R VXI,9,3929.1111111111113,0,0,0,0.06717434863008583,3536.2,1.511422844176931,3.18258,0.24751113800121005,66.90592000000001,11.261261261261263
Delhi,2014,Diesel,Manual,First,13.0,7,15.5,Toyota,Fortuner 4x2 Manual,12,9750.0,2,5,2,0.05650570085294913,9000.0,0.7345741110883387,14.04,0.1016949152542373,502.467,3.2646911099949776
Mumbai,2010,Petrol,Manual,First,18.2,5,1.9,Maruti,Zen Estilo 1.1 LX BSIII,16,1437.5,0,1,0,0.060320452346540564,1352.9411764705883,1.0978322327070382,3.68,0.6666666666666666,67.904,8.830664725861231
Kochi,2014,Petrol,Manual,First,25.4,4,1.26,Tata,Nano CX,12,4959.0,1,0,0,0.060064102467845985,4577.538461538462,1.525628202683288,7.14096,0.1983208831889998,23.38752,15.640394088669948
Chennai,2009,Petrol,Manual,Second,18.5,5,2.4,Hyundai,i20 Magna,17,4058.823529411765,1,1,0,0.06683375098844298,3833.3333333333335,1.2364243932861951,11.73,0.24285714285714285,95.76,8.420573509330906
Bangalore,2010,Diesel,Automatic,First,22.69,5,11.5,BMW,3 Series 320d,16,3625.0,1,3,3,0.09523809519035684,3411.764705882353,2.160952379869197,9.28,0.2711864406779661,379.05,7.5759599332220375
Jaipur,2014,Diesel,Manual,First,16.0,7,8.25,Mahindra,XUV500 W6 2WD,12,7375.916666666667,1,3,2,0.06424965577592949,6808.538461538462,1.0279944924148718,10.62132,0.13406173542916514,305.06,5.033029254482542
Pune,2011,Petrol,Manual,First,15.8,5,2.75,Volkswagen,Vento IPL II Petrol Trendline,15,4400.0,1,2,1,0.06570713387627838,4125.0,1.0381727152451985,9.9,0.22388059701492538,167.79,6.081601231716705
Delhi,2009,Petrol,Manual,Second,17.5,5,1.4,Skoda,Fabia 1.2 MPI Classic,17,3823.529411764706,1,1,0,0.058430717814331616,3611.1111111111113,1.0225375617508032,11.05,0.25757575757575757,83.86,7.961783439490446
Coimbatore,2015,Petrol,Manual,First,25.4,4,2.9,Tata,Nano Twist XT,11,2788.7272727272725,0,0,0,0.06009615374984591,2556.3333333333335,1.526442305246086,3.37436,0.3472660689480995,23.4,15.640394088669948
Chennai,2011,Diesel,Manual,First,20.0,5,2.4,Ford,Figo Diesel EXI,15,5066.666666666667,1,1,0,0.04860614721329081,4750.0,0.9721229442658162,11.4,0.19480519480519481,95.132,8.336807002917881
Pune,2013,Petrol,Automatic,First,14.8,5,4.75,Volkswagen,Vento IPL II Petrol Highline AT,13,1817.4615384615383,0,2,1,0.06570713387627838,1687.642857142857,0.9724655813689201,3.07151,0.5278759085556504,167.79,5.696689761354889
Kochi,2018,Diesel,Automatic,First,12.7,5,44.76,Land,Rover Range Rover HSE Dynamic,8,6603.375,1,3,3,0.08614043135101403,5869.666666666667,1.093983478157878,4.22616,0.14862429635684693,408.9983,3.994966970745517
Kochi,2015,Diesel,Manual,First,26.0,5,6.22,Honda,City i DTEC SV,11,5860.454545454545,1,2,1,0.06582109474911808,5372.083333333333,1.7113484634770704,7.09115,0.16802871763537766,147.7028,10.408326661329061
Chennai,2018,Petrol,Automatic,First,22.5,5,4.5,Renault,KWID Climber 1.0 AMT,8,1750.0,0,0,0,0.06706706699993287,1555.5555555555557,1.5090090074984894,1.12,0.5333333333333333,66.933,11.255627813906951
Mumbai,2015,Petrol,Manual,First,18.9,5,4.25,Hyundai,Grand i10 Asta Option,11,2363.6363636363635,0,1,1,0.06850459476315406,2166.6666666666665,1.2947368410236115,2.86,0.4074074074074074,98.154,8.602639963586709
Hyderabad,2011,Diesel,Automatic,First,18.1,4,5.5,Chevrolet,Cruze LTZ AT,15,5213.533333333334,1,3,2,0.07428427921934491,4887.6875,1.344545453870143,11.73045,0.18938676565281617,294.4689,6.051487796723504
Mumbai,2017,Diesel,Manual,First,22.54,5,6.95,Hyundai,i20 1.4 Asta,9,3000.0,0,1,1,0.06356017187424057,2700.0,1.4326462740453823,2.43,0.32142857142857145,123.86708,9.407345575959933
Coimbatore,2018,Petrol,Automatic,First,24.07,5,4.56,Maruti,Alto K10 VXI AGS,8,3989.875,0,0,0,0.06723446887050653,3546.5555555555557,1.6183336657130925,2.55352,0.24302074789635167,66.96579999999999,12.047047047047048
Coimbatore,2016,Diesel,Manual,First,20.5,5,13.82,Hyundai,Creta 1.6 SX Option Diesel,10,4739.2,0,2,1,0.07977243989900604,4308.363636363636,1.6353350179296238,4.7392,0.2066457265663746,199.64839999999998,7.939581719597212
Mumbai,2016,Petrol,Manual,First,18.0,5,5.65,Honda,Amaze VX i-Vtech,10,1736.2,0,1,1,0.07237061763575073,1578.3636363636363,1.3026711174435133,1.7362,0.5446029844243547,103.8666,8.18926296633303
Kochi,2016,Diesel,Manual,First,21.19,5,6.2,Hyundai,i20 Active 1.4 SX Dual Tone,10,4971.6,0,1,1,0.06356017187424057,4519.636363636364,1.3468400420151576,4.9716,0.19717643347267133,123.86708,8.84390651085142
Delhi,2014,Petrol,Manual,First,23.1,5,3.25,Maruti,Celerio VXI,12,4000.0,0,0,0,0.06717434863008583,3692.3076923076924,1.5517274533549827,5.76,0.24489795918367346,66.90592000000001,11.561561561561563
Kolkata,2009,Diesel,Automatic,First,16.55,5,8.5,Audi,A4 2.0 TDI,17,2705.8823529411766,0,3,2,0.0749542682545964,2555.5555555555557,1.2404931396135706,7.82,0.3617021276595745,290.29967999999997,5.576145552560647
Bangalore,2016,Diesel,Manual,First,24.8,5,7.25,Hyundai,Verna 1.4 CRDi,10,7900.0,1,1,1,0.06353868190290925,7181.818181818182,1.5757593111921495,7.9,0.125,123.8252,10.35058430717863
Pune,2013,Diesel,Manual,First,21.8,5,4.61,Renault,Fluence Diesel E4,13,4384.615384615385,1,2,0,0.05338809031253382,4071.4285714285716,1.1638603688132372,7.41,0.22413793103448276,113.958,8.858187728565623
Delhi,2016,Petrol,Manual,First,16.2,5,5.3,Volkswagen,Polo 1.2 MPI Highline,10,2975.4,0,1,0,0.061718098363871474,2704.909090909091,0.9998331934947178,2.9754,0.3251609546725629,88.726,7.3669849931787175
Ahmedabad,2012,Diesel,Manual,First,17.0,5,1.9,Tata,Indigo LX,14,3580.214285714286,0,1,0,0.04982206402147896,3341.5333333333333,0.8469750883651422,7.01722,0.2738493437396084,98.35,7.068607068607068
Kochi,2012,Petrol,Manual,First,20.36,5,3.09,Hyundai,i10 Sportz,14,4084.571428571429,1,1,0,0.06591478691235189,3812.266666666667,1.3420250615354843,8.00576,0.24061597690086622,94.44330000000001,9.267182521620391
Mumbai,2007,Diesel,Automatic,Second,16.46,5,9.5,BMW,7 Series 730Ld Sedan,19,3947.368421052632,1,5,4,0.08620113595516167,3750.0,1.4188706978219612,14.25,0.25,772.194,4.12221387427999
Mumbai,2015,Diesel,Automatic,First,17.01,5,12.65,Hyundai,Creta 1.6 CRDi AT SX Plus,11,2363.6363636363635,0,2,1,0.07977243989900604,2166.6666666666665,1.356929202682093,2.86,0.4074074074074074,199.64839999999998,6.587916343919443
Delhi,2016,Petrol,Manual,First,18.9,5,4.25,Hyundai,Grand i10 Magna,10,2212.9,0,1,1,0.06850459476315406,2011.7272727272727,1.2947368410236115,2.2129,0.4323576462449738,98.154,8.602639963586709
Hyderabad,2011,Diesel,Manual,First,21.1,5,2.95,Maruti,Ritz VDi,15,8525.8,2,1,0,0.059214743542295875,7992.9375,1.2494310887424431,19.18305,0.11638101592868172,92.22720000000001,9.386120996441282
Hyderabad,2006,Diesel,Manual,First,10.5,8,3.45,Mahindra,Scorpio 2.6 SLX CRDe,20,4600.0,1,3,1,0.05507113352222527,4380.952380952381,0.5782469019833654,18.4,0.21505376344086022,261.48,3.302925448254168
Hyderabad,2011,Petrol,Manual,First,19.81,5,3.3,Hyundai,i10 Era,15,4042.266666666667,1,1,0,0.06266114174708919,3789.625,1.2413172180098364,9.0951,0.24337216471428108,73.9023,9.49664429530201
Hyderabad,2014,Diesel,Manual,First,14.0,7,8.0,Tata,Safari Storme 2012-2015 VX,12,7500.0,1,3,2,0.06337769616182759,6923.076923076923,0.8872877462655862,10.8,0.13186813186813187,300.9199,4.403900597672224
Kolkata,2009,Petrol,Manual,First,13.5,5,2.71,Honda,Civic 2006-2010 1.8 V MT,17,3470.5882352941176,1,2,2,0.07226236794204426,3277.777777777778,0.9755419672175976,10.03,0.2833333333333333,233.87,4.82315112540193
Hyderabad,2012,Petrol,Manual,First,18.2,5,2.7,Maruti,Zen Estilo LXI BSIII,14,4235.214285714285,1,0,0,0.06723446887050653,3952.866666666667,1.2236673334432189,8.30102,0.232199426135704,66.96579999999999,9.10910910910911
Mumbai,2012,Diesel,Manual,Second,23.4,5,4.5,Maruti,Swift Dzire VDI,14,5768.071428571428,1,1,0,0.059294871747359874,5383.533333333334,1.387499998888221,11.30542,0.1712475383166367,92.352,10.409252669039144
Delhi,2015,Diesel,Manual,Second,13.0,7,18.75,Toyota,Fortuner 4x2 Manual,11,3636.363636363637,0,5,2,0.05650570085294913,3333.3333333333335,0.7345741110883387,4.4,0.2682926829268293,502.467,3.2646911099949776
Pune,2014,Diesel,Manual,Second,28.4,5,5.25,Maruti,Swift VDI,12,8583.333333333334,2,1,0,0.059294871747359874,7923.076923076923,1.6839743576250203,12.36,0.11538461538461539,92.352,12.633451957295371
Hyderabad,2012,LPG,Manual,First,26.2,5,3.2,Maruti,Wagon R Duo LX BSIII,14,5170.642857142857,1,0,0,0.05831663320809957,4825.933333333333,1.5278957900522088,10.13446,0.19076428347572524,58.083600000000004,13.113113113113114
Pune,2017,Diesel,Manual,First,28.4,5,6.0,Maruti,Dzire LDI,9,5333.333333333333,0,1,0,0.05909455123469987,4800.0,1.6782852550654763,4.32,0.1836734693877551,92.04,12.633451957295371
Kolkata,2014,Petrol,Manual,First,18.9,5,3.14,Hyundai,Grand i10 Asta,12,3416.6666666666665,0,1,1,0.06850459476315406,3153.846153846154,1.2947368410236115,4.92,0.2857142857142857,98.154,8.602639963586709
Jaipur,2016,Petrol,Manual,First,25.17,5,2.55,Renault,KWID RXL,10,2600.0,0,0,0,0.06670838539836246,2363.6363636363635,1.6790500604767833,2.6,0.37037037037037035,42.5867,13.991106170094499
Jaipur,2012,Petrol,Manual,Second,15.64,5,2.3,Tata,Indigo CS eGLX BS IV,14,2142.8571428571427,0,1,0,0.053713327700156466,2000.0,0.8400764452304471,4.2,0.45161290322580644,76.44744,7.131782945736434
Hyderabad,2014,Diesel,Manual,First,20.0,5,5.65,Ford,Figo Diesel Titanium,12,6218.666666666667,1,1,0,0.04864188702741823,5740.307692307692,0.9728377405483647,8.95488,0.1586797841954935,95.20195,8.336807002917881
Kochi,2015,Diesel,Automatic,First,15.15,5,48.22,Porsche,Cayenne 2009-2014 Diesel,11,4352.454545454545,0,5,4,0.08088978763704423,3989.75,1.2254802827012201,5.26647,0.2250547292182417,712.08,3.819006806150744
Jaipur,2016,Petrol,Manual,First,24.07,5,3.0,Maruti,Alto K10 VXI,10,3500.0,0,0,0,0.06723446887050653,3181.818181818182,1.6183336657130925,3.5,0.2777777777777778,66.96579999999999,12.047047047047048
Ahmedabad,2015,Diesel,Manual,First,20.34,5,7.5,Volkswagen,Vento 1.5 TDI Highline,11,4738.454545454545,1,2,1,0.06889185576175443,4343.583333333333,1.4012603461940853,5.73353,0.20706661897859685,154.5936,8.142514011208966
Bangalore,2005,Diesel,Manual,First,10.5,8,2.6,Mahindra,Scorpio 2.6 SLX CRDe,21,4285.714285714285,1,3,1,0.05507113352222527,4090.909090909091,0.5782469019833654,18.9,0.23076923076923078,261.48,3.302925448254168
Mumbai,2018,Diesel,Automatic,First,18.56,5,61.25,BMW,X3 xDrive 20d Luxury Line,8,175.0,0,3,3,0.09523809519035684,155.55555555555554,1.7676190467330228,0.112,3.3333333333333335,379.05,6.196994991652754
Chennai,2009,Petrol,Manual,Second,17.0,5,3.5,Honda,City 1.5 V MT,17,7176.470588235294,2,2,1,0.07882431524460633,6777.777777777777,1.3400133591583077,20.74,0.13821138211382114,176.646,6.8081698037645175
Kochi,2016,Petrol,Automatic,First,17.44,4,28.95,Mini,Cooper 3 DOOR S,10,2111.0,0,3,3,0.09463463458726995,1919.090909090909,1.650428027201988,2.111,0.4522840343735866,377.78184000000005,5.8172114743162116
Pune,2015,Diesel,Automatic,First,13.5,6,15.0,Mitsubishi,Pajero Sport 4X4 AT,11,7090.909090909091,1,4,3,0.07087605972108355,6500.0,0.9568268062346279,8.58,0.13924050632911392,434.86212,3.8826574633304576
Jaipur,2012,Diesel,Manual,First,19.3,5,4.25,Maruti,Swift Dzire VDi,14,5142.857142857143,1,1,0,0.059214743542295875,4800.0,1.1428445503663105,10.08,0.1917808219178082,92.22720000000001,8.585409252669038
Hyderabad,2006,Petrol,Automatic,First,8.6,4,59.0,Other,Continental Flying Spur,20,2400.0,0,11,9,0.09203067687695386,2285.714285714286,0.7914638211418032,9.6,0.40816326530612246,3310.896,1.2289225492998
Pune,2013,Diesel,Manual,First,20.77,7,6.6,Maruti,Ertiga VDI,13,3345.076923076923,0,1,1,0.07112179481480625,3106.1428571428573,1.4771996783035257,5.65318,0.29222676797194624,110.77248000000002,9.239323843416368
Hyderabad,2007,Diesel,Manual,Second,12.8,7,5.2,Toyota,Innova 2.5 G4 Diesel 7-seater,19,10473.684210526317,3,4,1,0.040898155556977484,9950.0,0.5234963911293119,37.81,0.095,254.388,3.6634230108757873
Chennai,2010,Petrol,Manual,First,11.7,5,10.0,Mercedes-Benz,New C-Class C 200 Kompressor Elegance MT,16,2125.0,0,2,3,0.09910913134793478,2000.0,1.1595768367708368,5.44,0.45714285714285713,319.688,4.184549356223176
Bangalore,2016,Diesel,Automatic,First,14.84,5,35.0,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,10,3794.4,0,3,2,0.0782174521333563,3449.4545454545455,1.1607469896590075,3.7944,0.25677896466721445,359.20966000000004,4.721603563474388
Mumbai,2017,Diesel,Manual,First,22.7,5,8.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional,9,3333.333333333333,0,2,1,0.059973297690271495,3000.0,1.3613938575691629,2.7,0.2903225806451613,134.58032,9.08726981585268
Coimbatore,2015,Petrol,Manual,First,17.71,5,4.57,Toyota,Etios Liva 1.2 G,11,5818.636363636364,1,1,0,0.06591478691235189,5333.75,1.167350876217752,7.04055,0.16921775248057844,94.44330000000001,8.060992262175695
Delhi,2012,Petrol,Manual,First,20.36,5,2.5,Hyundai,i10 Magna 1.2,14,4428.571428571428,1,1,0,0.06591478691235189,4133.333333333333,1.3420250615354843,8.68,0.2222222222222222,94.44330000000001,9.267182521620391
Kochi,2014,Diesel,Automatic,First,12.39,5,20.11,Land,Rover Freelander 2 SE,12,4990.416666666667,1,3,2,0.06769619088219542,4606.538461538462,0.8387558050304011,7.1862,0.1970928800197093,321.42429,3.8974520289399184
Hyderabad,2011,Diesel,Manual,First,12.8,8,7.8,Toyota,Innova 2.5 V Diesel 8-seater,15,9631.4,2,4,1,0.040898155556977484,9029.4375,0.5234963911293119,21.67065,0.10311333530394375,254.388,3.6634230108757873
Coimbatore,2011,Petrol,Manual,First,18.5,5,3.61,Hyundai,i20 1.2 Magna,15,4266.066666666667,1,1,0,0.06683375098844298,3999.4375,1.2364243932861951,9.59865,0.23080118785678017,95.76,8.420573509330906
Pune,2007,Petrol,Manual,Second,17.0,5,1.11,Hyundai,Santro Xing XO eRLX Euro II,19,3789.4736842105262,1,1,1,0.10430653188643048,3600.0,1.773211042069318,13.68,0.2602739726027397,123.01870659400547,8.149568552253115
Mumbai,2015,Petrol,Automatic,First,19.15,5,4.6,Nissan,Micra XV CVT,11,3172.2727272727275,0,1,0,0.06338898158314775,2907.9166666666665,1.2138989973172793,3.83845,0.3064493662069926,90.97612,8.712465878070974
Ahmedabad,2015,Diesel,Automatic,First,15.87,5,85.0,BMW,X6 xDrive 40d M Sport,11,8818.454545454546,1,5,5,0.10305045101802525,8083.583333333333,1.6354106576560605,10.67033,0.11224146199606135,923.13099,3.974455296769346
Kolkata,2015,Petrol,Automatic,First,16.8,5,5.25,Honda,City 1.5 V AT,11,4090.909090909091,0,2,1,0.07882431524460633,3750.0,1.3242484961093863,4.95,0.2391304347826087,176.646,6.728073688426112
Delhi,2013,Diesel,Manual,Second,25.8,5,3.3,Honda,Amaze E i-Dtech,13,3461.538461538461,0,2,1,0.06582109474911808,3214.285714285714,1.6981842445272468,5.85,0.2826086956521739,147.7028,10.32826261008807
Bangalore,2013,Diesel,Manual,Second,11.5,7,17.75,Toyota,Fortuner 3.0 Diesel,13,7692.307692307692,1,5,2,0.05734406436708784,7142.857142857143,0.6594567402215101,13.0,0.12871287128712872,509.922,2.887995981918634
Delhi,2016,Diesel,Automatic,First,12.97,5,35.0,Land,Rover Discovery Sport SD4 HSE Luxury,10,7000.0,1,3,3,0.08614043135101403,6363.636363636364,1.117241394622652,7.0,0.14084507042253522,408.9983,4.079899339414911
Coimbatore,2016,Diesel,Manual,First,19.67,5,13.39,Hyundai,Creta 1.6 CRDi SX,10,3702.3,0,2,1,0.07977243989900604,3365.7272727272725,1.569123892813449,3.7023,0.2629987113063146,199.64839999999998,7.618125484120838
Chennai,2012,Diesel,Manual,First,25.44,5,2.5,Chevrolet,Beat Diesel LT,14,5785.714285714285,1,0,0,0.060149572585310285,5400.0,1.5302051265702936,11.34,0.17073170731707318,52.696799999999996,13.140495867768598
Kochi,2017,Diesel,Automatic,First,11.36,7,18.36,Toyota,Innova Crysta 2.8 GX AT,9,2309.8888888888887,0,5,2,0.062250453697912725,2078.9,0.7071651540082885,1.87101,0.41305245766212306,472.4825,3.025299600532623
Jaipur,2015,Diesel,Manual,First,23.4,5,5.95,Maruti,Swift Dzire VDI,11,6210.0,1,1,0,0.059294871747359874,5692.5,1.387499998888221,7.5141,0.15870725725003607,92.352,10.409252669039144
Mumbai,2015,Diesel,Manual,Second,19.67,5,11.0,Hyundai,Creta 1.6 CRDi SX Option,11,4295.454545454545,0,2,1,0.07977243989900604,3937.5,1.569123892813449,5.1975,0.22797927461139897,199.64839999999998,7.618125484120838
Delhi,2014,Diesel,Automatic,Second,12.65,5,64.75,Land,Rover Range Rover Sport SE,12,3916.6666666666665,0,5,4,0.08519879716498537,3615.3846153846152,1.077764784137065,5.64,0.25,763.215,3.168044077134986
Hyderabad,2017,Diesel,Manual,First,25.8,5,6.3,Honda,Amaze VX i-DTEC,9,14222.222222222224,2,2,1,0.06582109474911808,12800.0,1.6981842445272468,11.52,0.06976744186046512,147.7028,10.32826261008807
Kochi,2017,Petrol,Manual,First,15.29,5,11.94,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,1966.888888888889,0,2,1,0.07624135758878607,1770.2,1.1657303575325388,1.59318,0.4812319538017324,192.98829999999998,5.901196449247394
Mumbai,2014,Petrol,Automatic,First,18.19,5,5.95,Volkswagen,Vento Sport 1.2 TSI AT,12,2915.583333333333,0,1,1,0.0864661653412981,2691.3076923076924,1.5728195475582125,4.19844,0.333453747186484,123.8895,8.279472007282658
Ahmedabad,2017,Diesel,Manual,First,26.0,5,11.0,Honda,City i DTec VX,9,4111.111111111111,0,2,1,0.06582109474911808,3700.0,1.7113484634770704,3.33,0.23684210526315788,147.7028,10.408326661329061
Coimbatore,2017,Petrol,Manual,First,15.29,5,12.53,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,4252.333333333333,0,2,1,0.07624135758878607,3827.1,1.1657303575325388,3.44439,0.2291767461994856,192.98829999999998,5.901196449247394
Bangalore,2012,Diesel,Manual,Second,20.0,5,3.75,Ford,Figo Diesel Titanium,14,2322.1428571428573,0,1,0,0.04860614721329081,2167.3333333333335,0.9721229442658162,4.5514,0.41778573560131305,95.132,8.336807002917881
Pune,2014,Diesel,Automatic,First,14.69,5,27.0,BMW,5 Series 2013-2017 530d M Sport,12,7333.333333333333,1,5,4,0.08620113595516167,6769.2307692307695,1.266294687181325,10.56,0.1348314606741573,772.194,3.6789381417480587
Pune,2012,Diesel,Manual,First,10.5,6,9.95,Mitsubishi,Pajero 2.8 SFX 7Str,14,8285.714285714286,2,5,1,0.037813051133046546,7733.333333333333,0.39703703689698877,16.24,0.11965811965811966,303.912,2.7379400260756195
Jaipur,2013,Diesel,Manual,First,19.87,5,4.2,Renault,Duster 85PS Diesel RxL Option,13,12000.0,3,2,1,0.057357973951158124,11142.857142857143,1.139702942409512,20.28,0.08280254777070063,122.43180000000001,8.073953677366923
Delhi,2010,Petrol,Manual,Second,21.1,5,2.0,Maruti,Ritz VXI,16,4707.4375,1,1,1,0.07167919793510509,4430.529411764706,1.5124310764307176,12.05104,0.20964635280860597,102.70259999999999,9.604005461993628
Kolkata,2013,Petrol,Manual,First,18.9,5,3.25,Hyundai,Grand i10 Sportz,13,2153.846153846154,0,1,1,0.06850459476315406,2000.0,1.2947368410236115,3.64,0.4482758620689655,98.154,8.602639963586709
Bangalore,2017,Diesel,Automatic,First,17.9,5,34.0,Mercedes-Benz,GLA Class 200 CDI SPORT,9,1833.3333333333333,0,3,2,0.063462435807997,1650.0,1.1359776009631462,1.485,0.5142857142857142,291.448,5.695195672923958
Coimbatore,2016,Diesel,Automatic,First,22.48,5,30.37,BMW,5 Series 520d Luxury Line,10,7563.7,1,3,3,0.09523809519035684,6876.090909090909,2.140952379879222,7.5637,0.13048527473674595,379.05,7.505843071786311
Kochi,2018,Petrol,Automatic,First,13.0,5,12.6,Hyundai,Creta 1.6 SX Plus Petrol Automatic,8,4106.75,0,2,1,0.07624135758878607,3650.4444444444443,0.9911376486542188,2.62832,0.2363088556743664,192.98829999999998,5.017367811655731
Kochi,2019,Petrol,Manual,First,25.17,5,5.09,Renault,KWID RXT Optional,7,938.2857142857144,0,0,0,0.06670838539836246,821.0,1.6790500604767833,0.45976,0.9249471458773785,42.5867,13.991106170094499
Bangalore,2014,Diesel,Automatic,First,14.94,5,24.5,Audi,A4 3.0 TDI Quattro,12,2500.0,0,5,4,0.08136164473159366,2307.6923076923076,1.2155429722900093,3.6,0.3870967741935484,716.2338000000001,3.766070078144694
Kochi,2018,Diesel,Manual,Second,28.09,5,7.97,Maruti,Ciaz VDI SHVS,8,2225.5,0,1,1,0.07091346148163985,1978.2222222222222,1.9919591330192634,1.42432,0.4254413954477771,110.448,12.495551601423486
Delhi,2011,Petrol,Manual,First,16.0,5,2.9,Honda,Jazz S,15,4651.2,1,1,1,0.07512520861842636,4360.5,1.2020033378948218,10.4652,0.21196020800361745,107.82,7.279344858962694
Kochi,2016,Diesel,Automatic,First,22.69,5,21.33,BMW,3 Series 320d Luxury Line,10,6240.4,1,3,3,0.09523809519035684,5673.090909090909,2.160952379869197,6.2404,0.15771875591445333,379.05,7.5759599332220375
Bangalore,2012,Diesel,Automatic,Second,19.08,5,6.5,Hyundai,Verna SX CRDi AT,14,6928.571428571428,1,2,1,0.07984829324914772,6466.666666666667,1.5235054351937385,13.58,0.14285714285714285,199.83823999999998,7.389620449264136
Coimbatore,2016,Diesel,Manual,First,21.38,5,12.15,Hyundai,Creta 1.4 CRDi S Plus,10,5568.7,1,1,1,0.06353868190290925,5062.454545454545,1.3584570190841998,5.5687,0.17640728914918766,123.8252,8.923205342237061
Kolkata,2014,Petrol,Manual,First,15.04,5,4.25,Volkswagen,Vento 2013-2015 1.6 Comfortline,12,1416.6666666666667,0,2,1,0.06458072586697075,1307.6923076923076,0.9712941170392401,2.04,0.6666666666666666,164.9136,5.789068514241724
Coimbatore,2017,Diesel,Automatic,First,21.76,5,35.84,BMW,3 Series Luxury Line,9,3803.555555555556,0,3,3,0.09523809519035684,3423.2,2.072380951342165,3.08088,0.255449591280654,379.05,7.265442404006678
Chennai,2004,Petrol,Automatic,Third,14.4,5,3.0,Honda,CR-V Petrol 2WD,22,6136.363636363636,2,3,2,0.07611417121877107,5869.565217391304,1.0960440655503034,29.7,0.16176470588235295,303.544,4.804804804804806
Chennai,2012,Diesel,Manual,First,19.72,5,6.75,Renault,Duster 110PS Diesel RxZ AWD,14,5714.285714285715,1,2,1,0.07422997941531144,5333.333333333333,1.4638151940699415,11.2,0.1728395061728395,158.44545000000002,8.013002844372204
Bangalore,2014,Petrol,Manual,Second,18.6,5,5.65,Hyundai,i20 Asta 1.2,12,2587.083333333333,0,1,1,0.0683625730423036,2388.076923076923,1.271543858586847,3.7254,0.37447339678577,97.95051,8.466090122894856
Pune,2013,Diesel,Automatic,Second,16.96,5,7.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,13,4461.538461538462,1,3,2,0.0701371950863124,4142.857142857143,1.1895268286638583,7.54,0.22033898305084745,271.64304,5.714285714285714
Kochi,2018,Diesel,Manual,First,19.67,5,13.34,Hyundai,Creta 1.6 SX Plus Diesel,8,4435.0,0,2,1,0.07977243989900604,3942.222222222222,1.569123892813449,2.8384,0.2192982456140351,199.64839999999998,7.618125484120838
Hyderabad,2016,Diesel,Manual,First,28.09,5,7.9,Maruti,Ciaz VDI SHVS,10,6228.7,1,1,1,0.07091346148163985,5662.454545454545,1.9919591330192634,6.2287,0.1580103338758355,110.448,12.495551601423486
Coimbatore,2015,Diesel,Manual,First,22.54,5,6.98,Hyundai,i20 Asta 1.4 CRDi,11,4196.545454545455,0,1,1,0.06356017187424057,3846.8333333333335,1.4326462740453823,5.07782,0.23323862431618678,123.86708,9.407345575959933
Mumbai,2014,Petrol,Manual,First,17.01,5,5.75,Hyundai,Verna 1.6 SX VTVT,12,766.6666666666666,0,2,1,0.07624135758878607,707.6923076923077,1.296865492585251,1.104,1.1764705882352942,192.98829999999998,6.565032805866461
Kolkata,2012,Diesel,Manual,First,22.07,5,2.65,Volkswagen,Polo Diesel Trendline 1.2L,14,3952.785714285714,1,1,0,0.061634695528244625,3689.266666666667,1.3602777303083589,7.74746,0.248495713448943,88.60610000000001,10.03638017280582
Kolkata,2011,Diesel,Manual,First,22.07,5,2.49,Volkswagen,Polo Diesel Trendline 1.2L,15,3698.4,1,1,0,0.061634695528244625,3467.25,1.3602777303083589,8.3214,0.26559954671010694,88.60610000000001,10.03638017280582
Pune,2007,Petrol,Manual,Second,15.0,5,1.5,Maruti,SX4 Vxi BSIII,19,3608.052631578948,1,2,1,0.06600252202648012,3427.65,0.9900378303972018,13.02507,0.2731729760039107,166.02248,5.800464037122969
Kochi,2016,Diesel,Manual,First,24.5,7,6.5,Honda,Mobilio RS Option i DTEC,10,6737.6,1,2,1,0.06582109474911808,6125.090909090909,1.6126168213533931,6.7376,0.14625014625014623,147.7028,9.807846277021616
