Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Seats,Price,Brand,Model
Kochi,2018,Petrol,Manual,First,15.8,1591,5,12.13,Hyundai,Creta 1.6 SX Option
Jaipur,2013,Petrol,Manual,First,18.2,1199,5,3.25,Chevrolet,Sail 1.2 LS
Hyderabad,2013,Diesel,Automatic,First,14.16,1968,5,29.0,Audi,Q5 2.0 TDI
Kochi,2013,Petrol,Manual,First,17.0,1497,5,5.53,Honda,City 1.5 V MT Exclusive
Hyderabad,2017,Petrol,Manual,First,17.0,1497,5,8.75,Ford,EcoSport 1.5 Petrol Titanium
Bangalore,2014,Diesel,Automatic,Second,12.07,2967,7,37.9,Audi,Q7 3.0 TDI Quattro Premium Plus
Delhi,2010,Petrol,Manual,First,20.36,1197,5,2.4,Hyundai,i10 Magna 1.2
Chennai,2014,Petrol,Manual,First,17.0,1197,5,4.55,Hyundai,i20 1.2 Asta
Delhi,2011,Petrol,Manual,Second,17.5,1197,5,2.65,Maruti,Swift Dzire 1.2 Vxi BSIV
Pune,2017,Diesel,Manual,Second,25.0,1396,5,1.6,Tata,Indica V2 eLX
Coimbatore,2012,Diesel,Automatic,Second,16.2,2993,5,25.72,BMW,5 Series 2010-2013 530d
Ahmedabad,2013,Diesel,Manual,First,22.9,1248,5,4.15,Maruti,Swift VDI
Jaipur,2018,Petrol,Manual,First,19.0,1194,5,7.23,Ford,Freestyle Titanium Plus Petrol
Bangalore,2008,Petrol,Manual,Second,13.9,1599,5,2.6,Hyundai,Verna XXi ABS (Petrol)
Mumbai,2008,Diesel,Automatic,Second,16.07,1995,5,7.25,BMW,3 Series 320d Highline
Kochi,2017,Diesel,Manual,First,12.8,2494,8,14.29,Toyota,Innova 2.5 G4 Diesel 8-seater
Hyderabad,2011,Diesel,Automatic,Second,14.94,2143,5,17.25,Mercedes-Benz,New C-Class C 250 CDI Elegance
Pune,2013,Diesel,Manual,First,22.54,1582,5,7.5,Hyundai,Elantra 1.6 SX
Hyderabad,2014,Diesel,Manual,First,23.2,1248,5,4.35,Maruti,Ritz ZDi
Pune,2016,Diesel,Manual,First,24.3,1248,5,8.9,Maruti,Vitara Brezza ZDi Plus Dual Tone
Kolkata,2016,Petrol,Manual,Second,19.1,1197,5,3.5,Hyundai,Xcent 1.2 Kappa S
Kolkata,2014,Diesel,Manual,First,26.0,1498,5,6.1,Honda,City i DTEC V
Mumbai,2016,Petrol,Manual,First,25.17,799,5,3.2,Renault,KWID RXT
Jaipur,2014,Diesel,Manual,First,23.59,1364,5,4.9,Toyota,Etios Cross 1.4L VD
Kochi,2015,Petrol,Manual,First,24.07,998,5,3.69,Maruti,Alto K10 VXI
Chennai,2016,Petrol,Manual,First,23.84,1199,5,3.98,Tata,Tiago 1.2 Revotron XM Option
Kolkata,2013,Diesel,Manual,First,21.9,1396,5,2.95,Hyundai,i20 1.4 CRDi Magna
Kochi,2014,Diesel,Automatic,First,16.55,1968,5,15.21,Audi,A4 2.0 TDI
Hyderabad,2015,Diesel,Manual,First,28.4,1248,5,6.3,Maruti,Swift VDI
Kochi,2017,Petrol,Manual,First,17.0,1198,5,6.69,Volkswagen,Ameo 1.2 MPI Highline
Mumbai,2017,Petrol,Automatic,First,16.0,1497,7,9.5,Honda,BRV i-VTEC V CVT
Mumbai,2009,Petrol,Manual,First,17.0,1197,5,2.65,Hyundai,i20 Asta
Ahmedabad,2012,Diesel,Manual,First,14.66,2199,7,7.5,Hyundai,Santa Fe 4X4
Kochi,2018,Petrol,Automatic,First,23.1,998,5,5.63,Maruti,Celerio ZXI Optional AMT
Coimbatore,2018,Petrol,Manual,First,15.8,1591,5,11.78,Hyundai,Creta 1.6 SX
Hyderabad,2004,Diesel,Manual,Second,17.88,1396,5,0.85,Tata,Indica V2 DL BSIII
Mumbai,2011,Petrol,Manual,First,15.04,1598,5,3.35,Volkswagen,Vento Petrol Highline
Kochi,2015,Petrol,Manual,First,23.1,998,5,4.11,Maruti,Celerio VXI
Ahmedabad,2015,Diesel,Automatic,First,17.9,2143,5,25.51,Mercedes-Benz,CLA 200 D Sport Edition
Jaipur,2017,Petrol,Manual,First,22.74,796,5,3.1,Maruti,Alto 800 LXI
Delhi,2018,Diesel,Automatic,First,10.91,3198,7,33.5,Ford,Endeavour 3.2 Titanium AT 4X4
Kolkata,2017,Petrol,Manual,First,17.57,1193,5,4.8,Tata,Zest Revotron 1.2T XE
Kolkata,2014,Petrol,Manual,First,16.09,1598,5,3.49,Volkswagen,Vento 1.6 Comfortline
Mumbai,2012,Petrol,Manual,Second,17.5,1373,7,5.15,Maruti,Ertiga ZXI
Mumbai,2011,Diesel,Automatic,First,14.0,2987,5,14.41,Mercedes-Benz,M-Class ML 350 CDI Corporate
Mumbai,2014,Petrol,Manual,First,16.2,1199,5,4.75,Volkswagen,Polo 1.2 MPI Highline
Jaipur,2015,Diesel,Automatic,First,12.55,2982,7,19.0,Toyota,Fortuner 4x2 AT
Hyderabad,2017,Petrol,Manual,First,23.1,998,5,4.9,Maruti,Celerio VXI
Chennai,2008,Diesel,Automatic,Second,16.07,1995,4,6.3,BMW,3 Series 320d Corporate Edition
Jaipur,2006,Petrol,Manual,Second,16.9,1497,5,2.4,Honda,City ZX VTEC
Pune,2009,Petrol,Manual,First,13.17,1999,5,3.0,Mitsubishi,Cedia Sports
Delhi,2016,Petrol,Manual,First,18.06,1198,5,4.25,Renault,Pulse Petrol RxL
Hyderabad,2016,Diesel,Manual,First,20.14,1498,5,6.3,Volkswagen,Polo 1.5 TDI Highline
Kochi,2018,Petrol,Manual,First,21.1,998,5,8.15,Maruti,Baleno RS Petrol
Kochi,2012,Petrol,Manual,First,20.36,1197,5,3.22,Hyundai,i10 Magna
Kochi,2018,Petrol,Manual,First,18.6,1197,5,7.65,Hyundai,i20 1.2 Spotz
Delhi,2011,Petrol,Automatic,First,10.37,2979,2,30.0,BMW,Z4 2009-2013 35i
Pune,2010,Petrol,Manual,Second,20.36,1197,5,2.3,Hyundai,i10 Sportz 1.2
Delhi,2012,Petrol,Automatic,First,13.6,1598,4,22.0,Mini,Cooper S Carbon Edition
Pune,2012,Petrol,Manual,First,19.4,1198,5,3.28,Honda,Brio V MT
Kochi,2016,Petrol,Manual,First,20.73,1373,5,7.09,Maruti,Ciaz ZXi Option
Coimbatore,2013,Diesel,Manual,First,19.3,1248,5,6.46,Maruti,Swift Dzire ZDi
Chennai,2012,Diesel,Manual,First,22.07,1199,5,4.0,Volkswagen,Polo Diesel Comfortline 1.2L
Delhi,2011,Diesel,Automatic,First,17.05,1995,5,11.0,BMW,X1 sDrive20d
Coimbatore,2016,Diesel,Automatic,Second,12.07,2967,7,49.79,Audi,Q7 3.0 TDI Quattro Premium Plus
Kolkata,2015,Diesel,Manual,First,25.83,1498,5,4.8,Ford,Figo 1.5D Trend MT
Bangalore,2017,Diesel,Automatic,First,21.76,1995,5,35.0,BMW,3 Series Luxury Line
Bangalore,2011,Diesel,Automatic,First,14.0,2987,5,21.99,Mercedes-Benz,M-Class ML 350 CDI Corporate
Mumbai,2007,Petrol,Manual,Second,17.3,1061,5,1.1,Maruti,Wagon R LX BSIII
Delhi,2018,Petrol,Manual,First,21.4,1197,5,6.6,Maruti,Baleno Zeta 1.2
Pune,2013,Petrol,Manual,First,22.0,1197,5,4.5,Maruti,Dzire VXI
Pune,2009,Petrol,Manual,Second,14.7,1150,5,1.0,Chevrolet,Aveo U-VA 1.2 LT
Chennai,2017,Diesel,Manual,First,20.14,1498,5,6.9,Volkswagen,Polo 1.5 TDI Highline
Hyderabad,2012,Diesel,Automatic,First,0.0,2179,5,16.75,Land,Rover Freelander 2 TD4 SE
Mumbai,2015,Diesel,Automatic,First,14.16,1968,5,25.49,Audi,Q5 30 TDI quattro Premium
Chennai,2015,Diesel,Automatic,First,18.53,1968,5,35.5,Audi,A6 35 TDI Matrix
Kochi,2018,Diesel,Manual,First,24.0,1186,5,6.28,Hyundai,Grand i10 1.2 CRDi Sportz
Delhi,2012,Diesel,Manual,Second,12.05,2179,8,4.88,Mahindra,Scorpio SLE BSIV
Hyderabad,2016,Diesel,Manual,First,22.95,1248,5,3.7,Tata,Bolt Quadrajet XE
Kochi,2015,Petrol,Manual,First,21.1,814,5,3.45,Hyundai,EON Era Plus
Kochi,2016,Diesel,Manual,First,15.4,2179,8,10.23,Mahindra,Scorpio S8 8 Seater
Bangalore,2010,Petrol,Automatic,Second,11.1,2354,5,6.5,Honda,Accord 2001-2003 2.0 AT
Mumbai,2016,Petrol,Manual,First,16.2,1199,5,6.15,Volkswagen,Polo 1.2 MPI Highline
Mumbai,2014,Petrol,Manual,First,15.1,1196,7,2.9,Maruti,Eeco 7 Seater Standard
Ahmedabad,2016,Diesel,Manual,First,24.0,1120,5,5.5,Hyundai,Grand i10 CRDi Sportz
Chennai,2017,Diesel,Automatic,First,10.91,3198,7,31.0,Ford,Endeavour 3.2 Titanium AT 4X4
Delhi,2015,Diesel,Manual,First,24.0,1186,5,4.25,Hyundai,Grand i10 1.2 CRDi Sportz
Kochi,2016,Diesel,Manual,First,22.9,1248,5,5.48,Maruti,Swift VDI
Bangalore,2016,Petrol,Manual,First,18.6,1197,5,7.25,Hyundai,i20 1.2 Asta Option
Hyderabad,2012,Petrol,Manual,First,17.5,1298,5,3.0,Maruti,Swift Dzire VXi
Hyderabad,2015,Diesel,Automatic,First,22.69,1995,5,29.5,BMW,3 Series 320d Luxury Line
Mumbai,2007,Petrol,Manual,Second,17.7,1497,5,1.49,Honda,City ZX GXi
Pune,2013,Petrol,Automatic,First,16.95,1197,5,3.65,Hyundai,i10 Sportz 1.2 AT
Ahmedabad,2018,Diesel,Manual,First,23.0,1498,5,10.9,Ford,Ecosport Signature Edition Diesel
Bangalore,2015,Petrol,Manual,First,23.1,998,5,4.3,Maruti,Celerio ZXI MT
Pune,2012,Diesel,Manual,Second,20.77,1248,7,6.11,Maruti,Ertiga VDI
Hyderabad,2015,Diesel,Manual,First,12.8,2494,8,15.5,Toyota,Innova 2.5 V Diesel 8-seater
Mumbai,2016,Petrol,Manual,First,17.8,1497,5,6.9,Honda,City i VTEC SV
Bangalore,2012,Petrol,Manual,First,19.1,1197,5,4.69,Maruti,Swift Dzire VXI
Kochi,2011,Petrol,Manual,First,18.5,1197,5,3.19,Maruti,Ritz LXi
Pune,2012,Petrol,Automatic,Second,15.0,1396,5,3.75,Hyundai,i20 Sportz AT 1.4
Pune,2019,Petrol,Manual,First,17.19,1197,5,8.6,Hyundai,i20 Active SX Dual Tone Petrol
Chennai,2011,Petrol,Manual,Second,17.0,1497,5,3.85,Honda,City 1.5 E MT
Coimbatore,2016,Diesel,Automatic,First,13.6,4134,5,67.83,Porsche,Cayenne S Diesel
Coimbatore,2019,Petrol,Manual,First,17.8,1198,5,9.31,Honda,Amaze VX i-VTEC
Pune,2008,Petrol,Automatic,First,12.9,1799,5,3.0,Honda,Civic 2006-2010 1.8 S AT
Bangalore,2015,Petrol,Manual,First,18.6,1197,5,5.5,Hyundai,i20 Magna 1.2
Hyderabad,2017,Diesel,Manual,First,19.67,1582,5,13.3,Hyundai,Creta 1.6 CRDi SX
Hyderabad,2013,Diesel,Automatic,First,15.73,1968,5,23.0,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus
Mumbai,2018,Petrol,Manual,First,24.7,796,5,3.35,Maruti,Alto 800 2016-2019 LXI
Chennai,2012,Diesel,Automatic,Third,15.06,1995,5,10.0,BMW,X1 sDrive 20d Exclusive
Delhi,2013,Petrol,Manual,First,20.36,1197,5,2.95,Hyundai,i10 Magna
Pune,2016,Diesel,Manual,First,21.66,1498,5,6.75,Volkswagen,Ameo 1.5 TDI Highline
Pune,2010,Petrol,Manual,Third,16.47,1198,5,2.44,Volkswagen,Polo Petrol Highline 1.2L
Mumbai,2015,Petrol,Manual,First,20.73,1373,5,5.85,Maruti,Ciaz VXi Plus
Kochi,2015,Petrol,Automatic,First,17.21,1197,5,7.4,Volkswagen,Polo GT TSI
Pune,2016,Diesel,Manual,First,24.4,1120,5,3.8,Hyundai,Xcent 1.1 CRDi Base
Hyderabad,2008,Petrol,Manual,First,13.5,1799,5,3.8,Honda,Civic 2006-2010 1.8 S MT
Kolkata,2008,Petrol,Manual,First,17.7,1497,5,2.7,Honda,City ZX GXi
Jaipur,2016,Diesel,Manual,First,15.96,2523,7,7.21,Mahindra,Bolero ZLX
Hyderabad,2016,Petrol,Manual,First,17.4,1497,5,7.9,Honda,City i VTEC V
Kolkata,2017,Diesel,Manual,First,25.4,1186,5,4.2,Hyundai,Xcent 1.2 CRDi S
Mumbai,2014,Diesel,Manual,First,19.01,1461,5,5.75,Renault,Duster 110PS Diesel RxL
Hyderabad,2013,Petrol,Automatic,First,16.98,998,5,3.45,Maruti,A-Star AT VXI
Bangalore,2014,Diesel,Automatic,First,17.11,1968,5,25.75,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Coimbatore,2018,Diesel,Manual,First,16.0,2179,7,16.59,Mahindra,XUV500 W8 2WD
Coimbatore,2014,Petrol,Manual,First,18.06,1198,5,4.69,Renault,Pulse Petrol RxZ
Mumbai,2009,Diesel,Automatic,Second,13.2,1995,5,7.5,BMW,3 Series 320d
Hyderabad,2016,Diesel,Manual,First,13.68,2393,7,16.5,Toyota,Innova Crysta 2.4 GX MT
Kolkata,2009,Petrol,Manual,First,17.0,1497,5,1.99,Honda,City 1.5 S MT
Chennai,2014,Diesel,Manual,First,22.9,1248,5,5.25,Maruti,Swift VDI
Mumbai,2013,Diesel,Manual,Second,19.64,1461,5,5.4,Renault,Duster 110PS Diesel RxZ Plus
Mumbai,2014,Petrol,Manual,First,16.47,1198,5,3.9,Volkswagen,Polo 1.2 MPI Comfortline
Mumbai,2015,Petrol,Manual,First,17.19,1197,5,5.8,Hyundai,i20 Active 1.2 S
Pune,2014,Diesel,Automatic,First,18.12,1995,5,30.5,BMW,5 Series 2013-2017 520d Luxury Line
Hyderabad,2017,Diesel,Manual,First,23.4,1248,5,5.6,Maruti,Swift Dzire LDI
Ahmedabad,2012,Diesel,Automatic,First,0.0,2987,5,23.0,Mercedes-Benz,M-Class ML 350 4Matic
Jaipur,2015,Diesel,Manual,First,28.4,1248,5,5.15,Maruti,Swift LDI
Coimbatore,2017,Diesel,Automatic,First,19.08,1582,5,9.48,Hyundai,Verna 1.6 CRDI AT SX Option
Bangalore,2016,Petrol,Automatic,Second,21.9,624,4,2.38,Tata,Nano XTA
Hyderabad,2009,Petrol,Manual,First,17.5,1298,5,3.8,Maruti,Swift Dzire LXi
Delhi,2015,Petrol,Manual,Second,18.6,1197,5,5.5,Hyundai,i20 Asta Option 1.2
Hyderabad,2010,Petrol,Manual,First,17.0,1197,5,3.55,Hyundai,i20 1.2 Sportz
Mumbai,2015,Petrol,Manual,First,20.73,1373,5,6.35,Maruti,Ciaz ZXi
Delhi,2015,Diesel,Automatic,First,12.7,2179,5,36.0,Land,Rover Range Rover 2.2L Prestige
Hyderabad,2005,Diesel,Manual,Second,16.1,1405,5,1.1,Tata,Indigo LX BSII
Mumbai,2014,Petrol,Manual,First,17.57,1193,5,3.7,Tata,Zest Revotron 1.2T XM
Delhi,2016,Diesel,Manual,First,16.0,1997,7,13.5,Mahindra,XUV500 W10 1.99 mHawk
Mumbai,2008,Petrol,Automatic,Third,11.7,2354,5,2.85,Honda,Accord 2.4 AT
Coimbatore,2015,Petrol,Manual,Second,25.4,624,4,2.13,Tata,Nano Twist XT
Ahmedabad,2015,Diesel,Manual,First,22.7,1582,5,7.75,Hyundai,Elantra CRDi S
Chennai,2017,Diesel,Manual,First,25.0,1396,5,2.85,Tata,Indica V2 eLS
Jaipur,2014,Diesel,Manual,First,25.8,1498,5,4.95,Honda,Amaze S i-Dtech
Kochi,2012,Diesel,Manual,First,15.1,2179,7,6.2,Mahindra,XUV500 W8 2WD
Pune,2013,Diesel,Automatic,First,18.56,1995,5,17.5,BMW,X3 xDrive 20d Expedition
Pune,2010,Petrol,Manual,First,18.9,1197,5,2.25,Hyundai,Grand i10 1.2 Kappa Magna
Delhi,2017,Petrol,Manual,First,21.4,1197,5,6.75,Maruti,Baleno Zeta 1.2
Kochi,2016,Diesel,Automatic,First,19.08,1582,5,9.73,Hyundai,Verna 1.6 CRDi AT SX
Kochi,2018,Diesel,Manual,First,25.47,1248,7,8.49,Maruti,Ertiga VDI
Mumbai,2013,Petrol,Automatic,First,13.6,1598,4,25.0,Mini,Cooper S Carbon Edition
Coimbatore,2015,Diesel,Manual,First,23.2,1248,5,5.59,Maruti,Ritz ZDi
Mumbai,2011,Diesel,Automatic,First,15.6,1896,5,4.8,Skoda,Laura L n K 1.9 PD AT
Delhi,2014,Diesel,Manual,First,22.7,1498,5,5.45,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Pune,2017,Petrol,Manual,First,18.6,1197,5,6.5,Hyundai,i20 2015-2017 Sportz 1.2
Chennai,2015,Petrol,Manual,First,19.4,1198,5,4.35,Honda,Brio E MT
Kolkata,2013,Diesel,Manual,First,25.8,1498,5,3.75,Honda,Amaze S i-Dtech
Pune,2010,Diesel,Automatic,Third,18.48,1995,5,12.0,BMW,5 Series 2003-2012 520d
Delhi,2014,Diesel,Automatic,First,12.07,2967,7,32.0,Audi,Q7 3.0 TDI Quattro Premium Plus
Jaipur,2015,Diesel,Manual,Second,24.0,1120,5,4.0,Hyundai,Grand i10 CRDi Magna
Kolkata,2011,Diesel,Manual,First,23.08,1461,5,2.6,Nissan,Micra Diesel XV
Jaipur,2016,Petrol,Manual,First,18.9,1197,5,4.45,Hyundai,Grand i10 Sportz
Pune,2015,Petrol,Manual,First,21.1,814,5,2.6,Hyundai,EON Era
Chennai,2011,Petrol,Automatic,First,11.74,1796,5,16.0,Mercedes-Benz,New C-Class C250 Avantgarde
Delhi,2014,Diesel,Automatic,First,12.7,2179,5,32.5,Land,Rover Range Rover 2.2L Pure
Mumbai,2016,Diesel,Automatic,First,11.18,2696,7,13.85,Mahindra,Ssangyong Rexton RX7
Coimbatore,2018,Petrol,Manual,First,20.73,1373,5,8.76,Maruti,Ciaz 1.4 Delta
Kochi,2014,Petrol,Automatic,First,11.8,3498,7,23.68,Mercedes-Benz,R-Class R350 4Matic Long
Chennai,2017,Petrol,Automatic,First,22.0,1197,5,5.5,Maruti,Dzire AMT VXI
Coimbatore,2013,Diesel,Automatic,Second,11.49,4367,5,65.81,Land,Rover Range Rover Vogue SE 4.4 SDV8
Kolkata,2013,Diesel,Manual,First,19.01,1461,5,4.99,Renault,Duster 110PS Diesel RxZ
Chennai,2013,Diesel,Manual,Second,22.32,1582,5,5.7,Hyundai,Verna 1.6 SX
Coimbatore,2016,Petrol,Automatic,First,14.28,1798,5,11.99,Toyota,Corolla Altis 1.8 VL CVT
Mumbai,2016,Diesel,Automatic,Second,21.76,1995,5,29.99,BMW,3 Series Sport
Chennai,2018,Petrol,Manual,First,18.88,1499,5,9.5,Ford,EcoSport 1.5 Ti VCT MT Signature
Hyderabad,2014,Diesel,Manual,First,25.2,1248,5,5.5,Maruti,Swift VDI BSIV
Bangalore,2016,Diesel,Automatic,First,11.72,2199,7,23.0,Hyundai,Santa Fe 4x4 AT
Hyderabad,2013,Diesel,Manual,First,17.2,1396,5,2.95,Tata,Indica V2 DLS
Kochi,2015,Diesel,Manual,First,24.0,1120,5,4.9,Hyundai,Grand i10 CRDi Sportz
Chennai,2006,Petrol,Manual,Third,0.0,1086,5,1.3,Hyundai,Santro Xing XL
Delhi,2016,Petrol,Automatic,First,22.5,998,5,4.25,Maruti,Wagon R VXI AMT
Kochi,2018,Diesel,Manual,First,16.0,2179,7,16.36,Mahindra,XUV500 W10 2WD
Kolkata,2009,Diesel,Automatic,First,16.55,1968,5,9.95,Audi,A4 2.0 TDI
Bangalore,2012,Diesel,Manual,First,20.54,1598,5,5.5,Volkswagen,Vento Diesel Highline
Delhi,2016,Diesel,Manual,First,24.3,1248,5,8.25,Maruti,Vitara Brezza ZDi Plus Dual Tone
Chennai,2002,Petrol,Manual,First,17.3,993,5,0.95,Maruti,Zen LX
Kochi,2016,Petrol,Manual,First,19.81,1086,5,4.01,Hyundai,i10 Era
Kochi,2019,Petrol,Manual,First,17.5,1199,5,8.2,Honda,WR-V Edge Edition i-VTEC S
Chennai,2014,Diesel,Manual,Second,25.1,1498,5,6.2,Honda,City i DTEC VX
Chennai,2012,Diesel,Automatic,First,11.5,2982,7,16.75,Toyota,Fortuner 4x2 4 Speed AT
Delhi,2017,Diesel,Automatic,First,16.0,2179,7,16.5,Mahindra,XUV500 AT W10 FWD
Mumbai,2007,Diesel,Manual,Third,10.9,2499,7,3.75,Ford,Endeavour XLT TDCi 4X4
Kolkata,2012,Diesel,Manual,First,20.0,1399,5,3.5,Ford,Figo Diesel ZXI
Coimbatore,2017,Petrol,Automatic,Second,19.0,1199,5,5.43,Honda,Jazz 1.2 V CVT i VTEC
Coimbatore,2017,Diesel,Automatic,First,10.91,3198,7,30.35,Ford,Endeavour 3.2 Titanium AT 4X4
Hyderabad,2014,Petrol,Automatic,First,17.97,1498,5,7.99,Nissan,Sunny XL CVT
Coimbatore,2011,Diesel,Manual,First,18.7,1896,5,3.59,Skoda,Octavia Ambiente 1.9 TDI MT
Chennai,2012,Diesel,Manual,First,25.44,936,5,1.9,Chevrolet,Beat Diesel LT
Chennai,2009,Petrol,Automatic,First,12.1,2362,5,4.7,Toyota,Camry W2 (AT)
Chennai,2012,Diesel,Manual,First,19.01,1461,5,7.25,Renault,Duster 110PS Diesel RxZ
Kochi,2016,Diesel,Automatic,First,17.9,2143,5,24.46,Mercedes-Benz,GLA Class 200 d Style
Pune,2014,Petrol,Manual,Second,17.57,1193,5,3.9,Tata,Zest Revotron 1.2T XMS
Coimbatore,2013,Petrol,Manual,First,18.5,1197,5,5.15,Hyundai,i20 1.2 Magna
Mumbai,2015,Petrol,Automatic,First,21.5,1197,5,3.65,Maruti,Wagon R VXI AMT1.2
Kolkata,2016,Diesel,Manual,First,25.4,1186,5,5.0,Hyundai,Xcent 1.2 CRDi S
Kolkata,2009,Petrol,Manual,First,17.0,1497,5,2.3,Honda,City 1.5 S MT
Pune,2001,Petrol,Manual,Second,13.2,1495,5,0.75,Hyundai,Accent GLE
Kochi,2009,Petrol,Manual,Second,13.9,1599,5,1.85,Hyundai,Verna Xi (Petrol)
Kolkata,2010,Petrol,Manual,First,15.6,1196,5,1.8,Ford,Figo Petrol ZXI
Kochi,2014,Diesel,Manual,First,25.8,1498,5,4.41,Honda,Amaze S i-Dtech
Chennai,2006,Petrol,Manual,First,18.9,998,5,2.0,Maruti,Wagon R LX BSII
Hyderabad,2014,Diesel,Manual,First,17.8,1248,5,5.55,Maruti,Swift VDI BSIV
Bangalore,2014,Diesel,Automatic,First,13.0,2987,5,31.75,Mercedes-Benz,E-Class Facelift
Bangalore,2015,Diesel,Automatic,First,17.68,1968,5,32.0,Audi,A6 2011-2015 35 TDI Technology
Hyderabad,2010,Diesel,Automatic,First,13.5,2987,5,21.0,Mercedes-Benz,S Class 2005 2013 S 350 CDI
Ahmedabad,2010,Diesel,Manual,First,19.3,1248,5,2.75,Maruti,Swift Dzire LDi
Coimbatore,2005,Petrol,Manual,First,13.4,1794,5,2.64,Toyota,Corolla H2
Kochi,2018,Diesel,Manual,First,15.4,2179,7,14.19,Mahindra,Scorpio S10 7 Seater
Jaipur,2017,Petrol,Manual,First,22.5,998,5,3.85,Maruti,Wagon R VXI
Delhi,2014,Diesel,Manual,First,13.0,2982,7,15.5,Toyota,Fortuner 4x2 Manual
Mumbai,2010,Petrol,Manual,First,18.2,1061,5,1.9,Maruti,Zen Estilo 1.1 LX BSIII
Kochi,2014,Petrol,Manual,First,25.4,624,4,1.26,Tata,Nano CX
Chennai,2009,Petrol,Manual,Second,18.5,1197,5,2.4,Hyundai,i20 Magna
Bangalore,2010,Diesel,Automatic,First,22.69,1995,5,11.5,BMW,3 Series 320d
Jaipur,2014,Diesel,Manual,First,16.0,2179,7,8.25,Mahindra,XUV500 W6 2WD
Pune,2011,Petrol,Manual,First,15.8,1598,5,2.75,Volkswagen,Vento IPL II Petrol Trendline
Delhi,2009,Petrol,Manual,Second,17.5,1198,5,1.4,Skoda,Fabia 1.2 MPI Classic
Coimbatore,2015,Petrol,Manual,First,25.4,624,4,2.9,Tata,Nano Twist XT
Chennai,2011,Diesel,Manual,First,20.0,1399,5,2.4,Ford,Figo Diesel EXI
Pune,2013,Petrol,Automatic,First,14.8,1598,5,4.75,Volkswagen,Vento IPL II Petrol Highline AT
Kochi,2018,Diesel,Automatic,First,12.7,2179,5,44.76,Land,Rover Range Rover HSE Dynamic
Kochi,2015,Diesel,Manual,First,26.0,1498,5,6.22,Honda,City i DTEC SV
Chennai,2018,Petrol,Automatic,First,22.5,999,5,4.5,Renault,KWID Climber 1.0 AMT
Mumbai,2015,Petrol,Manual,First,18.9,1197,5,4.25,Hyundai,Grand i10 Asta Option
Hyderabad,2011,Diesel,Automatic,First,18.1,1991,4,5.5,Chevrolet,Cruze LTZ AT
Mumbai,2017,Diesel,Manual,First,22.54,1396,5,6.95,Hyundai,i20 1.4 Asta
Coimbatore,2018,Petrol,Automatic,First,24.07,998,5,4.56,Maruti,Alto K10 VXI AGS
Coimbatore,2016,Diesel,Manual,First,20.5,1582,5,13.82,Hyundai,Creta 1.6 SX Option Diesel
Mumbai,2016,Petrol,Manual,First,18.0,1198,5,5.65,Honda,Amaze VX i-Vtech
Kochi,2016,Diesel,Manual,First,21.19,1396,5,6.2,Hyundai,i20 Active 1.4 SX Dual Tone
Delhi,2014,Petrol,Manual,First,23.1,998,5,3.25,Maruti,Celerio VXI
Kolkata,2009,Diesel,Automatic,First,16.55,1968,5,8.5,Audi,A4 2.0 TDI
Bangalore,2016,Diesel,Manual,First,24.8,1396,5,7.25,Hyundai,Verna 1.4 CRDi
Pune,2013,Diesel,Manual,First,21.8,1461,5,4.61,Renault,Fluence Diesel E4
Delhi,2016,Petrol,Manual,First,16.2,1199,5,5.3,Volkswagen,Polo 1.2 MPI Highline
Ahmedabad,2012,Diesel,Manual,First,17.0,1405,5,1.9,Tata,Indigo LX
Kochi,2012,Petrol,Manual,First,20.36,1197,5,3.09,Hyundai,i10 Sportz
Mumbai,2007,Diesel,Automatic,Second,16.46,2993,5,9.5,BMW,7 Series 730Ld Sedan
Mumbai,2015,Diesel,Automatic,First,17.01,1582,5,12.65,Hyundai,Creta 1.6 CRDi AT SX Plus
Delhi,2016,Petrol,Manual,First,18.9,1197,5,4.25,Hyundai,Grand i10 Magna
Hyderabad,2011,Diesel,Manual,First,21.1,1248,5,2.95,Maruti,Ritz VDi
Hyderabad,2006,Diesel,Manual,First,10.5,2179,8,3.45,Mahindra,Scorpio 2.6 SLX CRDe
Hyderabad,2011,Petrol,Manual,First,19.81,1086,5,3.3,Hyundai,i10 Era
Hyderabad,2014,Diesel,Manual,First,14.0,2179,7,8.0,Tata,Safari Storme 2012-2015 VX
Kolkata,2009,Petrol,Manual,First,13.5,1799,5,2.71,Honda,Civic 2006-2010 1.8 V MT
Hyderabad,2012,Petrol,Manual,First,18.2,998,5,2.7,Maruti,Zen Estilo LXI BSIII
Mumbai,2012,Diesel,Manual,Second,23.4,1248,5,4.5,Maruti,Swift Dzire VDI
Delhi,2015,Diesel,Manual,Second,13.0,2982,7,18.75,Toyota,Fortuner 4x2 Manual
Pune,2014,Diesel,Manual,Second,28.4,1248,5,5.25,Maruti,Swift VDI
Hyderabad,2012,LPG,Manual,First,26.2,998,5,3.2,Maruti,Wagon R Duo LX BSIII
Pune,2017,Diesel,Manual,First,28.4,1248,5,6.0,Maruti,Dzire LDI
Kolkata,2014,Petrol,Manual,First,18.9,1197,5,3.14,Hyundai,Grand i10 Asta
