Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Performance_Index,Economy_Index
Mumbai,Diesel,Manual,First,19.87,5,5.5,Renault,Duster 85PS Diesel RxL,0,2,1,0.057357973951158124,122.43180000000001,8.073953677366923
Delhi,Diesel,Manual,First,10.5,6,11.0,Mitsubishi,Pajero 2.8 SFX,0,5,1,0.037813051133046546,303.912,2.7379400260756195
Pune,Petrol,Automatic,First,23.1,5,3.9,Maruti,Celerio VXI AT,0,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Pune,Diesel,Manual,First,17.88,5,1.8,Tata,Indica V2 DLS BSIII,1,1,0,0.03431316723536429,67.73505,7.434511434511434
Kochi,Petrol,Manual,First,18.6,5,6.22,Hyundai,Elite i20 Petrol Asta,0,1,1,0.06838763569892427,97.98642,8.466090122894856
Hyderabad,Petrol,Automatic,First,23.1,5,4.3,Maruti,Celerio VXI AT,0,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Hyderabad,Petrol,Manual,First,18.9,5,5.99,Hyundai,Grand i10 1.2 Kappa Asta,0,1,1,0.06838763569892427,97.98642,8.602639963586709
Delhi,Petrol,Manual,First,18.6,5,6.0,Hyundai,i20 1.2 Magna Executive,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Delhi,Petrol,Manual,First,17.1,5,5.85,Hyundai,Verna 1.6 SX VTVT (O),1,2,1,0.07624135758878607,192.98829999999998,6.5997684291779235
Kochi,Diesel,Automatic,First,12.39,5,19.94,Land,Rover Freelander 2 SE,1,3,2,0.06769619088219542,321.42429,3.8974520289399184
Chennai,Petrol,Manual,First,16.1,5,2.9,Maruti,Swift VXI BSIII,1,1,1,0.06795069332207188,114.48360000000001,7.00609225413403
Mumbai,Petrol,Manual,First,18.0,5,4.25,Honda,Amaze SX i-VTEC,0,1,1,0.07237061763575073,103.8666,8.18926296633303
Hyderabad,Diesel,Manual,First,21.43,5,5.99,Toyota,Corolla Altis Diesel D4DG,3,1,1,0.06392961872145922,118.9408,9.065143824027073
Kolkata,Diesel,Manual,First,27.4,5,3.3,Honda,Amaze S Diesel,0,2,1,0.06582109474911808,147.7028,10.968775020016011
Coimbatore,Diesel,Automatic,Second,16.77,5,8.08,Audi,A6 3.0 TDI quattro,1,5,4,0.08135490391595723,716.17446,4.227375850768843
Jaipur,Petrol,Manual,First,22.5,5,4.5,Maruti,Wagon R VXI,0,0,0,0.06717434863008583,66.90592000000001,11.261261261261263
Hyderabad,Diesel,Manual,First,24.2,7,6.5,Honda,Mobilio E i DTEC,1,2,1,0.06582109474911808,147.7028,9.687750200160126
Bangalore,Petrol,Automatic,Second,10.1,5,3.9,Honda,CR-V 2.4 4WD AT,1,4,2,0.06457094304818567,357.808,3.011329755515802
Delhi,Petrol,Manual,First,17.1,5,5.25,Hyundai,Verna 1.6 SX VTVT (O),1,2,1,0.07624135758878607,192.98829999999998,6.5997684291779235
Bangalore,Diesel,Automatic,First,11.72,7,17.0,Hyundai,Santa Fe 4x4 AT,1,3,3,0.0883583446619562,427.26570000000004,3.6636448890278213
Ahmedabad,Petrol,Automatic,First,16.95,5,3.5,Hyundai,i10 Sportz AT,1,1,0,0.06591478691235189,94.44330000000001,7.715065999089667
Hyderabad,Diesel,Manual,Second,17.7,5,3.0,Ford,Fusion Plus 1.4 TDCi Diesel,1,1,0,0.04860614721329081,95.132,7.378074197582325
Coimbatore,Petrol,Manual,Second,20.36,5,4.87,Hyundai,i10 Sportz,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Jaipur,Diesel,Manual,First,24.4,5,6.0,Hyundai,Xcent 1.1 CRDi SX Option,1,1,0,0.06339285708625637,79.52,11.509433962264149
Mumbai,Diesel,Automatic,First,18.19,5,15.5,Skoda,Superb Style 2.0 TDI AT,0,3,3,0.08866869914193663,343.416,6.128706199460916
Pune,Petrol,Manual,Second,16.6,5,1.6,Ford,Fiesta 1.4 Duratec EXI,1,1,0,0.04899135443156242,94.384,6.951423785594641
Pune,Petrol,Automatic,First,21.4,5,7.25,Maruti,Baleno Zeta Automatic,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Mumbai,Diesel,Manual,Second,17.0,5,3.25,Skoda,Laura 1.9 TDI MT Ambiente,1,3,1,0.05537974680623431,199.08,5.870165745856354
Kolkata,Diesel,Manual,First,20.64,5,3.4,Volkswagen,Vento 1.5 TDI Comfortline,0,2,1,0.072429906493705,162.533,8.262610088070456
Coimbatore,Diesel,Automatic,First,12.07,7,30.5,Audi,Q7 3.0 TDI Quattro Technology,2,5,4,0.08136164473159366,716.2338000000001,3.0426014620620117
Kochi,Petrol,Manual,First,17.0,5,7.97,Hyundai,Verna VTVT 1.6 SX Option,1,2,1,0.07624135758878607,192.98829999999998,6.561173292165186
Delhi,Diesel,Automatic,First,14.84,5,13.51,Mercedes-Benz,New C-Class 220 CDI AT,0,3,2,0.07932804475999625,364.31,4.721603563474388
Kochi,Diesel,Manual,First,25.8,5,5.43,Honda,Amaze S i-Dtech,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Chennai,Petrol,Manual,First,16.6,5,2.6,Ford,Fiesta 1.4 Duratec EXI Limited Edition,2,1,0,0.04899135443156242,94.384,6.951423785594641
Bangalore,Petrol,Manual,First,18.5,5,4.45,Hyundai,i20 Magna Optional 1.2,5,1,1,0.06925647446177403,99.2313,8.420573509330906
Kolkata,Petrol,Manual,First,22.74,5,2.75,Maruti,Alto 800 LXI,0,0,0,0.059422110478112924,37.6508,12.661469933184854
Kolkata,Petrol,Automatic,First,10.6,5,8.75,BMW,5 Series 530i Sedan,0,5,4,0.0861148197309363,772.968,2.6526526526526526
Coimbatore,Petrol,Manual,Second,14.6,5,5.41,Fiat,Grande Punto 1.4 Emotion,0,1,1,0.06483918123915264,121.3416,6.1655405405405395
Kochi,Diesel,Automatic,First,28.4,5,8.55,Maruti,Dzire AMT ZDI Plus,1,1,0,0.05909455123469987,92.04,12.633451957295371
Mumbai,Diesel,Manual,First,15.1,7,8.25,Mahindra,XUV500 W6 2WD,0,3,2,0.06424965577592949,305.06,4.749921358917899
Kochi,Diesel,Automatic,First,11.1,7,23.58,Volvo,XC90 2007-2015 D5 AT AWD,2,4,3,0.08333333329861112,480.0,3.264705882352941
Coimbatore,Petrol,Manual,First,20.36,5,4.49,Hyundai,i10 Sportz 1.2,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Hyderabad,Diesel,Manual,First,11.5,7,12.99,Toyota,Fortuner 3.0 Diesel,3,5,2,0.05734406436708784,509.922,2.887995981918634
Bangalore,Petrol,Automatic,First,21.9,4,2.8,Tata,Nano XTA,0,0,0,0.060064102467845985,23.38752,13.485221674876845
Coimbatore,Diesel,Manual,First,19.98,8,8.43,Renault,Lodgy 110PS RxZ 8 Seater,1,2,1,0.07426420255012717,158.5185,8.118650954896383
Hyderabad,Diesel,Automatic,First,12.07,7,47.5,Audi,Q7 3.0 TDI Quattro Premium Plus,0,5,4,0.08136164473159366,716.2338000000001,3.0426014620620117
Mumbai,Petrol,Automatic,First,18.0,5,8.95,Honda,City i VTEC CVT VX,0,2,1,0.07835671337451121,175.59810000000002,7.2086503804565485
Jaipur,Diesel,Manual,Second,19.01,5,5.5,Renault,Duster 110PS Diesel RxL,1,2,1,0.07422997941531144,158.44545000000002,7.724502234863876
Jaipur,Petrol,Manual,First,17.8,5,4.75,Honda,Amaze S i-VTEC,0,1,1,0.07237061763575073,103.8666,8.098271155595997
Jaipur,Petrol,Manual,First,18.0,5,4.75,Honda,Amaze S i-Vtech,0,1,1,0.07237061763575073,103.8666,8.18926296633303
Pune,Petrol,Automatic,Second,12.05,5,9.5,BMW,3 Series 320i,0,3,2,0.07719298241744713,307.23,4.023372287145242
Coimbatore,Diesel,Manual,First,23.2,5,3.77,Maruti,Ritz LDi,1,1,0,0.05924679482432147,92.27712,10.320284697508896
Delhi,Petrol,Manual,Second,17.0,5,4.25,Honda,City 1.5 S MT,1,2,1,0.07882431524460633,176.646,6.8081698037645175
Mumbai,Diesel,Automatic,First,18.88,5,19.9,BMW,3 Series 320d Sport Line,0,3,3,0.09223057639487188,367.08,6.303839732888147
Chennai,Diesel,Manual,First,15.0,5,4.0,Volkswagen,Jetta 2007-2011 1.9 TDI Trendline,1,3,1,0.05537974680623431,199.08,5.179558011049724
Kochi,Petrol,Manual,First,19.1,5,4.16,Maruti,Swift Dzire LXI,1,1,1,0.07167919793510509,102.70259999999999,8.69367319071461
Bangalore,Diesel,Automatic,Second,16.36,5,38.0,Jaguar,XF 2.2 Litre Executive,0,3,3,0.08614043135101403,408.9983,5.146272412708399
Kochi,Petrol,Automatic,First,16.9,5,6.34,Hyundai,Xcent 1.2 Kappa AT SX Option,0,1,1,0.06850459476315406,98.154,7.692307692307692
Pune,Diesel,Manual,First,12.8,8,4.5,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2,4,1,0.040898155556977484,254.388,3.6634230108757873
Chennai,Petrol,Manual,First,15.1,7,3.75,Maruti,Eeco 7 Seater Standard,1,1,0,0.06103678924662475,87.308,6.876138433515483
Delhi,Diesel,Automatic,Second,15.2,5,10.2,Audi,A4 New 2.0 TDI Multitronic,1,3,2,0.07154471541080046,277.0944,5.121293800539084
Chennai,Diesel,Manual,First,12.8,8,5.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2,4,1,0.040898155556977484,254.388,3.6634230108757873
Mumbai,Petrol,Manual,First,9.8,5,3.95,Maruti,Grand Vitara MT,0,3,2,0.08195488717696496,326.1825,3.27212020033389
Coimbatore,Diesel,Manual,First,20.34,5,9.75,Volkswagen,Vento 1.5 TDI Highline,1,2,1,0.06889185576175443,154.5936,8.142514011208966
Kochi,Petrol,Manual,First,18.6,5,7.93,Hyundai,Elite i20 Petrol Asta,0,1,1,0.06838763569892427,97.98642,8.466090122894856
Hyderabad,Diesel,Manual,First,17.8,5,2.1,Ford,Fiesta Classic 1.4 Duratorq CLXI,2,1,0,0.04789135093074242,93.733,7.419758232596915
Coimbatore,Diesel,Manual,First,13.5,7,16.42,Mitsubishi,Pajero Sport 4X4,1,4,3,0.07087605972108355,434.86212,3.8826574633304576
Bangalore,Diesel,Manual,Second,14.66,7,8.9,Hyundai,Santa Fe 4X4,2,3,3,0.0883583446619562,427.26570000000004,4.582682088152548
Pune,Diesel,Manual,First,15.1,7,7.21,Mahindra,XUV500 W8 2WD,1,3,2,0.06424965577592949,305.06,4.749921358917899
Chennai,Diesel,Manual,First,12.8,8,13.5,Toyota,Innova 2.5 V Diesel 8-seater,1,4,1,0.040898155556977484,254.388,3.6634230108757873
Chennai,Diesel,Automatic,First,11.57,5,65.0,Mercedes-Benz,GLE 350d,0,5,4,0.08529963170897234,761.05773,2.9019312766491097
Bangalore,Diesel,Manual,First,12.05,7,7.4,Mahindra,Scorpio 2009-2014 SLE 7S BSIV,1,3,1,0.05507113352222527,261.48,3.7905001572821644
Kochi,Petrol,Automatic,First,16.8,5,5.15,Honda,City 1.5 S AT,1,2,1,0.07882431524460633,176.646,6.728073688426112
Pune,Diesel,Automatic,First,12.0,7,32.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,1,5,4,0.07499163037328703,669.088,3.0097817908201656
Kolkata,Petrol,Manual,First,17.0,5,3.25,Honda,City 1.5 S MT,2,2,1,0.07882431524460633,176.646,6.8081698037645175
Kolkata,Petrol,Automatic,First,22.5,5,3.95,Maruti,Wagon R VXI AMT,0,0,0,0.06713426846980534,66.866,11.261261261261263
Pune,Petrol,Manual,Second,15.4,5,1.5,Tata,Indigo eCS GLE BSIII,1,1,0,0.05448449282943462,77.545,7.0223438212494305
Pune,Petrol,Manual,Second,17.0,5,3.0,Hyundai,i20 2015-2017 1.2 Asta with AVN,0,1,0,0.06683375098844298,95.76,7.737824305871643
Kolkata,Petrol,Manual,First,16.0,5,1.99,Honda,Jazz Active,0,1,1,0.07512520861842636,107.82,7.279344858962694
Kolkata,Petrol,Manual,First,19.0,5,1.35,Maruti,A-Star Lxi,1,0,0,0.06623246486349452,65.96779999999998,9.50950950950951
Hyderabad,Diesel,Automatic,First,16.07,5,13.5,BMW,3 Series 320d Highline,1,3,3,0.09072681699712941,361.095,5.365609348914858
Hyderabad,Diesel,Manual,First,17.67,5,6.99,Skoda,Yeti Elegance,2,3,2,0.07016260159036454,271.74144,5.953504043126685
Hyderabad,Diesel,Manual,First,19.01,5,8.5,Nissan,Terrano XV Premium 110 PS,1,2,1,0.07426420255012717,158.5185,7.724502234863876
Pune,Diesel,Manual,Second,22.07,5,2.89,Volkswagen,Polo Diesel Comfortline 1.2L,1,1,0,0.061634695528244625,88.60610000000001,10.03638017280582
Mumbai,Diesel,Automatic,First,22.69,5,10.5,BMW,3 Series 320d,1,3,3,0.09523809519035684,379.05,7.5759599332220375
Kochi,Petrol,Manual,First,16.95,5,3.97,Nissan,Sunny 2011-2014 XL,1,2,1,0.06522029368142837,146.3546,6.785428342674138
Chennai,Petrol,Automatic,First,24.07,5,4.25,Maruti,Alto K10 VXI AGS,0,0,0,0.06723446887050653,66.96579999999999,12.047047047047048
Coimbatore,Petrol,Manual,First,21.1,5,6.17,Maruti,Ritz ZXI,0,1,1,0.07167919793510509,102.70259999999999,9.604005461993628
Coimbatore,Diesel,Automatic,First,14.16,5,38.72,Audi,Q5 30 TDI quattro Premium Plus,0,3,3,0.08856707312572812,343.0224,4.77088948787062
Hyderabad,Diesel,Manual,First,16.8,5,6.5,Hyundai,Verna CRDi SX,1,2,1,0.07367716003102667,164.23,6.738868832731648
Jaipur,Diesel,Manual,Second,25.8,5,4.25,Honda,Amaze S i-Dtech,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Kolkata,Diesel,Manual,First,26.0,5,4.75,Honda,City i DTEC SV,0,2,1,0.06582109474911808,147.7028,10.408326661329061
Kochi,Diesel,Automatic,First,12.9,7,17.71,Toyota,Fortuner TRD Sportivo 2.8 2WD AT,1,5,3,0.0633393829171182,480.7475,3.435419440745673
Jaipur,Diesel,Manual,First,20.34,5,5.85,Volkswagen,Vento 1.5 TDI Highline,1,2,1,0.06889185576175443,154.5936,8.142514011208966
Coimbatore,Diesel,Automatic,First,22.48,5,17.27,BMW,5 Series 520d Luxury Line,1,3,3,0.09523809519035684,379.05,7.505843071786311
Hyderabad,Diesel,Automatic,First,16.07,5,9.25,BMW,3 Series 320d Sedan,1,3,3,0.09072681699712941,361.095,5.365609348914858
Ahmedabad,Petrol,Automatic,First,13.0,5,12.75,Hyundai,Creta 1.6 SX Plus Petrol Automatic,0,2,1,0.07624135758878607,192.98829999999998,5.017367811655731
Pune,Diesel,Automatic,Second,21.76,5,27.0,BMW,3 Series Luxury Line,1,3,3,0.09523809519035684,379.05,7.265442404006678
Bangalore,Diesel,Automatic,Second,14.84,5,21.0,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,0,3,2,0.0782174521333563,359.20966000000004,4.721603563474388
Hyderabad,Diesel,Manual,First,26.59,5,7.95,Maruti,Swift Dzire VDI,0,1,0,0.059294871747359874,92.352,11.828291814946619
Hyderabad,Petrol,Manual,Second,23.1,5,4.5,Maruti,Celerio ZXI,0,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Mumbai,Diesel,Automatic,First,19.59,5,33.75,BMW,3 Series 320d GT Luxury Line,0,3,3,0.09410526311072417,374.54130000000004,6.540901502504173
Delhi,Diesel,Automatic,First,11.33,7,17.51,Audi,Q7 4.2 TDI Quattro Technology,1,8,6,0.08108369615842193,1385.7168000000001,2.2068562524347484
Kochi,Petrol,Manual,First,18.2,5,6.8,Honda,Jazz V,0,1,1,0.07397831520101891,106.35130000000001,8.27648931332424
Coimbatore,Petrol,Manual,First,25.4,4,1.68,Tata,Nano Cx BSIV,0,0,0,0.060064102467845985,23.38752,15.640394088669948
Chennai,Petrol,Manual,First,24.7,5,2.9,Maruti,Alto 800 2016-2019 LXI,1,0,0,0.059422110478112924,37.6508,13.752783964365255
Mumbai,Petrol,Manual,First,22.5,5,3.16,Maruti,Wagon R VXI,0,0,0,0.06717434863008583,66.90592000000001,11.261261261261263
Jaipur,Diesel,Manual,First,24.4,5,3.9,Hyundai,Xcent 1.1 CRDi Base,1,1,0,0.06339285708625637,79.52,11.509433962264149
Delhi,Petrol,Manual,Second,17.8,5,1.95,Chevrolet,Beat LT,1,1,0,0.06405337776142336,92.08319999999999,8.094588449295134
Kochi,Diesel,Automatic,First,16.36,5,26.52,Jaguar,XF 2.2 Litre Luxury,0,3,3,0.08614043135101403,408.9983,5.146272412708399
Chennai,Diesel,Automatic,First,18.33,5,9.0,Volkswagen,Passat Diesel Highline 2.0 TDI,1,3,2,0.08521341459084683,330.0336,6.17587601078167
Hyderabad,Diesel,Manual,First,21.27,5,4.5,Hyundai,i20 Asta 1.4 CRDi,1,1,1,0.06358166184557187,123.90896000000001,8.877295492487479
Chennai,Diesel,Manual,First,10.5,6,8.75,Mitsubishi,Pajero 2.8 SFX,3,5,1,0.037813051133046546,303.912,2.7379400260756195
Chennai,Diesel,Automatic,First,24.3,5,11.5,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,0,1,1,0.07091346148163985,110.448,10.809608540925266
Delhi,Petrol,Manual,First,24.07,5,3.0,Maruti,Alto K10 LXI,0,0,0,0.06723446887050653,66.96579999999999,12.047047047047048
Coimbatore,Petrol,Manual,First,21.1,5,3.79,Hyundai,EON Magna Plus,0,0,0,0.06781326772995913,44.9328,11.631753031973538
Ahmedabad,Diesel,Manual,First,28.09,5,6.0,Maruti,Ciaz VDi Plus SHVS,1,1,1,0.07091346148163985,110.448,12.495551601423486
Bangalore,Diesel,Manual,First,19.67,5,13.25,Hyundai,Creta 1.6 CRDi SX Option,1,2,1,0.07977243989900604,199.64839999999998,7.618125484120838
Delhi,Diesel,Automatic,First,17.2,5,8.0,Skoda,Superb Ambition 2.0 TDI CR AT,1,3,2,0.07017276419198537,271.7808,5.795148247978436
Hyderabad,Diesel,Manual,First,20.14,5,5.8,Volkswagen,Polo 1.5 TDI Highline,1,2,1,0.05927903867871893,133.0224,8.062449959967974
Hyderabad,Diesel,Manual,Second,12.99,7,13.5,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2,4,1,0.040336808323842496,250.8964,3.7178019461934744
Pune,Diesel,Automatic,First,14.21,5,25.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,1,3,3,0.09472701815458376,435.029,4.521158129175947
Kochi,Diesel,Manual,First,20.14,5,5.49,Volkswagen,Polo 1.5 TDI Highline,1,2,1,0.05927903867871893,133.0224,8.062449959967974
Hyderabad,Diesel,Automatic,First,17.32,5,19.0,Audi,Q3 2.0 TDI,2,3,2,0.07621951215639251,295.2,5.835579514824798
Kolkata,Petrol,Manual,First,18.5,5,2.5,Hyundai,i20 1.2 Magna,0,1,0,0.06683375098844298,95.76,8.420573509330906
Kolkata,Petrol,Manual,Second,19.81,5,3.0,Hyundai,i10 Sportz 1.1L,0,1,0,0.06266114174708919,73.9023,9.49664429530201
Kochi,Diesel,Manual,First,24.7,5,6.64,Tata,Tigor 1.05 Revotorq XT,0,1,0,0.06590257873361739,72.243,12.066438690766978
Kochi,Petrol,Manual,First,21.1,5,3.21,Hyundai,EON Era,0,0,0,0.06781326772995913,44.9328,11.631753031973538
Chennai,Petrol,Manual,Second,17.92,5,1.55,Hyundai,Santro Xing GLS,2,1,0,0.05718232038933488,67.4406,8.590604026845638
Hyderabad,Petrol,Manual,First,17.92,5,2.59,Hyundai,Santro Xing GLS,1,1,0,0.05718232038933488,67.4406,8.590604026845638
Chennai,Diesel,Manual,Second,12.7,8,4.0,Mahindra,Scorpio SLX,1,4,1,0.04599463394174219,313.08,3.518980326960377
Jaipur,Petrol,Manual,First,17.4,5,3.87,Honda,City i-VTEC S,0,2,1,0.07835671337451121,175.59810000000002,6.96836203444133
Bangalore,Diesel,Manual,First,24.3,5,9.75,Maruti,Vitara Brezza ZDi,0,1,1,0.07091346148163985,110.448,10.809608540925266
Kochi,Diesel,Automatic,First,17.11,5,32.91,Audi,A4 35 TDI Technology Edition,0,3,3,0.0885823170281594,343.08144,5.764824797843666
Chennai,Diesel,Automatic,Second,14.21,5,16.75,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,0,3,3,0.09472701815458376,435.029,4.521158129175947
Jaipur,Petrol,Manual,First,13.5,5,1.9,Honda,Civic 2006-2010 1.8 MT Sport,1,2,2,0.07226236794204426,233.87,4.82315112540193
Kochi,Petrol,Manual,First,18.6,5,6.59,Hyundai,i20 Magna 1.2,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Coimbatore,Diesel,Automatic,First,15.73,5,31.93,Audi,Q3 35 TDI Quattro Premium Plus,0,3,3,0.0885823170281594,343.08144,5.299865229110512
Jaipur,Diesel,Manual,First,25.1,5,7.25,Honda,City i DTEC VX,1,2,1,0.06582109474911808,147.7028,10.048038430744596
Pune,Petrol,Manual,First,19.81,5,1.9,Hyundai,i10 Era 1.1 iTech SE,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Kolkata,Diesel,Manual,First,25.2,5,3.55,Maruti,Swift VDI BSIV,0,1,0,0.059294871747359874,92.352,11.209964412811386
Hyderabad,Diesel,Automatic,First,11.4,7,9.25,Ford,Endeavour 3.0L 4X4 AT,1,5,2,0.052102946138807,454.34858,2.8838856564634456
Kochi,Petrol,Manual,First,13.8,5,1.65,Ford,Ikon 1.3 Flair,1,1,0,0.05388760580917043,90.93,6.002609830361027
Coimbatore,Diesel,Automatic,First,20.68,5,36.64,BMW,X1 sDrive 20d xLine,0,3,3,0.09523809519035684,379.05,6.904841402337229
Mumbai,Diesel,Automatic,Second,14.21,5,16.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Classic,1,3,3,0.09472701815458376,435.029,4.521158129175947
Kochi,CNG,Manual,First,15.1,5,5.38,Maruti,Eeco 5 STR With AC Plus HTR CNG,0,1,0,0.06103678924662475,87.308,6.876138433515483
Ahmedabad,Diesel,Manual,First,25.8,5,4.35,Honda,Amaze S i-Dtech,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Hyderabad,Petrol,Manual,Second,17.3,5,1.2,Maruti,Zen LXi - BS III,1,0,0,0.06042296066422662,59.58,8.680381334671349
Jaipur,Petrol,Manual,Second,18.5,5,4.1,Hyundai,i20 Magna,1,1,0,0.06683375098844298,95.76,8.420573509330906
Chennai,Diesel,Automatic,First,11.0,5,18.75,BMW,X5 3.0d,2,5,4,0.07851653856381005,703.355,2.7548209366391183
Coimbatore,Diesel,Manual,First,19.67,5,13.78,Hyundai,Creta 1.6 CRDi SX Option,1,2,1,0.07977243989900604,199.64839999999998,7.618125484120838
Kolkata,Diesel,Manual,First,26.59,5,4.0,Maruti,Swift Dzire LDI,1,1,0,0.059294871747359874,92.352,11.828291814946619
Jaipur,Diesel,Manual,First,22.9,5,4.33,Maruti,Swift VDI,1,1,0,0.059294871747359874,92.352,10.186832740213521
Kochi,Diesel,Manual,First,24.0,5,5.43,Hyundai,Grand i10 1.2 CRDi Asta,1,1,0,0.06236930854774931,87.72842,10.978956999085089
Mumbai,Petrol,Manual,First,18.16,5,4.9,Ford,Figo Aspire 1.2 Ti-VCT Trend,0,1,1,0.07257525077543875,103.81280000000001,8.269581056466302
Chennai,Diesel,Automatic,First,15.97,5,70.0,BMW,X5 X5 M,0,5,4,0.08620113595516167,772.194,3.9994991234660655
Kolkata,Diesel,Automatic,First,11.78,5,25.5,Mercedes-Benz,New C-Class C 220 CDI Celebration Edition,0,3,2,0.0782174521333563,359.20966000000004,3.7480114540248173
Ahmedabad,Petrol,Automatic,First,18.9,5,5.1,Hyundai,Grand i10 AT Asta,0,1,1,0.06850459476315406,98.154,8.602639963586709
Hyderabad,Diesel,Manual,First,22.32,5,6.7,Hyundai,Verna 1.6 SX CRDi (O),0,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Hyderabad,Diesel,Automatic,First,16.73,5,26.5,BMW,5 Series 525d Sedan,1,5,3,0.07283661875281103,652.474,4.189832206361132
Ahmedabad,Diesel,Manual,First,23.08,5,3.9,Nissan,Micra Diesel XV Premium,1,2,0,0.04318959613744723,92.18910000000001,9.378301503453878
Pune,Petrol,Manual,Second,15.5,5,2.7,Maruti,SX4 ZXI MT BSIV,1,2,1,0.06513240853396443,163.8338,5.993812838360402
Hyderabad,Diesel,Manual,First,21.12,5,2.95,Tata,Manza Aura Quadrajet BS IV,1,1,1,0.07115384609683184,110.82239999999999,9.395017793594306
Ahmedabad,Diesel,Automatic,First,16.55,5,23.0,Audi,A4 2.0 TDI Multitronic,0,3,2,0.07113821134596635,275.52,5.576145552560647
Pune,Diesel,Manual,Second,17.8,5,2.49,Maruti,Swift Ldi BSIV,2,1,0,0.060096153797999874,93.6,7.918149466192171
Jaipur,Diesel,Manual,First,25.2,5,4.5,Maruti,Swift LDI Optional,2,1,0,0.059294871747359874,92.352,11.209964412811386
Delhi,Diesel,Manual,First,21.43,5,4.5,Toyota,Corolla Altis Diesel D4DJ,1,1,1,0.06392961872145922,118.9408,9.065143824027073
Hyderabad,Diesel,Manual,First,27.3,5,6.9,Honda,Jazz 1.5 VX i DTEC,1,2,1,0.06582109474911808,147.7028,10.928742994395515
Kochi,Petrol,Automatic,First,7.94,4,20.72,BMW,6 Series 650i Coupe,1,9,8,0.10238907847499679,1977.75,1.4717330861909177
Jaipur,Petrol,Manual,First,16.25,5,2.21,Skoda,Fabia 1.2 Petrol Active,1,1,0,0.061686143521130096,88.53220000000002,7.393084622383986
Mumbai,Diesel,Automatic,Second,12.35,5,13.9,Land,Rover Freelander 2 HSE,1,3,3,0.08615878839552145,409.08546,3.884869455803712
Pune,Petrol,Manual,First,15.3,5,1.46,Ford,Fiesta 1.6 ZXi Duratec,1,2,1,0.06328320798039899,161.196,5.8936825885978426
Pune,Diesel,Automatic,First,19.08,5,6.0,Hyundai,Verna SX CRDi AT,1,2,1,0.07984829324914772,199.83823999999998,7.389620449264136
Jaipur,Petrol,Manual,First,21.7,5,3.0,Renault,KWID 1.0 RXT Optional,0,0,0,0.06706706699993287,66.933,10.855427713856926
Delhi,Diesel,Manual,First,22.3,5,3.5,Tata,Indica Vista Quadrajet 90 ZX Plus,0,1,1,0.07115384609683184,110.82239999999999,9.919928825622776
Kochi,Diesel,Manual,First,21.19,5,7.59,Hyundai,i20 Active 1.4 SX,0,1,1,0.06356017187424057,123.86708,8.84390651085142
Mumbai,Petrol,Manual,Second,15.0,5,1.99,Maruti,SX4 Zxi BSIII,1,2,1,0.06600252202648012,166.02248,5.800464037122969
Hyderabad,Petrol,Manual,First,25.17,5,3.8,Renault,KWID RXT,0,0,0,0.06670838539836246,42.5867,13.991106170094499
Bangalore,Diesel,Manual,First,11.68,7,4.0,Mahindra,Xylo E4 ABS BS III,3,4,1,0.044835868677007264,279.776,3.339050886220697
Bangalore,Petrol,Manual,Second,21.1,5,2.95,Hyundai,EON D Lite Plus,0,0,0,0.06781326772995913,44.9328,11.631753031973538
Delhi,Diesel,Manual,First,25.8,5,3.75,Honda,Amaze VX i-DTEC,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Kolkata,Diesel,Manual,First,22.07,5,2.5,Volkswagen,Polo Diesel Highline 1.2L,1,1,0,0.061634695528244625,88.60610000000001,10.03638017280582
Pune,Petrol,Manual,First,17.0,5,3.75,Honda,City 1.5 V MT,2,2,1,0.07882431524460633,176.646,6.8081698037645175
Pune,Diesel,Automatic,First,12.55,7,22.0,Toyota,Fortuner 4x2 AT,0,5,2,0.05650570085294913,502.467,3.1516825715720747
