Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Power,Seats,Price,Brand,Model,car_age,km/age
Chennai,2015,25000,Petrol,Automatic,First,24.07,998,67.1,5,3.5,Maruti,Alto K10 VXI AGS,11,2272.7272727272725
Pune,2014,71899,Diesel,Manual,First,20.77,1248,88.76,7,7.25,Maruti,Ertiga VDI,12,5991.583333333333
Mumbai,2016,7100,Petrol,Automatic,First,23.1,998,67.04,5,4.35,Maruti,Celerio VXI AT,10,710.0
Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999,67.0,5,4.99,Renault,KWID Climber 1.0 AMT,8,4771.375
Bangalore,2013,70359,Diesel,Manual,First,12.05,2179,120.0,8,7.65,Mahindra,Scorpio SLE BSIV,13,5412.2307692307695
Chennai,2011,200000,Diesel,Manual,First,12.8,2494,102.0,7,9.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,15,13333.333333333334
Chennai,2017,26969,Diesel,Manual,First,22.07,1199,73.9,5,6.9,Volkswagen,Polo Diesel Highline 1.2L,9,2996.5555555555557
Chennai,2011,56500,Diesel,Manual,First,20.0,1399,68.0,5,2.9,Ford,Figo Diesel ZXI,15,3766.6666666666665
Kolkata,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5,5.75,Nissan,Terrano XL Plus 85 PS,12,3333.3333333333335
Kolkata,2014,41000,Diesel,Manual,First,17.0,2200,139.01,7,8.0,Force,One LX 4x4,12,3416.6666666666665
Kochi,2017,53105,Petrol,Automatic,First,22.5,999,67.0,5,4.41,Renault,KWID 1.0 RXT Optional AMT,9,5900.555555555556
Mumbai,2013,23000,Diesel,Manual,First,21.14,1498,103.52,5,4.95,Skoda,Rapid 1.5 TDI Elegance,13,1769.2307692307693
Hyderabad,2016,80999,Diesel,Automatic,First,16.0,2179,140.0,7,14.4,Mahindra,XUV500 AT W10 FWD,10,8099.9
Chennai,2012,82000,Diesel,Manual,First,20.0,1399,68.05,5,2.95,Ford,Figo Diesel Titanium,14,5857.142857142857
Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7,8.14,Mahindra,Bolero ZLX,9,7617.444444444444
Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498,108.5,5,8.45,Volkswagen,Vento 1.5 TDI Highline,10,3400.0
Pune,2015,77000,Diesel,Manual,First,12.99,2494,100.0,8,12.5,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,11,7000.0
Mumbai,2012,48000,Diesel,Manual,First,15.1,2179,140.0,7,6.5,Mahindra,XUV500 W8 2WD,14,3428.5714285714284
Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499,110.0,5,7.72,Ford,Ecosport 1.5 Ti VCT MT Titanium,11,2566.5454545454545
Chennai,2011,110000,Diesel,Automatic,First,16.96,1968,138.1,5,8.0,Volkswagen,Jetta 2012-2014 2.0L TDI Highline AT,15,7333.333333333333
Chennai,2009,120000,Diesel,Manual,Second,13.93,2179,138.0,7,3.0,Tata,New Safari DICOR 2.2 VX 4x4,17,7058.823529411765
Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993,245.0,4,29.0,BMW,3 Series 330d Convertible,13,3769.230769230769
Kolkata,2014,22000,Petrol,Manual,First,16.47,1198,74.0,5,4.11,Volkswagen,Polo 1.2 MPI Highline,12,1833.3333333333333
Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197,82.9,5,5.37,Hyundai,i20 Magna Optional 1.2,11,1356.8181818181818
Mumbai,2013,75000,Diesel,Manual,First,20.77,1248,88.8,7,6.55,Maruti,Ertiga ZDI,13,5769.2307692307695
Chennai,2015,23000,Petrol,Manual,First,17.4,1497,117.3,5,7.0,Honda,City i VTEC V,11,2090.909090909091
Mumbai,2014,57000,Petrol,Manual,First,17.0,1497,118.0,5,5.48,Honda,City 1.5 S MT,12,4750.0
Kochi,2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5,6.51,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,13,5901.384615384615
Pune,2016,138000,Diesel,Manual,First,25.8,1498,98.6,5,5.15,Honda,Amaze VX i-DTEC,10,13800.0
Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179,140.0,7,9.0,Mahindra,XUV500 W8 2WD,13,10769.23076923077
Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5,2.75,Toyota,Corolla Altis VL,18,6111.111111111111
Pune,2005,126000,Petrol,Manual,Second,17.0,1086,113.27689373297004,5,1.2,Hyundai,Santro Xing XL eRLX Euro III,21,6000.0
Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995,190.0,5,12.5,BMW,3 Series 320d,14,5214.285714285715
Kochi,2017,63423,Diesel,Manual,First,23.0,1498,98.96,5,7.69,Ford,EcoSport 1.5 Diesel Trend,9,7047.0
Kochi,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5,4.57,Hyundai,i20 Asta Optional with Sunroof 1.2,13,4779.384615384615
Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497,118.0,5,4.5,Honda,City 1.5 S AT,13,3923.076923076923
Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5,4.9,Maruti,Ritz VDI (ABS) BS IV,11,6818.181818181818
Kolkata,2008,55410,Petrol,Manual,First,19.81,1086,68.05,5,1.65,Hyundai,i10 Era 1.1,18,3078.3333333333335
Mumbai,2015,41000,Petrol,Manual,First,18.2,1199,82.4,5,3.25,Chevrolet,Sail 1.2 LS,11,3727.2727272727275
Chennai,2012,45000,Diesel,Manual,First,22.32,1582,126.32,5,6.25,Hyundai,Verna 1.6 SX CRDi (O),14,3214.285714285714
Kochi,2018,53322,Petrol,Manual,First,15.8,1591,121.3,5,12.13,Hyundai,Creta 1.6 SX Option,8,6665.25
Jaipur,2013,48000,Petrol,Manual,First,18.2,1199,82.4,5,3.25,Chevrolet,Sail 1.2 LS,13,3692.3076923076924
Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5,29.0,Audi,Q5 2.0 TDI,13,5538.461538461538
Kochi,2013,50266,Petrol,Manual,First,17.0,1497,118.0,5,5.53,Honda,City 1.5 V MT Exclusive,13,3866.6153846153848
Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497,121.36,5,8.75,Ford,EcoSport 1.5 Petrol Titanium,9,2422.222222222222
Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7,37.9,Audi,Q7 3.0 TDI Quattro Premium Plus,12,3750.0
Delhi,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.4,Hyundai,i10 Magna 1.2,16,3875.0
Chennai,2014,41681,Petrol,Manual,First,17.0,1197,80.0,5,4.55,Hyundai,i20 1.2 Asta,12,3473.4166666666665
Delhi,2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5,2.65,Maruti,Swift Dzire 1.2 Vxi BSIV,15,4620.866666666667
Pune,2017,49000,Diesel,Manual,Second,25.0,1396,69.0,5,1.6,Tata,Indica V2 eLX,9,5444.444444444444
Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993,235.0,5,25.72,BMW,5 Series 2010-2013 530d,14,2890.785714285714
Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248,74.0,5,4.15,Maruti,Swift VDI,13,4615.384615384615
Jaipur,2018,1001,Petrol,Manual,First,19.0,1194,94.68,5,7.23,Ford,Freestyle Titanium Plus Petrol,8,125.125
Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5,2.6,Hyundai,Verna XXi ABS (Petrol),18,2111.1111111111113
Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995,181.0,5,7.25,BMW,3 Series 320d Highline,18,3666.6666666666665
Kochi,2017,33901,Diesel,Manual,First,12.8,2494,102.0,8,14.29,Toyota,Innova 2.5 G4 Diesel 8-seater,9,3766.777777777778
Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143,204.0,5,17.25,Mercedes-Benz,New C-Class C 250 CDI Elegance,15,3800.0
Pune,2013,170000,Diesel,Manual,First,22.54,1582,126.2,5,7.5,Hyundai,Elantra 1.6 SX,13,13076.923076923076
Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,4.35,Maruti,Ritz ZDi,12,5000.0
Pune,2016,85000,Diesel,Manual,First,24.3,1248,88.5,5,8.9,Maruti,Vitara Brezza ZDi Plus Dual Tone,10,8500.0
Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197,82.0,5,3.5,Hyundai,Xcent 1.2 Kappa S,10,14600.0
Kolkata,2014,56002,Diesel,Manual,First,26.0,1498,98.6,5,6.1,Honda,City i DTEC V,12,4666.833333333333
Mumbai,2016,8554,Petrol,Manual,First,25.17,799,53.3,5,3.2,Renault,KWID RXT,10,855.4
Jaipur,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5,4.9,Toyota,Etios Cross 1.4L VD,12,5193.5
Kochi,2015,37929,Petrol,Manual,First,24.07,998,67.1,5,3.69,Maruti,Alto K10 VXI,11,3448.090909090909
Chennai,2016,5400,Petrol,Manual,First,23.84,1199,84.0,5,3.98,Tata,Tiago 1.2 Revotron XM Option,10,540.0
Kolkata,2013,60000,Diesel,Manual,First,21.9,1396,90.0,5,2.95,Hyundai,i20 1.4 CRDi Magna,13,4615.384615384615
Kochi,2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5,15.21,Audi,A4 2.0 TDI,12,4644.166666666667
Hyderabad,2015,62000,Diesel,Manual,First,28.4,1248,74.0,5,6.3,Maruti,Swift VDI,11,5636.363636363636
Kochi,2017,14576,Petrol,Manual,First,17.0,1198,73.75,5,6.69,Volkswagen,Ameo 1.2 MPI Highline,9,1619.5555555555557
Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497,117.3,7,9.5,Honda,BRV i-VTEC V CVT,9,1888.888888888889
Mumbai,2009,28000,Petrol,Manual,First,17.0,1197,80.0,5,2.65,Hyundai,i20 Asta,17,1647.0588235294117
Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199,194.3,7,7.5,Hyundai,Santa Fe 4X4,14,4157.142857142857
Kochi,2018,12278,Petrol,Automatic,First,23.1,998,67.04,5,5.63,Maruti,Celerio ZXI Optional AMT,8,1534.75
Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591,121.3,5,11.78,Hyundai,Creta 1.6 SX,8,2208.125
Hyderabad,2004,200000,Diesel,Manual,Second,17.88,1396,52.8,5,0.85,Tata,Indica V2 DL BSIII,22,9090.90909090909
Mumbai,2011,55893,Petrol,Manual,First,15.04,1598,103.6,5,3.35,Volkswagen,Vento Petrol Highline,15,3726.2
Kochi,2015,60586,Petrol,Manual,First,23.1,998,67.04,5,4.11,Maruti,Celerio VXI,11,5507.818181818182
Ahmedabad,2015,13500,Diesel,Automatic,First,17.9,2143,136.0,5,25.51,Mercedes-Benz,CLA 200 D Sport Edition,11,1227.2727272727273
Jaipur,2017,30000,Petrol,Manual,First,22.74,796,47.3,5,3.1,Maruti,Alto 800 LXI,9,3333.3333333333335
Delhi,2018,12000,Diesel,Automatic,First,10.91,3198,197.0,7,33.5,Ford,Endeavour 3.2 Titanium AT 4X4,8,1500.0
Kolkata,2017,65000,Petrol,Manual,First,17.57,1193,88.7,5,4.8,Tata,Zest Revotron 1.2T XE,9,7222.222222222223
Kolkata,2014,38000,Petrol,Manual,First,16.09,1598,103.5,5,3.49,Volkswagen,Vento 1.6 Comfortline,12,3166.6666666666665
Mumbai,2012,25000,Petrol,Manual,Second,17.5,1373,91.1,7,5.15,Maruti,Ertiga ZXI,14,1785.7142857142858
Mumbai,2011,100000,Diesel,Automatic,First,14.0,2987,224.0,5,14.41,Mercedes-Benz,M-Class ML 350 CDI Corporate,15,6666.666666666667
Mumbai,2014,13710,Petrol,Manual,First,16.2,1199,74.0,5,4.75,Volkswagen,Polo 1.2 MPI Highline,12,1142.5
Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7,19.0,Toyota,Fortuner 4x2 AT,11,9090.90909090909
Hyderabad,2017,17000,Petrol,Manual,First,23.1,998,67.04,5,4.9,Maruti,Celerio VXI,9,1888.888888888889
Chennai,2008,89000,Diesel,Automatic,Second,16.07,1995,181.0,4,6.3,BMW,3 Series 320d Corporate Edition,18,4944.444444444444
Jaipur,2006,100173,Petrol,Manual,Second,16.9,1497,100.0,5,2.4,Honda,City ZX VTEC,20,5008.65
Pune,2009,97000,Petrol,Manual,First,13.17,1999,114.0,5,3.0,Mitsubishi,Cedia Sports,17,5705.882352941177
Delhi,2016,40190,Petrol,Manual,First,18.06,1198,74.93,5,4.25,Renault,Pulse Petrol RxL,10,4019.0
Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498,88.0,5,6.3,Volkswagen,Polo 1.5 TDI Highline,10,2964.7
Kochi,2018,43639,Petrol,Manual,First,21.1,998,100.0,5,8.15,Maruti,Baleno RS Petrol,8,5454.875
Kochi,2012,37333,Petrol,Manual,First,20.36,1197,78.9,5,3.22,Hyundai,i10 Magna,14,2666.6428571428573
Kochi,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5,7.65,Hyundai,i20 1.2 Spotz,8,6050.875
Delhi,2011,25000,Petrol,Automatic,First,10.37,2979,306.0,2,30.0,BMW,Z4 2009-2013 35i,15,1666.6666666666667
Pune,2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5,2.3,Hyundai,i10 Sportz 1.2,16,4525.0
Delhi,2012,18000,Petrol,Automatic,First,13.6,1598,181.0,4,22.0,Mini,Cooper S Carbon Edition,14,1285.7142857142858
Pune,2012,65167,Petrol,Manual,First,19.4,1198,86.8,5,3.28,Honda,Brio V MT,14,4654.785714285715
Kochi,2016,25418,Petrol,Manual,First,20.73,1373,91.2,5,7.09,Maruti,Ciaz ZXi Option,10,2541.8
Coimbatore,2013,38995,Diesel,Manual,First,19.3,1248,73.9,5,6.46,Maruti,Swift Dzire ZDi,13,2999.6153846153848
Chennai,2012,60000,Diesel,Manual,First,22.07,1199,73.9,5,4.0,Volkswagen,Polo Diesel Comfortline 1.2L,14,4285.714285714285
Delhi,2011,72000,Diesel,Automatic,First,17.05,1995,184.0,5,11.0,BMW,X1 sDrive20d,15,4800.0
Coimbatore,2016,31075,Diesel,Automatic,Second,12.07,2967,241.4,7,49.79,Audi,Q7 3.0 TDI Quattro Premium Plus,10,3107.5
Kolkata,2015,4311,Diesel,Manual,First,25.83,1498,99.0,5,4.8,Ford,Figo 1.5D Trend MT,11,391.90909090909093
Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995,190.0,5,35.0,BMW,3 Series Luxury Line,9,2333.3333333333335
Bangalore,2011,54000,Diesel,Automatic,First,14.0,2987,224.0,5,21.99,Mercedes-Benz,M-Class ML 350 CDI Corporate,15,3600.0
Mumbai,2007,50000,Petrol,Manual,Second,17.3,1061,64.0,5,1.1,Maruti,Wagon R LX BSIII,19,2631.5789473684213
Delhi,2018,13000,Petrol,Manual,First,21.4,1197,83.1,5,6.6,Maruti,Baleno Zeta 1.2,8,1625.0
Pune,2013,74000,Petrol,Manual,First,22.0,1197,81.8,5,4.5,Maruti,Dzire VXI,13,5692.307692307692
Pune,2009,75000,Petrol,Manual,Second,14.7,1150,76.0,5,1.0,Chevrolet,Aveo U-VA 1.2 LT,17,4411.764705882353
Chennai,2017,25000,Diesel,Manual,First,20.14,1498,88.0,5,6.9,Volkswagen,Polo 1.5 TDI Highline,9,2777.777777777778
Hyderabad,2012,139000,Diesel,Automatic,First,0.0,2179,115.0,5,16.75,Land,Rover Freelander 2 TD4 SE,14,9928.57142857143
Mumbai,2015,52000,Diesel,Automatic,First,14.16,1968,174.3,5,25.49,Audi,Q5 30 TDI quattro Premium,11,4727.272727272727
Chennai,2015,20000,Diesel,Automatic,First,18.53,1968,187.74,5,35.5,Audi,A6 35 TDI Matrix,11,1818.1818181818182
Kochi,2018,32663,Diesel,Manual,First,24.0,1186,73.97,5,6.28,Hyundai,Grand i10 1.2 CRDi Sportz,8,4082.875
Delhi,2012,76777,Diesel,Manual,Second,12.05,2179,120.0,8,4.88,Mahindra,Scorpio SLE BSIV,14,5484.071428571428
Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248,74.0,5,3.7,Tata,Bolt Quadrajet XE,10,10030.3
Kochi,2015,43993,Petrol,Manual,First,21.1,814,55.2,5,3.45,Hyundai,EON Era Plus,11,3999.3636363636365
Kochi,2016,72118,Diesel,Manual,First,15.4,2179,120.0,8,10.23,Mahindra,Scorpio S8 8 Seater,10,7211.8
Bangalore,2010,83000,Petrol,Automatic,Second,11.1,2354,142.0,5,6.5,Honda,Accord 2001-2003 2.0 AT,16,5187.5
Mumbai,2016,7523,Petrol,Manual,First,16.2,1199,74.0,5,6.15,Volkswagen,Polo 1.2 MPI Highline,10,752.3
Mumbai,2014,34670,Petrol,Manual,First,15.1,1196,73.0,7,2.9,Maruti,Eeco 7 Seater Standard,12,2889.1666666666665
Ahmedabad,2016,30000,Diesel,Manual,First,24.0,1120,70.0,5,5.5,Hyundai,Grand i10 CRDi Sportz,10,3000.0
Chennai,2017,17000,Diesel,Automatic,First,10.91,3198,197.0,7,31.0,Ford,Endeavour 3.2 Titanium AT 4X4,9,1888.888888888889
Delhi,2015,59261,Diesel,Manual,First,24.0,1186,73.97,5,4.25,Hyundai,Grand i10 1.2 CRDi Sportz,11,5387.363636363636
Kochi,2016,65210,Diesel,Manual,First,22.9,1248,74.0,5,5.48,Maruti,Swift VDI,10,6521.0
Bangalore,2016,19000,Petrol,Manual,First,18.6,1197,81.83,5,7.25,Hyundai,i20 1.2 Asta Option,10,1900.0
Hyderabad,2012,50000,Petrol,Manual,First,17.5,1298,85.8,5,3.0,Maruti,Swift Dzire VXi,14,3571.4285714285716
Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995,190.0,5,29.5,BMW,3 Series 320d Luxury Line,11,4272.727272727273
Mumbai,2007,75000,Petrol,Manual,Second,17.7,1497,78.0,5,1.49,Honda,City ZX GXi,19,3947.3684210526317
Pune,2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5,3.65,Hyundai,i10 Sportz 1.2 AT,13,4194.923076923077
Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498,98.96,5,10.9,Ford,Ecosport Signature Edition Diesel,8,1625.0
Bangalore,2015,48808,Petrol,Manual,First,23.1,998,67.04,5,4.3,Maruti,Celerio ZXI MT,11,4437.090909090909
Pune,2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7,6.11,Maruti,Ertiga VDI,14,4500.071428571428
Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494,102.0,8,15.5,Toyota,Innova 2.5 V Diesel 8-seater,11,5888.272727272727
Mumbai,2016,34634,Petrol,Manual,First,17.8,1497,117.3,5,6.9,Honda,City i VTEC SV,10,3463.4
Bangalore,2012,69242,Petrol,Manual,First,19.1,1197,85.8,5,4.69,Maruti,Swift Dzire VXI,14,4945.857142857143
Kochi,2011,33292,Petrol,Manual,First,18.5,1197,85.8,5,3.19,Maruti,Ritz LXi,15,2219.4666666666667
Pune,2012,55000,Petrol,Automatic,Second,15.0,1396,98.6,5,3.75,Hyundai,i20 Sportz AT 1.4,14,3928.5714285714284
Pune,2019,1000,Petrol,Manual,First,17.19,1197,81.86,5,8.6,Hyundai,i20 Active SX Dual Tone Petrol,7,142.85714285714286
Chennai,2011,80000,Petrol,Manual,Second,17.0,1497,118.0,5,3.85,Honda,City 1.5 E MT,15,5333.333333333333
Coimbatore,2016,65003,Diesel,Automatic,First,13.6,4134,382.0,5,67.83,Porsche,Cayenne S Diesel,10,6500.3
Coimbatore,2019,16573,Petrol,Manual,First,17.8,1198,86.7,5,9.31,Honda,Amaze VX i-VTEC,7,2367.5714285714284
Pune,2008,152633,Petrol,Automatic,First,12.9,1799,130.0,5,3.0,Honda,Civic 2006-2010 1.8 S AT,18,8479.611111111111
Bangalore,2015,53000,Petrol,Manual,First,18.6,1197,81.83,5,5.5,Hyundai,i20 Magna 1.2,11,4818.181818181818
Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582,126.2,5,13.3,Hyundai,Creta 1.6 CRDi SX,9,5569.888888888889
Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5,23.0,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus,13,4901.2307692307695
Mumbai,2018,11000,Petrol,Manual,First,24.7,796,47.3,5,3.35,Maruti,Alto 800 2016-2019 LXI,8,1375.0
Chennai,2012,115000,Diesel,Automatic,Third,15.06,1995,177.0,5,10.0,BMW,X1 sDrive 20d Exclusive,14,8214.285714285714
Delhi,2013,63265,Petrol,Manual,First,20.36,1197,78.9,5,2.95,Hyundai,i10 Magna,13,4866.538461538462
Pune,2016,20000,Diesel,Manual,First,21.66,1498,108.62,5,6.75,Volkswagen,Ameo 1.5 TDI Highline,10,2000.0
Pune,2010,79000,Petrol,Manual,Third,16.47,1198,73.9,5,2.44,Volkswagen,Polo Petrol Highline 1.2L,16,4937.5
Mumbai,2015,41000,Petrol,Manual,First,20.73,1373,91.1,5,5.85,Maruti,Ciaz VXi Plus,11,3727.2727272727275
Kochi,2015,26323,Petrol,Automatic,First,17.21,1197,103.5,5,7.4,Volkswagen,Polo GT TSI,11,2393.0
Pune,2016,76000,Diesel,Manual,First,24.4,1120,71.0,5,3.8,Hyundai,Xcent 1.1 CRDi Base,10,7600.0
Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799,130.0,5,3.8,Honda,Civic 2006-2010 1.8 S MT,18,3887.3333333333335
Kolkata,2008,69000,Petrol,Manual,First,17.7,1497,78.0,5,2.7,Honda,City ZX GXi,18,3833.3333333333335
Jaipur,2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,7.21,Mahindra,Bolero ZLX,10,6500.0
Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497,117.3,5,7.9,Honda,City i VTEC V,10,2951.2
Kolkata,2017,51000,Diesel,Manual,First,25.4,1186,73.97,5,4.2,Hyundai,Xcent 1.2 CRDi S,9,5666.666666666667
Mumbai,2014,58003,Diesel,Manual,First,19.01,1461,108.45,5,5.75,Renault,Duster 110PS Diesel RxL,12,4833.583333333333
Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998,66.1,5,3.45,Maruti,A-Star AT VXI,13,4346.153846153846
Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968,174.33,5,25.75,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,2421.9166666666665
Coimbatore,2018,46811,Diesel,Manual,First,16.0,2179,140.0,7,16.59,Mahindra,XUV500 W8 2WD,8,5851.375
Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198,74.96,5,4.69,Renault,Pulse Petrol RxZ,12,2658.0833333333335
Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995,170.0,5,7.5,BMW,3 Series 320d,17,3064.705882352941
Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393,147.8,7,16.5,Toyota,Innova Crysta 2.4 GX MT,10,7300.0
Kolkata,2009,31423,Petrol,Manual,First,17.0,1497,118.0,5,1.99,Honda,City 1.5 S MT,17,1848.4117647058824
Chennai,2014,75180,Diesel,Manual,First,22.9,1248,74.0,5,5.25,Maruti,Swift VDI,12,6265.0
Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461,108.45,5,5.4,Renault,Duster 110PS Diesel RxZ Plus,13,5769.2307692307695
Mumbai,2014,15000,Petrol,Manual,First,16.47,1198,74.0,5,3.9,Volkswagen,Polo 1.2 MPI Comfortline,12,1250.0
Mumbai,2015,12000,Petrol,Manual,First,17.19,1197,81.86,5,5.8,Hyundai,i20 Active 1.2 S,11,1090.909090909091
Pune,2014,32000,Diesel,Automatic,First,18.12,1995,190.0,5,30.5,BMW,5 Series 2013-2017 520d Luxury Line,12,2666.6666666666665
Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248,74.0,5,5.6,Maruti,Swift Dzire LDI,9,4944.888888888889
Ahmedabad,2012,66000,Diesel,Automatic,First,0.0,2987,165.0,5,23.0,Mercedes-Benz,M-Class ML 350 4Matic,14,4714.285714285715
Jaipur,2015,39437,Diesel,Manual,First,28.4,1248,74.0,5,5.15,Maruti,Swift LDI,11,3585.181818181818
Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582,126.2,5,9.48,Hyundai,Verna 1.6 CRDI AT SX Option,9,4103.444444444444
Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624,37.48,4,2.38,Tata,Nano XTA,10,1780.0
Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298,85.8,5,3.8,Maruti,Swift Dzire LXi,17,4196.823529411765
Delhi,2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5,5.5,Hyundai,i20 Asta Option 1.2,11,4090.909090909091
Hyderabad,2010,85155,Petrol,Manual,First,17.0,1197,80.0,5,3.55,Hyundai,i20 1.2 Sportz,16,5322.1875
Mumbai,2015,48823,Petrol,Manual,First,20.73,1373,91.1,5,6.35,Maruti,Ciaz ZXi,11,4438.454545454545
Delhi,2015,37000,Diesel,Automatic,First,12.7,2179,187.7,5,36.0,Land,Rover Range Rover 2.2L Prestige,11,3363.6363636363635
Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405,70.0,5,1.1,Tata,Indigo LX BSII,21,4380.952380952381
Mumbai,2014,36000,Petrol,Manual,First,17.57,1193,88.7,5,3.7,Tata,Zest Revotron 1.2T XM,12,3000.0
Delhi,2016,24569,Diesel,Manual,First,16.0,1997,140.0,7,13.5,Mahindra,XUV500 W10 1.99 mHawk,10,2456.9
Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2354,177.6,5,2.85,Honda,Accord 2.4 AT,18,5277.777777777777
Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624,37.5,4,2.13,Tata,Nano Twist XT,11,2346.4545454545455
Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582,126.2,5,7.75,Hyundai,Elantra CRDi S,11,5909.090909090909
Chennai,2017,100400,Diesel,Manual,First,25.0,1396,69.0,5,2.85,Tata,Indica V2 eLS,9,11155.555555555555
Jaipur,2014,76414,Diesel,Manual,First,25.8,1498,98.6,5,4.95,Honda,Amaze S i-Dtech,12,6367.833333333333
Kochi,2012,82103,Diesel,Manual,First,15.1,2179,140.0,7,6.2,Mahindra,XUV500 W8 2WD,14,5864.5
Pune,2013,98000,Diesel,Automatic,First,18.56,1995,190.0,5,17.5,BMW,X3 xDrive 20d Expedition,13,7538.461538461538
Pune,2010,45252,Petrol,Manual,First,18.9,1197,81.86,5,2.25,Hyundai,Grand i10 1.2 Kappa Magna,16,2828.25
Delhi,2017,10300,Petrol,Manual,First,21.4,1197,83.1,5,6.75,Maruti,Baleno Zeta 1.2,9,1144.4444444444443
Kochi,2016,42024,Diesel,Automatic,First,19.08,1582,126.2,5,9.73,Hyundai,Verna 1.6 CRDi AT SX,10,4202.4
Kochi,2018,51236,Diesel,Manual,First,25.47,1248,88.5,7,8.49,Maruti,Ertiga VDI,8,6404.5
Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598,181.0,4,25.0,Mini,Cooper S Carbon Edition,13,4000.0
Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248,73.94,5,5.59,Maruti,Ritz ZDi,11,3899.4545454545455
Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896,106.0,5,4.8,Skoda,Laura L n K 1.9 PD AT,15,4533.333333333333
Delhi,2014,69000,Diesel,Manual,First,22.7,1498,89.84,5,5.45,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,5750.0
Pune,2017,10000,Petrol,Manual,First,18.6,1197,81.83,5,6.5,Hyundai,i20 2015-2017 Sportz 1.2,9,1111.111111111111
