Location,Fuel_Type,Transmission,Owner_Type,Consumation,Price,Brand,Model,car_age,Power_bins
Kochi,Petrol,Automatic,First,13.7,8.22,Honda,CR-V 2.0L 2WD AT,15,2
Coimbatore,Diesel,Manual,First,14.24,28.85,Toyota,Fortuner 2.8 2WD MT,9,3
Mumbai,Petrol,Automatic,First,15.6,8.5,Honda,City V AT,11,1
Bangalore,Petrol,Automatic,Second,12.0,90.0,Mercedes-Benz,SLK-Class 55 AMG,12,8
Mumbai,Petrol,Manual,First,17.4,6.51,Honda,City i-VTEC S,11,1
Mumbai,Diesel,Manual,First,22.9,4.65,Maruti,Swift VDI,13,0
Kochi,Petrol,Automatic,First,14.53,8.4,Toyota,Corolla Altis 2008-2013 1.8 VL AT,13,2
Bangalore,Diesel,Manual,First,23.59,5.75,Toyota,Etios Cross 1.4L VD,12,0
Jaipur,Petrol,Manual,First,18.9,1.11,Maruti,Wagon R LX,20,0
Mumbai,Petrol,Automatic,First,12.0,17.25,Mercedes-Benz,E-Class 2015-2017 E 200 CGI,12,3
Delhi,Diesel,Automatic,First,16.36,32.0,Jaguar,XF Aero Sport Edition,14,3
Kochi,Petrol,Manual,First,17.0,3.45,Hyundai,i20 Sportz Petrol,15,0
Pune,Diesel,Automatic,Second,12.39,23.0,Land,Rover Freelander 2 SE,12,2
Kochi,Petrol,Manual,First,18.6,7.32,Hyundai,Elite i20 Petrol Sportz,8,1
Jaipur,Petrol,Manual,First,18.0,4.4,Honda,Amaze S i-Vtech,12,1
Coimbatore,Petrol,Manual,First,22.74,4.12,Maruti,Alto 800 VXI,10,0
Chennai,Diesel,Automatic,First,11.36,19.5,Toyota,Innova Crysta 2.8 ZX AT,10,2
Hyderabad,Petrol,Automatic,First,18.9,6.2,Hyundai,Grand i10 AT Asta,10,1
Bangalore,Diesel,Automatic,First,16.55,45.0,BMW,X3 xDrive30d M Sport,10,4
Hyderabad,Petrol,Manual,Second,15.0,0.85,Maruti,1000 AC,28,1
Chennai,Petrol,Manual,Second,18.5,2.8,Hyundai,i20 Magna,16,0
Pune,Petrol,Automatic,First,18.9,4.8,Hyundai,Grand i10 AT Asta,11,1
Hyderabad,Diesel,Manual,First,25.01,5.65,Ford,Fiesta 1.5 TDCi Titanium,12,1
Ahmedabad,Diesel,Manual,Second,15.0,14.5,Mercedes-Benz,E-Class 220 CDI,15,1
Ahmedabad,Diesel,Manual,First,26.59,5.9,Maruti,Swift Dzire VDI,11,0
Pune,Diesel,Manual,Second,23.59,5.0,Toyota,Etios VXD,11,0
Ahmedabad,Petrol,Manual,First,19.1,4.9,Hyundai,Xcent 1.2 Kappa Base,11,1
Ahmedabad,Petrol,Manual,First,13.5,4.25,Honda,Civic 2006-2010 1.8 S MT,17,2
Chennai,Diesel,Manual,First,12.99,10.9,Toyota,Innova 2.5 GX (Diesel) 8 Seater,12,1
Delhi,Petrol,Manual,First,13.2,2.45,Hyundai,Accent GLE,14,1
Pune,Petrol,Manual,First,22.74,2.5,Maruti,Alto 800 LXI,13,0
Kolkata,Petrol,Automatic,First,8.1,29.5,Mercedes-Benz,SL-Class SL 500,16,7
Jaipur,Diesel,Manual,Second,22.7,5.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional,13,1
Pune,Petrol,Manual,First,20.14,5.0,Hyundai,Xcent 1.2 VTVT E,8,1
Kochi,Petrol,Automatic,First,14.3,4.62,Skoda,Rapid 1.6 MPI AT Ambition Plus,12,1
Delhi,Diesel,Automatic,First,15.73,23.5,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,10,3
Kolkata,Diesel,Manual,First,16.0,7.25,Mahindra,XUV500 W8 2WD,13,2
Kochi,Petrol,Manual,First,17.0,11.88,Hyundai,Verna VTVT 1.6 SX Option,7,1
Chennai,Petrol,Manual,Third,13.9,2.25,Hyundai,Verna Xi (Petrol),17,1
Pune,Petrol,Manual,Second,14.2,0.85,Ford,Ikon 1.6 CLXI,23,1
Pune,Petrol,Manual,First,19.69,4.0,Nissan,Micra Active XV,8,0
Pune,Petrol,Automatic,First,16.5,5.1,Honda,Brio VX AT,10,1
Hyderabad,Diesel,Manual,First,12.99,12.5,Toyota,Innova 2.5 GX (Diesel) 7 Seater,12,1
Chennai,Diesel,Manual,First,20.64,2.9,Volkswagen,Vento 1.5 TDI Highline,15,1
Coimbatore,Diesel,Manual,First,16.0,15.96,Mahindra,XUV500 W10 AWD,10,2
Mumbai,Petrol,Automatic,First,16.9,5.45,Hyundai,Xcent 1.2 Kappa AT SX Option,11,1
Kochi,Diesel,Manual,First,13.5,23.86,Ford,Endeavour 2.2 Trend MT 4X4,9,2
Kochi,Petrol,Manual,First,18.0,1.75,Chevrolet,Spark 1.0 LT,18,0
Hyderabad,Diesel,Manual,First,24.52,9.75,Maruti,Ertiga SHVS VDI,9,1
Bangalore,Diesel,Manual,First,25.8,4.75,Honda,Amaze S i-Dtech,13,1
Delhi,Petrol,Manual,First,17.4,6.25,Honda,City i VTEC S,12,1
Bangalore,Diesel,Automatic,Second,23.8,22.0,Mini,Cooper Countryman D,12,1
Kochi,Petrol,Automatic,First,14.53,14.14,Toyota,Corolla Altis 2008-2013 1.8 VL AT,10,2
Kolkata,Petrol,Manual,First,17.0,0.95,Hyundai,Santro Xing XL eRLX Euro III,21,1
Delhi,Petrol,Automatic,First,13.7,11.95,Skoda,Superb Elegance 1.8 TSI AT,12,2
Delhi,Petrol,Manual,First,18.9,2.5,Maruti,Wagon R LXI BS IV,15,0
Mumbai,Petrol,Manual,First,19.81,2.75,Hyundai,i10 Era 1.1,13,0
Coimbatore,Petrol,Manual,First,23.84,5.85,Tata,Tiago 1.2 Revotron XT Option,7,1
Ahmedabad,Petrol,Manual,First,21.4,6.25,Maruti,Baleno Zeta 1.2,10,1
Mumbai,Petrol,Manual,First,15.04,4.95,Volkswagen,Vento 1.6 Highline,12,1
Pune,Petrol,Manual,First,18.9,4.75,Hyundai,Grand i10 1.2 Kappa Sportz Option,9,1
Delhi,Diesel,Manual,First,20.0,2.55,Ford,Figo Diesel EXI,13,0
Pune,Petrol,Automatic,Second,13.9,4.5,Honda,Civic 2010-2013 1.8 V AT Sunroof,15,2
Kochi,Petrol,Manual,First,22.74,3.01,Maruti,Alto 800 LXI,11,0
Hyderabad,Diesel,Automatic,First,15.68,42.0,Land,Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,10,3
Kolkata,Diesel,Automatic,First,12.4,11.5,Audi,A6 2.7 TDI,16,3
Hyderabad,Diesel,Automatic,First,11.0,10.99,Mercedes-Benz,E-Class 280 CDI,20,3
Jaipur,Petrol,Automatic,First,17.0,3.71,Honda,City 1.5 V AT Exclusive,17,1
Jaipur,Petrol,Automatic,Third,10.1,2.0,Honda,CR-V 2.4 4WD AT,20,2
Kochi,Diesel,Manual,First,28.09,9.48,Maruti,Ciaz 1.3 Alpha,8,1
Jaipur,Petrol,Manual,Second,18.9,1.25,Maruti,Wagon R LXI,22,0
Jaipur,Diesel,Manual,First,19.67,10.9,Hyundai,Creta 1.6 CRDi SX Option,11,1
Kolkata,Diesel,Manual,First,28.09,5.5,Maruti,Ciaz VDi Plus SHVS,11,1
Coimbatore,Petrol,Manual,First,21.1,3.71,Hyundai,EON D Lite Plus,10,0
Mumbai,Petrol,Manual,First,16.02,6.25,Maruti,Ertiga VXI,12,1
Chennai,Diesel,Manual,First,20.54,4.9,Volkswagen,Vento Diesel Highline,14,1
Mumbai,Petrol,Manual,Second,12.8,1.1,Honda,City 1.5 GXI,21,1
Kochi,Petrol,Manual,First,16.47,4.72,Volkswagen,Polo Petrol Trendline 1.2L,10,0
Mumbai,Diesel,Automatic,First,17.9,24.85,Mercedes-Benz,GLA Class 200 CDI,10,2
Jaipur,Diesel,Manual,First,14.66,12.25,Hyundai,Santa Fe 4X2,13,3
Kolkata,Diesel,Manual,First,22.9,3.9,Maruti,Swift VDI,12,0
Kochi,Petrol,Manual,First,18.6,6.28,Hyundai,Elite i20 Sportz Plus,9,1
Mumbai,Diesel,Manual,First,14.0,2.75,Mahindra,Xylo E8 BS IV,15,1
Coimbatore,Petrol,Manual,First,18.9,7.85,Hyundai,Grand i10 Asta Option,9,1
Mumbai,Petrol,Manual,First,15.04,2.95,Volkswagen,Vento Petrol Highline,15,1
Mumbai,Petrol,Automatic,Second,11.7,4.85,Honda,Accord 2.4 A/T,18,3
Bangalore,Diesel,Automatic,Second,13.5,30.0,Mercedes-Benz,S-Class S 350 d,15,5
Bangalore,Diesel,Automatic,First,15.0,19.9,Mercedes-Benz,B Class B200 CDI,10,1
Bangalore,Diesel,Manual,First,20.5,10.8,Hyundai,Creta 1.6 SX Option Diesel,10,1
Hyderabad,Petrol,Manual,First,19.7,1.75,Maruti,Alto LXI,19,0
Mumbai,Diesel,Automatic,First,20.38,19.25,Audi,A3 35 TDI Premium,10,2
Delhi,Diesel,Manual,First,19.87,5.5,Renault,Duster 85PS Diesel RxL,13,1
Chennai,Diesel,Manual,First,17.8,2.75,Ford,Fiesta 1.4 ZXi TDCi ABS,17,0
Bangalore,Diesel,Manual,First,19.67,13.0,Hyundai,Creta 1.6 SX Plus Diesel,11,1
Mumbai,Diesel,Manual,First,20.0,3.2,Ford,Figo Diesel ZXI,15,0
Coimbatore,Petrol,Manual,First,15.26,5.84,Volkswagen,Polo Petrol Highline 1.6L,13,1
Hyderabad,Diesel,Automatic,Second,16.8,24.0,Volvo,V40 D3 R Design,11,2
Chennai,Diesel,Automatic,First,19.08,6.25,Hyundai,Verna SX CRDi AT,14,1
Hyderabad,Diesel,Automatic,First,14.49,36.0,BMW,7 Series 2007-2012 730Ld,17,4
Chennai,Diesel,Manual,Third,14.8,3.0,Mitsubishi,Lancer GLXD,23,0
Chennai,Diesel,Manual,First,11.5,11.0,Toyota,Fortuner 3.0 Diesel,16,2
Chennai,Diesel,Manual,First,26.21,6.5,Maruti,Ciaz VDi Plus,11,1
Hyderabad,Diesel,Manual,First,24.3,9.4,Maruti,Vitara Brezza VDi Option,8,1
Kochi,Diesel,Automatic,First,21.76,37.92,BMW,3 Series Luxury Line,8,3
Pune,Petrol,Automatic,First,14.4,5.25,Volkswagen,Vento Petrol Highline AT,13,1
Chennai,Petrol,Manual,First,17.0,4.5,Hyundai,i20 1.2 Asta,15,0
Chennai,Diesel,Automatic,First,11.0,18.0,BMW,X5 3.0d,17,4
Coimbatore,Petrol,Manual,First,19.1,5.56,Hyundai,Xcent 1.2 Kappa S,11,1
Bangalore,Diesel,Automatic,First,14.21,22.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,13,3
Hyderabad,Diesel,Automatic,First,12.39,22.0,Land,Rover Freelander 2 SE,15,2
Mumbai,Petrol,Manual,First,20.36,2.65,Hyundai,i10 Magna,15,0
Jaipur,Diesel,Manual,Second,22.32,5.85,Hyundai,Verna 1.6 SX CRDi (O),13,1
Chennai,Diesel,Manual,First,19.33,6.95,Volkswagen,Jetta 2012-2014 2.0L TDI Highline,14,2
Kolkata,Diesel,Manual,First,15.1,6.5,Mahindra,XUV500 W8 2WD,14,2
Jaipur,Petrol,Manual,Third,19.7,0.85,Maruti,Omni 8 Seater BSII,22,0
Delhi,Petrol,Automatic,Second,14.67,7.25,Skoda,Superb Style 1.8 TSI AT,13,3
Pune,Diesel,Manual,First,22.9,4.5,Maruti,Swift VDI,14,0
Mumbai,Diesel,Manual,First,10.5,4.25,Mahindra,Scorpio 2.6 LX,16,1
Chennai,Petrol,Automatic,First,13.7,26.0,Mercedes-Benz,GLA Class 200 Sport Edition,10,3
Coimbatore,Diesel,Manual,First,16.55,9.66,Mahindra,Thar CRDe,9,1
Bangalore,Diesel,Manual,Second,19.01,6.85,Renault,Duster 110PS Diesel RxZ,13,1
Coimbatore,Diesel,Automatic,First,12.8,23.68,Audi,Q5 2008-2012 2.0 TDI,13,2
Delhi,Diesel,Automatic,Second,12.39,15.75,Land,Rover Freelander 2 SE,13,2
Pune,Diesel,Manual,Third,20.54,3.5,Volkswagen,Vento Diesel Comfortline,14,1
Delhi,Petrol,Automatic,Second,11.62,6.99,BMW,5 Series 2003-2012 540i Sedan,20,5
Coimbatore,Diesel,Manual,First,22.7,15.57,Hyundai,Elantra CRDi SX,7,1
Coimbatore,Diesel,Manual,First,15.3,5.29,Tata,Sumo EX,11,1
Chennai,Diesel,Automatic,First,11.7,20.0,BMW,X5 xDrive 30d,17,4
Mumbai,Petrol,Automatic,First,7.94,47.5,BMW,6 Series 630i Coupe,15,8
Chennai,Petrol,Manual,Second,18.9,1.22,Maruti,Alto Vxi 1.1,24,0
Chennai,Petrol,Manual,First,16.47,3.65,Volkswagen,Polo Petrol Comfortline 1.2L,14,0
Bangalore,Petrol,Manual,First,15.29,11.5,Hyundai,Creta 1.6 VTVT S,10,1
Kochi,Petrol,Manual,First,24.07,3.46,Maruti,Alto K10 VXI,11,0
Coimbatore,Diesel,Manual,First,14.66,8.38,Hyundai,Santa Fe 4X4,13,3
Pune,Diesel,Manual,First,15.11,4.8,Volkswagen,Polo GT TDI,12,1
Pune,Diesel,Manual,Second,25.8,4.5,Honda,Amaze S i-Dtech,12,1
Chennai,Petrol,Manual,First,15.9,0.8,Maruti,Esteem Vxi,22,1
Kolkata,Diesel,Manual,First,22.9,3.95,Maruti,Swift VDI,12,0
Hyderabad,Diesel,Manual,First,20.5,3.65,Skoda,Rapid 1.6 TDI Ambition,14,1
Mumbai,Diesel,Automatic,First,11.0,10.0,Mercedes-Benz,E-Class 280 CDI,21,3
Delhi,Diesel,Manual,Second,12.05,4.0,Mahindra,Scorpio SLE BSIV,15,1
Hyderabad,Diesel,Manual,First,21.64,4.75,Nissan,Sunny 2011-2014 Diesel XL,14,1
Bangalore,Petrol,Manual,Second,17.5,3.1,Maruti,Swift Dzire VXi,17,1
Kochi,Petrol,Manual,First,21.1,3.61,Hyundai,EON Sportz,9,0
Coimbatore,Petrol,Manual,First,19.4,4.29,Honda,Brio S MT,11,1
Kolkata,Petrol,Manual,First,18.06,2.13,Nissan,Micra XV Primo,15,0
Mumbai,Petrol,Manual,First,19.7,1.1,Maruti,Alto LXi BSII,18,0
Hyderabad,Diesel,Automatic,First,22.69,13.95,BMW,3 Series 320d,15,3
Mumbai,Petrol,Manual,First,16.47,5.35,Volkswagen,Polo 1.2 MPI Highline,12,0
Hyderabad,Petrol,Manual,First,23.1,3.9,Maruti,Celerio LXI,12,0
Kolkata,Petrol,Manual,First,21.5,2.8,Maruti,Wagon R VXI 1.2,12,1
Mumbai,Diesel,Manual,First,26.21,8.75,Maruti,Ciaz ZDi Plus,10,1
Hyderabad,Diesel,Automatic,First,16.55,19.5,Audi,A4 2.0 TDI,13,2
Kolkata,Petrol,Manual,First,19.4,2.75,Honda,Brio S MT,13,1
Hyderabad,Diesel,Automatic,First,11.79,8.0,Mahindra,Scorpio VLX 2WD AT BSIV,13,1
Delhi,Diesel,Manual,First,26.0,5.7,Honda,City i DTEC V,12,1
Ahmedabad,Diesel,Automatic,First,17.05,12.5,BMW,X1 sDrive20d,14,3
Chennai,Petrol,Manual,Second,18.0,1.75,Chevrolet,Spark 1.0 LT,15,0
Chennai,Diesel,Manual,Second,20.0,1.9,Ford,Figo Diesel EXI,16,0
Ahmedabad,Petrol,Manual,First,20.4,4.5,Maruti,Swift VXI BSIV,11,1
Mumbai,Diesel,Automatic,First,19.27,30.3,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,11,2
Hyderabad,Diesel,Automatic,First,19.3,16.0,Skoda,Octavia Elegance 2.0 TDI AT,12,2
Kochi,Diesel,Automatic,First,18.56,32.78,BMW,X3 xDrive20d xLine,9,3
Jaipur,Petrol,Manual,First,21.1,2.5,Hyundai,EON Era Plus,11,0
Hyderabad,Diesel,Automatic,First,18.25,43.0,Audi,A4 35 TDI Technology,9,3
Kochi,Petrol,Manual,First,18.16,5.38,Ford,Figo 2015-2019 1.2P Titanium MT,9,1
Hyderabad,Petrol,Manual,First,20.92,2.65,Maruti,Alto K10 2010-2014 VXI,13,0
Hyderabad,Petrol,Manual,First,24.7,3.3,Maruti,Alto 800 2016-2019 VXI,9,0
Hyderabad,Diesel,Automatic,First,19.27,34.0,Mercedes-Benz,New C-Class C 220 CDI Style,11,2
Chennai,Petrol,Manual,Third,20.3,0.7,Hyundai,Santro D Lite,25,0
Kochi,Diesel,Manual,First,24.4,6.83,Hyundai,Xcent 1.1 CRDi S,9,0
Kochi,Diesel,Manual,First,25.8,5.77,Honda,Amaze S i-Dtech,10,1
Chennai,Diesel,Manual,Second,17.8,3.1,Maruti,Swift Vdi BSIII,18,0
Mumbai,Petrol,Manual,First,16.2,4.95,Volkswagen,Polo 1.2 MPI Comfortline,9,0
Bangalore,Diesel,Automatic,First,17.11,16.25,Audi,A4 2.0 TDI 177 Bhp Premium Plus,13,3
Coimbatore,Diesel,Automatic,First,10.2,52.54,Land,Rover Range Rover 3.6 TDV8 Vogue SE,14,5
Chennai,Diesel,Manual,Third,16.0,6.4,Mahindra,XUV500 W8 2WD,15,2
Bangalore,Diesel,Manual,Third,13.1,6.95,Ford,Endeavour 2.5L 4X2,15,2
Kolkata,Diesel,Manual,First,17.2,0.85,Tata,Indica V2 DLX,18,0
Chennai,Petrol,Manual,First,21.4,6.95,Maruti,Baleno Alpha,10,1
Kolkata,Diesel,Manual,First,24.4,3.45,Hyundai,Xcent 1.1 CRDi Base,9,0
Delhi,Petrol,Manual,First,13.5,2.75,Honda,Civic 2006-2010 1.8 S MT,18,2
Delhi,Petrol,Manual,Second,18.6,4.95,Hyundai,i20 Sportz Option 1.2,11,1
Coimbatore,Petrol,Manual,First,17.0,9.62,Tata,Nexon 1.2 Revotron XZ Plus,8,1
Coimbatore,Petrol,Manual,First,18.6,6.79,Hyundai,i20 Sportz 1.2,10,1
Mumbai,Petrol,Manual,First,19.1,4.5,Maruti,Swift Dzire ZXI,12,1
Kochi,Petrol,Manual,First,22.5,3.01,Maruti,Wagon R LXI,12,0
Bangalore,Diesel,Manual,First,21.9,4.4,Hyundai,i20 Sportz 1.4 CRDi,14,1
Hyderabad,Diesel,Automatic,First,12.55,17.49,Toyota,Fortuner 4x2 AT,14,2
Coimbatore,Petrol,Manual,First,20.36,4.66,Hyundai,i10 Sportz,12,0
Chennai,Petrol,Manual,First,18.9,5.5,Hyundai,Grand i10 Asta,11,1
Ahmedabad,Petrol,Manual,First,18.6,6.0,Hyundai,i20 Asta 1.2,10,1
Hyderabad,Petrol,Automatic,First,17.0,2.4,Hyundai,Santro Xing XL AT eRLX Euro II,19,1
Kochi,Diesel,Manual,First,24.3,10.19,Maruti,Vitara Brezza ZDi Plus,8,1
Kochi,Diesel,Manual,First,25.8,5.25,Honda,Amaze S i-Dtech,10,1
Hyderabad,Diesel,Automatic,First,15.26,45.0,Mercedes-Benz,M-Class ML 250 CDI,12,3
Ahmedabad,Diesel,Manual,First,23.0,2.7,Hyundai,i20 Sportz Diesel,16,1
Coimbatore,Petrol,Manual,First,19.81,3.39,Hyundai,i10 Era,13,0
Hyderabad,Diesel,Manual,First,26.59,5.69,Maruti,Swift Dzire VDI,12,0
Kochi,Petrol,Automatic,First,10.37,58.54,BMW,Z4 2009-2013 Roadster 2.5i,8,5
Hyderabad,Diesel,Manual,First,27.39,8.4,Maruti,Baleno Alpha Diesel,9,0
Hyderabad,Diesel,Manual,First,25.44,2.5,Chevrolet,Beat Diesel,14,0
Pune,Petrol,Manual,First,19.4,3.25,Honda,Brio V MT,14,1
Mumbai,Diesel,Manual,Second,20.0,3.25,Ford,Figo Diesel Titanium,12,0
Pune,Petrol,Automatic,First,23.1,4.25,Maruti,Celerio VXI AT,10,0
Jaipur,Diesel,Automatic,First,14.84,18.5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,12,2
Hyderabad,Petrol,Automatic,First,17.0,2.4,Hyundai,Santro Xing XL AT eRLX Euro III,19,1
Jaipur,Petrol,Manual,First,19.4,4.25,Honda,Brio S MT,11,1
Mumbai,Petrol,Automatic,First,21.4,8.85,Maruti,Baleno Alpha CVT,8,1
Coimbatore,Petrol,Manual,First,21.1,4.14,Hyundai,EON Sportz,12,0
Hyderabad,Diesel,Manual,First,23.0,7.0,Hyundai,i20 1.4 CRDi Sportz,11,1
Hyderabad,Diesel,Automatic,First,10.91,33.0,Ford,Endeavour 3.2 Titanium AT 4X4,8,3
Ahmedabad,Petrol,Manual,First,17.4,10.0,Honda,City i-VTEC VX,9,1
Kochi,Diesel,Manual,Second,21.5,3.53,Maruti,SX4 ZDI,14,1
Jaipur,Petrol,Manual,First,12.9,1.35,Chevrolet,Optra Magnum 1.6 LS Petrol,19,1
Delhi,Diesel,Manual,First,20.54,4.5,Volkswagen,Vento Diesel Highline,13,1
Pune,Petrol,Manual,First,16.8,4.9,Honda,City V MT,14,1
Kochi,Diesel,Manual,First,19.67,12.26,Hyundai,Creta 1.6 CRDi SX Option,10,1
Mumbai,Diesel,Manual,Second,24.4,3.99,Hyundai,Xcent 1.1 CRDi SX,12,0
Mumbai,Diesel,Automatic,First,17.9,46.95,Mercedes-Benz,GLC 220d 4MATIC Style,9,2
Hyderabad,Diesel,Manual,First,20.0,3.8,Ford,Figo Diesel EXI,11,0
Ahmedabad,Diesel,Manual,Second,15.0,6.75,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline,13,1
Coimbatore,Diesel,Manual,First,18.49,8.75,Mahindra,TUV 300 2015-2019 T8,9,1
Chennai,Petrol,Manual,Second,15.8,5.2,Ford,Ecosport 1.5 Ti VCT MT Titanium,13,1
Kochi,Petrol,Manual,First,17.1,8.42,Hyundai,Verna 1.6 SX VTVT (O),9,1
Mumbai,Petrol,Manual,First,18.6,5.75,Hyundai,i20 Sportz 1.2,10,1
Kolkata,Diesel,Automatic,First,15.2,9.75,Audi,A4 New 2.0 TDI Multitronic,18,2
Delhi,Petrol,Manual,First,19.49,3.5,Nissan,Micra Active XV S,11,0
Jaipur,Diesel,Automatic,First,15.26,30.0,Mercedes-Benz,M-Class ML 250 CDI,12,3
Delhi,Diesel,Automatic,First,12.83,35.0,Land,Rover Discovery Sport TD4 S,9,2
Coimbatore,Petrol,Manual,First,15.8,13.25,Hyundai,Creta 1.6 SX Option Executive,8,1
Mumbai,Diesel,Manual,First,20.5,3.65,Skoda,Rapid 1.6 TDI Active,13,1
Jaipur,Diesel,Manual,First,23.4,5.25,Maruti,Swift Dzire VDI,11,0
Delhi,Petrol,Manual,First,15.8,9.7,Hyundai,Creta 1.6 SX,10,1
Coimbatore,Diesel,Manual,First,24.0,5.21,Hyundai,Grand i10 CRDi Sportz,9,0
Pune,Diesel,Manual,First,18.49,6.3,Mahindra,TUV 300 T8,10,1
Kochi,Diesel,Manual,First,24.0,4.72,Hyundai,Grand i10 CRDi Sportz,12,0
Chennai,Diesel,Automatic,Second,11.7,28.0,BMW,X5 xDrive 30d,15,4
Coimbatore,Diesel,Automatic,First,28.4,8.37,Maruti,Dzire AMT VDI,8,0
Delhi,Diesel,Manual,First,12.55,14.0,Toyota,Fortuner 4x4 MT,14,2
Hyderabad,Diesel,Automatic,First,17.68,36.0,Audi,A6 2011-2015 35 TDI Technology,11,3
Pune,Diesel,Manual,First,27.3,6.4,Honda,Jazz 1.5 V i DTEC,11,1
Coimbatore,Diesel,Automatic,First,11.33,51.69,Audi,Q7 4.2 TDI Quattro Technology,11,6
Jaipur,Diesel,Manual,First,12.05,8.0,Mahindra,Scorpio 2009-2014 VLX 2WD 7S BSIV,12,1
Hyderabad,Diesel,Manual,First,18.3,9.8,Chevrolet,Cruze LTZ,14,2
Hyderabad,Diesel,Manual,First,25.44,2.7,Chevrolet,Beat Diesel LT,14,0
Coimbatore,Diesel,Automatic,First,18.25,24.37,Audi,A4 35 TDI Premium Plus,12,3
Kochi,Petrol,Automatic,First,14.3,9.72,Skoda,Rapid 1.6 MPI AT Style,8,1
Pune,Diesel,Manual,First,23.4,5.0,Maruti,Swift Dzire VDI,12,0
Pune,Diesel,Manual,Second,11.5,10.5,Toyota,Fortuner 3.0 Diesel,17,2
Jaipur,Diesel,Manual,Second,22.9,3.9,Maruti,Swift VDI,14,0
Coimbatore,Petrol,Manual,First,17.0,5.65,Honda,City 1.5 V MT Exclusive,14,1
Mumbai,Diesel,Automatic,First,15.26,29.95,Mercedes-Benz,M-Class ML 250 CDI,14,3
Bangalore,Diesel,Manual,Second,17.8,3.0,Maruti,Swift Ldi BSIII,18,0
Kolkata,Diesel,Manual,First,26.1,6.0,Ford,Aspire Titanium Diesel,9,1
Mumbai,Petrol,Manual,First,20.36,2.11,Hyundai,i10 Sportz,17,0
Jaipur,Petrol,Manual,First,19.7,1.5,Maruti,Alto LXi,15,0
Coimbatore,Diesel,Manual,First,23.59,4.67,Toyota,Etios Liva GD,13,1
Bangalore,Petrol,Manual,Second,20.4,2.85,Maruti,Swift VXI BSIV,20,1
Coimbatore,Diesel,Automatic,First,19.27,33.64,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,9,2
Hyderabad,Diesel,Manual,Second,17.88,0.91,Tata,Indica V2 DLE BSIII,15,0
Jaipur,Petrol,Manual,Second,22.74,2.42,Maruti,Alto 800 VXI,12,0
Kolkata,Petrol,Automatic,First,9.3,3.25,Skoda,Superb 2.8 V6 AT,21,3
Kolkata,Petrol,Manual,First,16.47,2.8,Volkswagen,Polo Petrol Comfortline 1.2L,13,0
Coimbatore,Petrol,Automatic,First,22.0,8.3,Maruti,Dzire AMT ZXI Plus,7,1
Bangalore,Diesel,Manual,Third,12.05,5.25,Mahindra,Scorpio VLX,16,1
Jaipur,Diesel,Manual,First,17.8,2.9,Maruti,Swift Vdi BSIII,16,0
Pune,Diesel,Automatic,First,18.88,15.0,BMW,3 Series 320d Prestige,13,3
Jaipur,Petrol,Manual,Second,25.4,0.53,Tata,Nano STD SE,14,0
Mumbai,Diesel,Manual,First,12.99,12.5,Toyota,Innova 2.5 VX (Diesel) 8 Seater,12,1
Mumbai,Petrol,Manual,First,18.4,2.75,Honda,Brio S Option MT,14,1
Pune,Petrol,Automatic,First,23.84,5.0,Tata,Tiago AMT 1.2 Revotron XZA,8,1
Kochi,Diesel,Manual,First,12.05,7.09,Mahindra,Scorpio SLE BSIV,12,1
Hyderabad,Diesel,Automatic,First,16.73,19.99,BMW,5 Series 2003-2012 525d,15,3
Mumbai,Diesel,Manual,First,21.43,10.75,Toyota,Corolla Altis D-4D GL,12,1
Mumbai,Petrol,Automatic,First,18.0,9.45,Honda,City i VTEC CVT VX,10,1
Hyderabad,Diesel,Manual,First,22.0,2.9,Hyundai,Verna CRDi 1.6 SX Option,18,1
Kolkata,Diesel,Manual,First,26.59,4.7,Maruti,Swift Dzire VDI Optional,11,0
Coimbatore,Petrol,Manual,First,20.73,7.11,Maruti,Ciaz ZXi,10,1
Jaipur,Diesel,Manual,First,22.7,6.25,Ford,Ecosport 1.5 DV5 MT Titanium,12,1
Hyderabad,Petrol,Manual,First,20.92,2.2,Maruti,Alto K10 2010-2014 VXI,15,0
Kochi,Petrol,Automatic,First,19.0,8.86,Honda,Amaze V CVT Petrol,7,1
Delhi,Diesel,Manual,First,15.1,9.3,Mahindra,XUV500 W6 2WD,11,2
Coimbatore,Diesel,Manual,First,18.49,7.57,Mahindra,TUV 300 2015-2019 T8,9,1
Chennai,Petrol,Manual,First,18.2,7.9,Honda,Jazz VX,9,1
Kochi,Petrol,Manual,First,16.1,5.65,Maruti,Swift VXI BSIII W/ ABS,8,1
Delhi,Petrol,Manual,First,16.47,3.25,Volkswagen,Polo Petrol Highline 1.2L,13,0
Coimbatore,Diesel,Manual,First,20.5,16.27,Hyundai,Creta 1.6 SX Option Diesel,7,1
Coimbatore,Petrol,Manual,First,18.6,3.21,Chevrolet,Beat LS,15,0
