Location,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Model,Brand,Power_bins
Jaipur,2010,Diesel,Manual,Second,11.5,2982.0,171.0,11.75,Fortuner 3.0 Diesel,Toyota,2
Coimbatore,2012,Petrol,Manual,First,12.8,2354.0,177.6,6.58,Accord 2.4 MT,Honda,3
Chennai,2012,Diesel,Manual,First,22.9,1248.0,74.0,4.8,Swift ZDi,Maruti,0
Pune,2008,Petrol,Manual,Second,17.5,1198.0,70.0,1.65,Fabia 1.2 MPI Classic,Skoda,0
Kolkata,2017,Diesel,Manual,First,17.1,1956.0,170.0,15.0,Compass 2.0 Sport,Jeep,2
Ahmedabad,2014,Petrol,Manual,Second,25.4,624.0,37.5,1.0,Nano Twist XT,Tata,0
Hyderabad,2007,Petrol,Manual,First,15.3,1596.0,101.0,1.65,Fiesta 1.6 ZXi ABS,Ford,1
Ahmedabad,2015,Diesel,Manual,First,27.62,793.0,47.0,3.6,Celerio ZDi,Maruti,0
Delhi,2011,Diesel,Manual,First,11.5,2982.0,171.0,11.5,Fortuner 3.0 Diesel,Toyota,2
Ahmedabad,2015,Diesel,Manual,First,27.62,793.0,47.0,3.6,Celerio ZDi,Maruti,0
Pune,2015,Petrol,Manual,First,21.1,814.0,55.2,3.05,EON Era Plus,Hyundai,0
Bangalore,2011,Diesel,Manual,Second,23.5,1498.0,90.0,6.0,Fiesta Diesel Trend,Ford,1
Ahmedabad,2013,Petrol,Manual,First,16.47,1198.0,74.0,3.75,Polo 1.2 MPI Comfortline,Volkswagen,0
Coimbatore,2016,Petrol,Manual,First,16.2,1199.0,74.0,6.17,Polo 1.2 MPI Comfortline,Volkswagen,0
Coimbatore,2017,Diesel,Manual,First,24.3,1248.0,88.5,9.05,Vitara Brezza ZDi,Maruti,1
Coimbatore,2013,Petrol,Manual,First,19.4,1198.0,86.8,4.05,Brio S MT,Honda,1
Pune,2013,Petrol,Manual,First,17.5,1298.0,85.8,4.25,Swift Dzire VXi,Maruti,1
Kolkata,2018,Petrol,Manual,First,23.1,998.0,67.04,3.75,Celerio LXI MT,Maruti,0
Mumbai,2016,Petrol,Automatic,First,13.0,1591.0,121.3,11.85,Creta 1.6 SX Plus Petrol Automatic,Hyundai,1
Kochi,2016,Diesel,Manual,First,22.7,1498.0,89.84,8.24,Ecosport 1.5 DV5 MT Titanium,Ford,1
Hyderabad,2016,Diesel,Manual,First,17.8,1248.0,113.25304969366915,5.99,Swift VDI BSIV W ABS,Maruti,1
Jaipur,2008,Petrol,Manual,Second,13.1,1997.0,141.1,6.5,CR-V RVi MT,Honda,2
Coimbatore,2019,Diesel,Automatic,First,12.51,2179.0,187.7,58.91,Rover Discovery Sport SD4 HSE Luxury 7S,Land,3
Delhi,2014,Diesel,Manual,First,15.1,2179.0,140.0,8.0,XUV500 W8 2WD,Mahindra,2
Kochi,2015,Petrol,Manual,First,16.47,1198.0,74.0,4.64,Polo 1.2 MPI Highline,Volkswagen,0
Kochi,2010,Petrol,Automatic,First,19.2,1197.0,80.0,3.32,i10 Magna AT,Hyundai,0
Chennai,2012,Petrol,Manual,Second,20.36,1197.0,78.9,2.78,i10 Magna 1.2,Hyundai,0
Kochi,2016,Diesel,Automatic,First,14.81,1998.0,163.7,8.95,Cruze LTZ AT,Chevrolet,2
Mumbai,2013,Petrol,Automatic,First,12.0,1991.0,181.03,21.95,E-Class E 200 CGI,Mercedes-Benz,3
Ahmedabad,2013,Petrol,Manual,First,11.7,2359.0,134.0,7.9,Sonata 2.4 GDI,Hyundai,2
Kolkata,2007,Petrol,Automatic,First,11.74,1796.0,186.0,29.0,New C-Class C 200 Kompressor Elegance AT,Mercedes-Benz,3
Kolkata,2013,Diesel,Manual,First,22.07,1199.0,73.9,3.25,Polo Diesel Trendline 1.2L,Volkswagen,0
Mumbai,2014,Petrol,Manual,First,17.4,1497.0,117.3,5.9,City i VTEC SV,Honda,1
Coimbatore,2017,Diesel,Manual,First,24.3,1248.0,88.5,9.88,Vitara Brezza ZDi,Maruti,1
Coimbatore,2019,Petrol,Manual,First,18.6,1197.0,81.86,8.78,Elite i20 Asta Option,Hyundai,1
Kolkata,2011,Diesel,Manual,Second,13.93,2179.0,138.1,2.75,New Safari Dicor EX 4X2,Tata,2
Kochi,2014,Diesel,Manual,First,21.64,1461.0,84.8,5.98,Sunny 2011-2014 Diesel XL,Nissan,1
Delhi,2011,Petrol,Automatic,First,10.9,2497.0,215.0,31.0,3 Series 330 Ci Convertible,BMW,3
Delhi,2011,Petrol,Manual,Second,14.53,1798.0,138.0,3.55,Corolla 1.8 J,Toyota,2
Kochi,2015,Diesel,Manual,First,22.32,1582.0,126.32,6.24,Verna 1.6 SX,Hyundai,1
Kolkata,2009,Diesel,Manual,First,19.3,1248.0,73.9,2.19,Swift Dzire VDi,Maruti,0
Hyderabad,2013,Diesel,Manual,First,28.4,1248.0,73.75,5.5,Dzire VDI,Maruti,0
Pune,2014,Petrol,Manual,First,24.07,998.0,67.1,2.1,Alto K10 VXI,Maruti,0
Coimbatore,2011,Petrol,Automatic,First,10.5,5000.0,503.0,50.66,XJ 5.0 L V8 Supercharged,Jaguar,9
Kolkata,2012,Diesel,Automatic,First,14.84,2143.0,170.0,14.0,New C-Class 220 CDI AT,Mercedes-Benz,2
Mumbai,2013,Diesel,Manual,First,22.0,1582.0,126.2,5.5,Verna CRDi 1.6 SX Option,Hyundai,1
Pune,2007,Petrol,Manual,Third,14.2,1598.0,102.0,1.2,Aveo 1.6 LT,Chevrolet,1
Hyderabad,2014,Petrol,Manual,First,20.4,1197.0,81.8,5.3,Swift VXI BSIV,Maruti,1
Chennai,2015,Diesel,Manual,First,23.9,1582.0,126.2,6.3,Verna 1.6 CRDi S,Hyundai,1
Kochi,2017,Diesel,Automatic,First,17.9,2143.0,168.0,40.47,GLC 220d Celebration Edition,Mercedes-Benz,2
Delhi,2013,Diesel,Manual,First,13.0,2982.0,168.5,16.1,Fortuner 4x2 Manual,Toyota,2
Delhi,2014,Diesel,Automatic,First,12.8,1968.0,167.6,25.0,Q5 2008-2012 2.0 TDI,Audi,2
Mumbai,2008,Diesel,Automatic,Second,13.2,1995.0,170.0,7.95,3 Series 320d Dynamic,BMW,2
Delhi,2016,Petrol,Manual,First,24.7,796.0,47.3,2.65,Alto 800 2016-2019 LXI,Maruti,0
Coimbatore,2012,Petrol,Manual,First,20.92,998.0,67.1,2.81,Alto K10 2010-2014 VXI,Maruti,0
Hyderabad,2012,Petrol,Automatic,First,15.64,1798.0,167.62,17.5,A4 1.8 TFSI Technology Edition,Audi,2
Mumbai,2012,Petrol,Manual,First,16.1,1197.0,85.0,3.3,Swift VXi BSIV,Maruti,1
Kochi,2019,Petrol,Manual,First,22.5,998.0,67.04,5.34,Wagon R VXI,Maruti,0
Hyderabad,2016,Diesel,Manual,First,21.14,1498.0,103.52,8.5,Rapid 1.5 TDI Ambition,Skoda,1
Kochi,2010,Petrol,Manual,Second,16.0,1198.0,90.0,2.69,Jazz S,Honda,1
Ahmedabad,2015,Diesel,Manual,First,16.0,2179.0,140.0,11.5,XUV500 W10 2WD,Mahindra,2
Coimbatore,2011,Petrol,Manual,First,18.5,1197.0,85.8,4.06,Ritz VXi,Maruti,1
Hyderabad,2016,Diesel,Automatic,First,17.9,2143.0,201.15,49.0,GLE 250d,Mercedes-Benz,3
Bangalore,2012,Diesel,Manual,First,20.5,1598.0,103.5,4.6,Rapid 1.6 TDI Ambition,Skoda,1
Delhi,2015,Diesel,Manual,First,24.0,1120.0,70.0,3.96,Grand i10 CRDi Magna,Hyundai,0
Mumbai,2015,Petrol,Manual,First,18.6,1197.0,81.86,5.6,Elite i20 Petrol Asta,Hyundai,1
Kolkata,2017,Diesel,Manual,First,22.95,1248.0,74.0,3.75,Zest Quadrajet 1.3 75PS XE,Tata,0
Jaipur,2015,Diesel,Manual,First,22.54,1396.0,88.73,5.5,i20 Magna 1.4 CRDi,Hyundai,1
Delhi,2012,Diesel,Manual,Second,20.5,1598.0,103.5,3.0,Rapid 1.6 TDI Elegance,Skoda,1
Mumbai,2011,Petrol,Manual,First,16.0,1368.0,90.0,3.0,Linea Emotion,Fiat,1
Pune,2010,Petrol,Manual,First,16.1,1298.0,88.2,2.95,Swift VXI BSIII W/ ABS,Maruti,1
Hyderabad,2015,Diesel,Manual,First,25.0,1396.0,69.0,2.45,Indica V2 2001-2011 eLS,Tata,0
Pune,2012,Diesel,Automatic,First,14.84,2143.0,170.0,13.99,New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2
Bangalore,2016,Diesel,Automatic,First,11.57,2987.0,254.79,60.75,GLE 350d,Mercedes-Benz,4
Chennai,2012,Petrol,Manual,Second,16.8,1497.0,116.3,4.5,City V MT AVN,Honda,1
Mumbai,2010,Petrol,Manual,Second,18.5,1197.0,80.0,2.5,i20 Magna,Hyundai,0
Chennai,2015,Diesel,Manual,First,13.0,2982.0,168.5,20.5,Fortuner 4x2 Manual,Toyota,2
Delhi,2014,Petrol,Manual,First,18.9,1197.0,82.0,3.9,Grand i10 Magna,Hyundai,1
Chennai,2009,Diesel,Manual,Second,15.0,1896.0,105.0,3.5,Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,1
Hyderabad,2016,Petrol,Automatic,First,15.63,1499.0,110.4,8.3,EcoSport 1.5 Ti VCT AT Titanium,Ford,1
Chennai,2012,Petrol,Manual,First,21.1,814.0,55.2,2.5,EON Magna Plus,Hyundai,0
Kolkata,2011,Petrol,Automatic,First,19.15,1198.0,75.94,2.65,Micra XV CVT,Nissan,0
Kochi,2016,Petrol,Automatic,First,19.0,1199.0,88.7,7.42,Jazz 1.2 V CVT i VTEC,Honda,1
Kochi,2016,Petrol,Manual,First,16.47,1198.0,74.0,4.63,Polo 1.2 MPI Trendline,Volkswagen,0
Kolkata,2008,Petrol,Manual,First,19.7,796.0,46.3,1.09,Alto LXi,Maruti,0
Delhi,2011,Diesel,Manual,First,22.32,1582.0,126.32,3.8,Verna 1.6 SX,Hyundai,1
Mumbai,2013,Diesel,Automatic,First,10.0,2148.0,170.0,15.75,E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz,2
Coimbatore,2015,Petrol,Manual,First,17.57,1193.0,88.7,5.27,Zest Revotron 1.2 XT,Tata,1
Mumbai,2012,Petrol,Manual,Second,18.4,1198.0,86.8,2.75,Brio S Option MT,Honda,1
Chennai,2016,Diesel,Manual,First,27.3,1498.0,98.6,7.4,Jazz VX Diesel,Honda,1
Jaipur,2017,Petrol,Automatic,First,24.07,998.0,67.1,3.9,Alto K10 VXI AGS,Maruti,0
Jaipur,2000,Petrol,Manual,Second,17.3,993.0,60.0,0.7,Zen VXi - BS III,Maruti,0
Pune,2015,Diesel,Manual,First,22.54,1396.0,88.73,5.9,i20 Sportz 1.4 CRDi,Hyundai,1
Coimbatore,2016,Diesel,Manual,First,22.7,1598.0,118.0,9.58,SX4 S Cross DDiS 320 Zeta,Maruti,1
Delhi,2014,Diesel,Automatic,First,14.21,2143.0,203.0,24.95,E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz,3
Kochi,2015,Petrol,Manual,First,13.7,1399.0,98.82,4.29,Enjoy Petrol LS 7 Seater,Chevrolet,1
Delhi,2011,Diesel,Automatic,Second,14.21,2143.0,203.0,11.5,E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,3
Mumbai,2016,Diesel,Manual,First,16.0,2179.0,140.0,9.65,XUV500 W4,Mahindra,2
Mumbai,2015,Petrol,Manual,First,20.36,1197.0,78.9,3.75,i10 Sportz,Hyundai,0
Pune,2007,Petrol,Manual,Second,14.2,1341.0,82.9,1.1,Getz 1.3 GLS,Hyundai,1
Coimbatore,2014,Diesel,Automatic,First,12.07,2967.0,241.4,31.41,Q7 3.0 TDI quattro,Audi,4
Pune,2012,Diesel,Manual,Third,12.05,2179.0,120.0,6.0,Scorpio SLE BSIV,Mahindra,1
Pune,2016,Petrol,Manual,First,18.7,1199.0,88.7,5.55,Jazz 1.2 SV i VTEC,Honda,1
Jaipur,2017,Diesel,Manual,First,14.0,2179.0,138.1,10.91,Safari Storme 2012-2015 EX,Tata,2
Kolkata,2014,Diesel,Manual,First,15.1,2179.0,140.0,7.25,XUV500 W6 2WD,Mahindra,2
Hyderabad,2012,Diesel,Manual,First,22.07,1199.0,73.9,3.9,Polo Diesel Comfortline 1.2L,Volkswagen,0
Delhi,2012,Diesel,Manual,First,19.3,1248.0,73.9,3.95,Swift Dzire ZDi,Maruti,0
Mumbai,2013,Diesel,Automatic,First,15.73,1968.0,174.33,22.0,Q3 2.0 TDI,Audi,3
Delhi,2014,Petrol,Manual,First,23.1,998.0,67.04,3.38,Celerio ZXI,Maruti,0
Mumbai,2011,Petrol,Manual,First,16.8,1497.0,116.3,3.45,City V MT Exclusive,Honda,1
Delhi,2016,Petrol,Manual,First,18.6,1197.0,81.83,5.75,i20 1.2 Spotz,Hyundai,1
Jaipur,2016,Petrol,Manual,First,25.17,799.0,53.3,2.75,KWID RXT,Renault,0
Kochi,2019,Diesel,Automatic,First,17.9,2143.0,136.0,30.3,CLA 200 CDI Sport,Mercedes-Benz,2
Hyderabad,2014,Diesel,Manual,First,22.7,1498.0,89.84,7.5,Ecosport 1.5 DV5 MT Titanium,Ford,1
Coimbatore,2015,Petrol,Manual,First,18.6,1197.0,81.83,6.87,i20 Asta 1.2,Hyundai,1
Bangalore,2015,Diesel,Manual,First,12.99,2494.0,100.6,15.2,Innova 2.5 ZX Diesel 7 Seater,Toyota,1
Chennai,2012,Diesel,Manual,First,21.64,1461.0,84.8,3.5,Sunny 2011-2014 Diesel XL,Nissan,1
Hyderabad,2014,Diesel,Manual,First,25.2,1248.0,74.0,5.85,Swift VDI BSIV,Maruti,0
Hyderabad,2010,Petrol,Manual,First,19.0,998.0,66.1,2.5,A-Star Vxi,Maruti,0
Pune,2013,Petrol,Manual,First,18.6,1197.0,85.8,3.95,Swift ZXI,Maruti,1
Jaipur,2017,Diesel,Automatic,First,17.9,2143.0,136.0,27.0,CLA 200 CDI Sport,Mercedes-Benz,2
Bangalore,2014,Petrol,Manual,Second,16.02,1373.0,93.7,6.75,Ertiga ZXI,Maruti,1
Jaipur,2007,Petrol,Manual,Second,18.9,998.0,67.1,1.5,Wagon R LXI,Maruti,0
Hyderabad,2012,Diesel,Manual,First,22.07,1199.0,73.9,3.9,Polo Diesel Trendline 1.2L,Volkswagen,0
Hyderabad,2014,Diesel,Manual,First,22.7,1498.0,89.84,6.55,Ecosport 1.5 DV5 MT Titanium Optional,Ford,1
Kochi,2017,Diesel,Manual,First,25.1,1498.0,98.6,9.44,City i DTEC VX,Honda,1
Coimbatore,2015,Petrol,Manual,First,14.28,1798.0,138.03,10.77,Corolla Altis 1.8 GL,Toyota,2
Ahmedabad,2014,Diesel,Manual,First,15.1,2179.0,140.0,7.5,XUV500 W8 2WD,Mahindra,2
Kolkata,2016,Petrol,Manual,First,24.7,796.0,47.3,3.0,Alto 800 2016-2019 VXI,Maruti,0
Chennai,2010,Diesel,Automatic,First,18.59,2993.0,265.0,11.75,5 Series 530d M Sport,BMW,4
Kochi,2016,Petrol,Manual,First,21.1,814.0,55.2,3.29,EON D Lite Plus,Hyundai,0
Chennai,2016,Diesel,Manual,First,26.59,1248.0,74.0,6.5,Swift Dzire VDI,Maruti,0
Hyderabad,2011,Diesel,Automatic,First,16.55,1968.0,147.51,18.0,A4 2.0 TDI,Audi,2
Bangalore,2009,Petrol,Automatic,Second,13.7,1798.0,157.75,4.95,Superb Elegance 1.8 TSI AT,Skoda,2
Kochi,2015,Petrol,Manual,First,17.57,1193.0,88.7,4.52,Zest Revotron 1.2T XM,Tata,1
Coimbatore,2013,Petrol,Manual,First,17.4,1497.0,117.3,6.26,City i-VTEC VX,Honda,1
Chennai,2016,Petrol,Manual,First,16.95,1498.0,97.7,7.5,Sunny 2011-2014 XV,Nissan,1
Delhi,2012,Petrol,Manual,First,16.1,1621.276449941501,113.25304969366915,3.65,Swift 1.3 LXI,Maruti,1
Mumbai,2011,Petrol,Automatic,First,14.4,1598.0,103.6,3.35,Vento Petrol Highline AT,Volkswagen,1
Mumbai,2014,Petrol,Automatic,First,15.74,1591.0,121.3,5.5,Verna 1.6 SX VTVT AT,Hyundai,1
Bangalore,2012,Diesel,Automatic,First,22.0,1582.0,126.2,5.25,Verna CRDi 1.6 AT SX Plus,Hyundai,1
Bangalore,2012,Diesel,Automatic,First,16.55,1968.0,140.0,16.25,A4 2.0 TDI Multitronic,Audi,2
Delhi,2009,Petrol,Manual,First,15.5,1586.0,103.3,2.7,SX4 Vxi BSIV,Maruti,1
Chennai,2019,Diesel,Automatic,First,12.62,2198.0,158.0,32.9,Endeavour 2.2 Titanium AT 4X2,Ford,2
Coimbatore,2008,Petrol,Manual,First,20.4,1197.0,83.11,3.41,Swift LXI BSIV,Maruti,1
Hyderabad,2014,Diesel,Manual,First,24.0,1120.0,70.0,4.15,Grand i10 CRDi Magna,Hyundai,0
Hyderabad,2014,Diesel,Manual,Second,20.14,1498.0,88.8,5.9,Polo 1.5 TDI Highline,Volkswagen,1
Pune,2012,Petrol,Automatic,First,10.0,2496.0,157.7,11.5,E-Class 230,Mercedes-Benz,2
Kolkata,2015,Petrol,Manual,First,18.6,1197.0,81.83,4.75,i20 Asta 1.2,Hyundai,1
Chennai,2015,Petrol,Automatic,First,24.07,998.0,67.1,3.5,Alto K10 VXI AGS,Maruti,0
Pune,2014,Diesel,Manual,First,20.77,1248.0,88.76,7.25,Ertiga VDI,Maruti,1
Mumbai,2016,Petrol,Automatic,First,23.1,998.0,67.04,4.35,Celerio VXI AT,Maruti,0
Coimbatore,2018,Petrol,Automatic,Second,22.5,999.0,67.0,4.99,KWID Climber 1.0 AMT,Renault,0
Bangalore,2013,Diesel,Manual,First,12.05,2179.0,120.0,7.65,Scorpio SLE BSIV,Mahindra,1
Chennai,2011,Diesel,Manual,First,12.8,2494.0,102.0,9.0,Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,1
Chennai,2017,Diesel,Manual,First,22.07,1199.0,73.9,6.9,Polo Diesel Highline 1.2L,Volkswagen,0
Chennai,2011,Diesel,Manual,First,20.0,1399.0,68.0,2.9,Figo Diesel ZXI,Ford,0
Kolkata,2014,Diesel,Manual,First,20.45,1461.0,83.8,5.75,Terrano XL Plus 85 PS,Nissan,1
Kochi,2017,Petrol,Automatic,First,22.5,999.0,67.0,4.41,KWID 1.0 RXT Optional AMT,Renault,0
Mumbai,2013,Diesel,Manual,First,21.14,1498.0,103.52,4.95,Rapid 1.5 TDI Elegance,Skoda,1
Hyderabad,2016,Diesel,Automatic,First,16.0,2179.0,140.0,14.4,XUV500 AT W10 FWD,Mahindra,2
Chennai,2012,Diesel,Manual,First,20.0,1399.0,68.05,2.95,Figo Diesel Titanium,Ford,0
Coimbatore,2017,Diesel,Manual,First,15.96,2523.0,62.1,8.14,Bolero ZLX,Mahindra,0
Hyderabad,2016,Diesel,Manual,First,20.64,1498.0,108.5,8.45,Vento 1.5 TDI Highline,Volkswagen,1
Pune,2015,Diesel,Manual,First,12.99,2494.0,100.0,12.5,Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,1
Mumbai,2012,Diesel,Manual,First,15.1,2179.0,140.0,6.5,XUV500 W8 2WD,Mahindra,2
Coimbatore,2015,Petrol,Manual,Second,15.8,1499.0,110.0,7.72,Ecosport 1.5 Ti VCT MT Titanium,Ford,1
Chennai,2011,Diesel,Automatic,First,16.96,1968.0,138.1,8.0,Jetta 2012-2014 2.0L TDI Highline AT,Volkswagen,2
Chennai,2009,Diesel,Manual,Second,13.93,2179.0,138.0,3.0,New Safari DICOR 2.2 VX 4x4,Tata,2
Mumbai,2013,Diesel,Automatic,First,8.2,2993.0,245.0,29.0,3 Series 330d Convertible,BMW,4
Kolkata,2014,Petrol,Manual,First,16.47,1198.0,74.0,4.11,Polo 1.2 MPI Highline,Volkswagen,0
Coimbatore,2015,Petrol,Manual,First,18.5,1197.0,82.9,5.37,i20 Magna Optional 1.2,Hyundai,1
Mumbai,2013,Diesel,Manual,First,20.77,1248.0,88.8,6.55,Ertiga ZDI,Maruti,1
Chennai,2015,Petrol,Manual,First,17.4,1497.0,117.3,7.0,City i VTEC V,Honda,1
Mumbai,2014,Petrol,Manual,First,17.0,1497.0,118.0,5.48,City 1.5 S MT,Honda,1
Kochi,2013,Diesel,Automatic,First,16.96,1968.0,138.03,6.51,Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,2
Pune,2016,Diesel,Manual,First,25.8,1498.0,98.6,5.15,Amaze VX i-DTEC,Honda,1
Hyderabad,2013,Diesel,Manual,Second,15.1,2179.0,140.0,9.0,XUV500 W8 2WD,Mahindra,2
Mumbai,2008,Petrol,Automatic,Second,14.53,1798.0,138.1,2.75,Corolla Altis VL,Toyota,2
Pune,2005,Petrol,Manual,Second,17.0,1086.0,113.25304969366915,1.2,Santro Xing XL eRLX Euro III,Hyundai,1
Bangalore,2012,Diesel,Automatic,First,22.69,1995.0,190.0,12.5,3 Series 320d,BMW,3
Kochi,2017,Diesel,Manual,First,23.0,1498.0,98.96,7.69,EcoSport 1.5 Diesel Trend,Ford,1
Kochi,2013,Petrol,Manual,First,18.5,1197.0,82.85,4.57,i20 Asta Optional with Sunroof 1.2,Hyundai,1
Mumbai,2013,Petrol,Automatic,First,16.8,1497.0,118.0,4.5,City 1.5 S AT,Honda,1
Hyderabad,2015,Diesel,Manual,First,23.2,1248.0,73.94,4.9,Ritz VDI (ABS) BS IV,Maruti,0
Kolkata,2008,Petrol,Manual,First,19.81,1086.0,68.05,1.65,i10 Era 1.1,Hyundai,0
Mumbai,2015,Petrol,Manual,First,18.2,1199.0,82.4,3.25,Sail 1.2 LS,Chevrolet,1
Chennai,2012,Diesel,Manual,First,22.32,1582.0,126.32,6.25,Verna 1.6 SX CRDi (O),Hyundai,1
Kochi,2018,Petrol,Manual,First,15.8,1591.0,121.3,12.13,Creta 1.6 SX Option,Hyundai,1
Jaipur,2013,Petrol,Manual,First,18.2,1199.0,82.4,3.25,Sail 1.2 LS,Chevrolet,1
Hyderabad,2013,Diesel,Automatic,First,14.16,1968.0,174.3,29.0,Q5 2.0 TDI,Audi,3
Kochi,2013,Petrol,Manual,First,17.0,1497.0,118.0,5.53,City 1.5 V MT Exclusive,Honda,1
Hyderabad,2017,Petrol,Manual,First,17.0,1497.0,121.36,8.75,EcoSport 1.5 Petrol Titanium,Ford,1
Bangalore,2014,Diesel,Automatic,Second,12.07,2967.0,241.4,37.9,Q7 3.0 TDI Quattro Premium Plus,Audi,4
Delhi,2010,Petrol,Manual,First,20.36,1197.0,78.9,2.4,i10 Magna 1.2,Hyundai,0
Chennai,2014,Petrol,Manual,First,17.0,1197.0,80.0,4.55,i20 1.2 Asta,Hyundai,0
Delhi,2011,Petrol,Manual,Second,17.5,1197.0,85.8,2.65,Swift Dzire 1.2 Vxi BSIV,Maruti,1
Pune,2017,Diesel,Manual,Second,25.0,1396.0,69.0,1.6,Indica V2 eLX,Tata,0
Coimbatore,2012,Diesel,Automatic,Second,16.2,2993.0,235.0,25.72,5 Series 2010-2013 530d,BMW,4
Ahmedabad,2013,Diesel,Manual,First,22.9,1248.0,74.0,4.15,Swift VDI,Maruti,0
Jaipur,2018,Petrol,Manual,First,19.0,1194.0,94.68,7.23,Freestyle Titanium Plus Petrol,Ford,1
Bangalore,2008,Petrol,Manual,Second,13.9,1599.0,103.2,2.6,Verna XXi ABS (Petrol),Hyundai,1
Mumbai,2008,Diesel,Automatic,Second,16.07,1995.0,181.0,7.25,3 Series 320d Highline,BMW,3
Kochi,2017,Diesel,Manual,First,12.8,2494.0,102.0,14.29,Innova 2.5 G4 Diesel 8-seater,Toyota,1
Hyderabad,2011,Diesel,Automatic,Second,14.94,2143.0,204.0,17.25,New C-Class C 250 CDI Elegance,Mercedes-Benz,3
Pune,2013,Diesel,Manual,First,22.54,1582.0,126.2,7.5,Elantra 1.6 SX,Hyundai,1
Hyderabad,2014,Diesel,Manual,First,23.2,1248.0,73.94,4.35,Ritz ZDi,Maruti,0
Pune,2016,Diesel,Manual,First,24.3,1248.0,88.5,8.9,Vitara Brezza ZDi Plus Dual Tone,Maruti,1
Kolkata,2016,Petrol,Manual,Second,19.1,1197.0,82.0,3.5,Xcent 1.2 Kappa S,Hyundai,1
Kolkata,2014,Diesel,Manual,First,26.0,1498.0,98.6,6.1,City i DTEC V,Honda,1
Mumbai,2016,Petrol,Manual,First,25.17,799.0,53.3,3.2,KWID RXT,Renault,0
Jaipur,2014,Diesel,Manual,First,23.59,1364.0,67.06,4.9,Etios Cross 1.4L VD,Toyota,0
Kochi,2015,Petrol,Manual,First,24.07,998.0,67.1,3.69,Alto K10 VXI,Maruti,0
Chennai,2016,Petrol,Manual,First,23.84,1199.0,84.0,3.98,Tiago 1.2 Revotron XM Option,Tata,1
Kolkata,2013,Diesel,Manual,First,21.9,1396.0,90.0,2.95,i20 1.4 CRDi Magna,Hyundai,1
Kochi,2014,Diesel,Automatic,First,16.55,1968.0,147.51,15.21,A4 2.0 TDI,Audi,2
Hyderabad,2015,Diesel,Manual,First,28.4,1248.0,74.0,6.3,Swift VDI,Maruti,0
Kochi,2017,Petrol,Manual,First,17.0,1198.0,73.75,6.69,Ameo 1.2 MPI Highline,Volkswagen,0
Mumbai,2017,Petrol,Automatic,First,16.0,1497.0,117.3,9.5,BRV i-VTEC V CVT,Honda,1
Mumbai,2009,Petrol,Manual,First,17.0,1197.0,80.0,2.65,i20 Asta,Hyundai,0
Ahmedabad,2012,Diesel,Manual,First,14.66,2199.0,194.3,7.5,Santa Fe 4X4,Hyundai,3
Kochi,2018,Petrol,Automatic,First,23.1,998.0,67.04,5.63,Celerio ZXI Optional AMT,Maruti,0
Coimbatore,2018,Petrol,Manual,First,15.8,1591.0,121.3,11.78,Creta 1.6 SX,Hyundai,1
Hyderabad,2004,Diesel,Manual,Second,17.88,1396.0,52.8,0.85,Indica V2 DL BSIII,Tata,0
Mumbai,2011,Petrol,Manual,First,15.04,1598.0,103.6,3.35,Vento Petrol Highline,Volkswagen,1
Kochi,2015,Petrol,Manual,First,23.1,998.0,67.04,4.11,Celerio VXI,Maruti,0
Ahmedabad,2015,Diesel,Automatic,First,17.9,2143.0,136.0,25.51,CLA 200 D Sport Edition,Mercedes-Benz,2
Jaipur,2017,Petrol,Manual,First,22.74,796.0,47.3,3.1,Alto 800 LXI,Maruti,0
Delhi,2018,Diesel,Automatic,First,10.91,3198.0,197.0,33.5,Endeavour 3.2 Titanium AT 4X4,Ford,3
Kolkata,2017,Petrol,Manual,First,17.57,1193.0,88.7,4.8,Zest Revotron 1.2T XE,Tata,1
Kolkata,2014,Petrol,Manual,First,16.09,1598.0,103.5,3.49,Vento 1.6 Comfortline,Volkswagen,1
Mumbai,2012,Petrol,Manual,Second,17.5,1373.0,91.1,5.15,Ertiga ZXI,Maruti,1
Mumbai,2011,Diesel,Automatic,First,14.0,2987.0,224.0,14.41,M-Class ML 350 CDI Corporate,Mercedes-Benz,4
Mumbai,2014,Petrol,Manual,First,16.2,1199.0,74.0,4.75,Polo 1.2 MPI Highline,Volkswagen,0
Jaipur,2015,Diesel,Automatic,First,12.55,2982.0,168.5,19.0,Fortuner 4x2 AT,Toyota,2
Hyderabad,2017,Petrol,Manual,First,23.1,998.0,67.04,4.9,Celerio VXI,Maruti,0
Chennai,2008,Diesel,Automatic,Second,16.07,1995.0,181.0,6.3,3 Series 320d Corporate Edition,BMW,3
Jaipur,2006,Petrol,Manual,Second,16.9,1497.0,100.0,2.4,City ZX VTEC,Honda,1
