Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Model,Brand
Bangalore,2015,53000,Petrol,Manual,First,18.6,1197,5,5.5,i20 Magna 1.2,Hyundai
Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582,5,13.3,Creta 1.6 CRDi SX,Hyundai
Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968,5,23.0,Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi
Mumbai,2018,11000,Petrol,Manual,First,24.7,796,5,3.35,Alto 800 2016-2019 LXI,Maruti
Chennai,2012,115000,Diesel,Automatic,Third,15.06,1995,5,10.0,X1 sDrive 20d Exclusive,BMW
Delhi,2013,63265,Petrol,Manual,First,20.36,1197,5,2.95,i10 Magna,Hyundai
Pune,2016,20000,Diesel,Manual,First,21.66,1498,5,6.75,Ameo 1.5 TDI Highline,Volkswagen
Pune,2010,79000,Petrol,Manual,Third,16.47,1198,5,2.44,Polo Petrol Highline 1.2L,Volkswagen
Mumbai,2015,41000,Petrol,Manual,First,20.73,1373,5,5.85,Ciaz VXi Plus,Maruti
Kochi,2015,26323,Petrol,Automatic,First,17.21,1197,5,7.4,Polo GT TSI,Volkswagen
Pune,2016,76000,Diesel,Manual,First,24.4,1120,5,3.8,Xcent 1.1 CRDi Base,Hyundai
Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799,5,3.8,Civic 2006-2010 1.8 S MT,Honda
Kolkata,2008,69000,Petrol,Manual,First,17.7,1497,5,2.7,City ZX GXi,Honda
Jaipur,2016,65000,Diesel,Manual,First,15.96,2523,7,7.21,Bolero ZLX,Mahindra
Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497,5,7.9,City i VTEC V,Honda
Kolkata,2017,51000,Diesel,Manual,First,25.4,1186,5,4.2,Xcent 1.2 CRDi S,Hyundai
Mumbai,2014,58003,Diesel,Manual,First,19.01,1461,5,5.75,Duster 110PS Diesel RxL,Renault
Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998,5,3.45,A-Star AT VXI,Maruti
Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968,5,25.75,A4 2.0 TDI 177 Bhp Premium Plus,Audi
Coimbatore,2018,46811,Diesel,Manual,First,16.0,2179,7,16.59,XUV500 W8 2WD,Mahindra
Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198,5,4.69,Pulse Petrol RxZ,Renault
Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995,5,7.5,3 Series 320d,BMW
Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393,7,16.5,Innova Crysta 2.4 GX MT,Toyota
Kolkata,2009,31423,Petrol,Manual,First,17.0,1497,5,1.99,City 1.5 S MT,Honda
Chennai,2014,75180,Diesel,Manual,First,22.9,1248,5,5.25,Swift VDI,Maruti
Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461,5,5.4,Duster 110PS Diesel RxZ Plus,Renault
Mumbai,2014,15000,Petrol,Manual,First,16.47,1198,5,3.9,Polo 1.2 MPI Comfortline,Volkswagen
Mumbai,2015,12000,Petrol,Manual,First,17.19,1197,5,5.8,i20 Active 1.2 S,Hyundai
Pune,2014,32000,Diesel,Automatic,First,18.12,1995,5,30.5,5 Series 2013-2017 520d Luxury Line,BMW
Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248,5,5.6,Swift Dzire LDI,Maruti
Jaipur,2015,39437,Diesel,Manual,First,28.4,1248,5,5.15,Swift LDI,Maruti
Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582,5,9.48,Verna 1.6 CRDI AT SX Option,Hyundai
Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624,4,2.38,Nano XTA,Tata
Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298,5,3.8,Swift Dzire LXi,Maruti
Delhi,2015,45000,Petrol,Manual,Second,18.6,1197,5,5.5,i20 Asta Option 1.2,Hyundai
Hyderabad,2010,85155,Petrol,Manual,First,17.0,1197,5,3.55,i20 1.2 Sportz,Hyundai
Mumbai,2015,48823,Petrol,Manual,First,20.73,1373,5,6.35,Ciaz ZXi,Maruti
Delhi,2015,37000,Diesel,Automatic,First,12.7,2179,5,36.0,Rover Range Rover 2.2L Prestige,Land
Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405,5,1.1,Indigo LX BSII,Tata
Mumbai,2014,36000,Petrol,Manual,First,17.57,1193,5,3.7,Zest Revotron 1.2T XM,Tata
Delhi,2016,24569,Diesel,Manual,First,16.0,1997,7,13.5,XUV500 W10 1.99 mHawk,Mahindra
Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2354,5,2.85,Accord 2.4 AT,Honda
Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624,4,2.13,Nano Twist XT,Tata
Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582,5,7.75,Elantra CRDi S,Hyundai
Chennai,2017,100400,Diesel,Manual,First,25.0,1396,5,2.85,Indica V2 eLS,Tata
Jaipur,2014,76414,Diesel,Manual,First,25.8,1498,5,4.95,Amaze S i-Dtech,Honda
Kochi,2012,82103,Diesel,Manual,First,15.1,2179,7,6.2,XUV500 W8 2WD,Mahindra
Pune,2013,98000,Diesel,Automatic,First,18.56,1995,5,17.5,X3 xDrive 20d Expedition,BMW
Pune,2010,45252,Petrol,Manual,First,18.9,1197,5,2.25,Grand i10 1.2 Kappa Magna,Hyundai
Delhi,2017,10300,Petrol,Manual,First,21.4,1197,5,6.75,Baleno Zeta 1.2,Maruti
Kochi,2016,42024,Diesel,Automatic,First,19.08,1582,5,9.73,Verna 1.6 CRDi AT SX,Hyundai
Kochi,2018,51236,Diesel,Manual,First,25.47,1248,7,8.49,Ertiga VDI,Maruti
Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598,4,25.0,Cooper S Carbon Edition,Mini
Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248,5,5.59,Ritz ZDi,Maruti
Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896,5,4.8,Laura L n K 1.9 PD AT,Skoda
Delhi,2014,69000,Diesel,Manual,First,22.7,1498,5,5.45,Ecosport 1.5 DV5 MT Titanium Optional,Ford
Pune,2017,10000,Petrol,Manual,First,18.6,1197,5,6.5,i20 2015-2017 Sportz 1.2,Hyundai
Chennai,2015,16000,Petrol,Manual,First,19.4,1198,5,4.35,Brio E MT,Honda
Kolkata,2013,46992,Diesel,Manual,First,25.8,1498,5,3.75,Amaze S i-Dtech,Honda
Pune,2010,170000,Diesel,Automatic,Third,18.48,1995,5,12.0,5 Series 2003-2012 520d,BMW
Delhi,2014,58000,Diesel,Automatic,First,12.07,2967,7,32.0,Q7 3.0 TDI Quattro Premium Plus,Audi
Jaipur,2015,50000,Diesel,Manual,Second,24.0,1120,5,4.0,Grand i10 CRDi Magna,Hyundai
Kolkata,2011,39010,Diesel,Manual,First,23.08,1461,5,2.6,Micra Diesel XV,Nissan
Jaipur,2016,26946,Petrol,Manual,First,18.9,1197,5,4.45,Grand i10 Sportz,Hyundai
Pune,2015,28700,Petrol,Manual,First,21.1,814,5,2.6,EON Era,Hyundai
Chennai,2011,60000,Petrol,Automatic,First,11.74,1796,5,16.0,New C-Class C250 Avantgarde,Mercedes-Benz
Delhi,2014,38999,Diesel,Automatic,First,12.7,2179,5,32.5,Rover Range Rover 2.2L Pure,Land
Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696,7,13.85,Ssangyong Rexton RX7,Mahindra
Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373,5,8.76,Ciaz 1.4 Delta,Maruti
Kochi,2014,45710,Petrol,Automatic,First,11.8,3498,7,23.68,R-Class R350 4Matic Long,Mercedes-Benz
Chennai,2017,42000,Petrol,Automatic,First,22.0,1197,5,5.5,Dzire AMT VXI,Maruti
Kolkata,2013,57000,Diesel,Manual,First,19.01,1461,5,4.99,Duster 110PS Diesel RxZ,Renault
Chennai,2013,85350,Diesel,Manual,Second,22.32,1582,5,5.7,Verna 1.6 SX,Hyundai
Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798,5,11.99,Corolla Altis 1.8 VL CVT,Toyota
Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995,5,29.99,3 Series Sport,BMW
Chennai,2018,13900,Petrol,Manual,First,18.88,1499,5,9.5,EcoSport 1.5 Ti VCT MT Signature,Ford
Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248,5,5.5,Swift VDI BSIV,Maruti
Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199,7,23.0,Santa Fe 4x4 AT,Hyundai
Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396,5,2.95,Indica V2 DLS,Tata
Kochi,2015,58397,Diesel,Manual,First,24.0,1120,5,4.9,Grand i10 CRDi Sportz,Hyundai
Delhi,2016,30000,Petrol,Automatic,First,22.5,998,5,4.25,Wagon R VXI AMT,Maruti
Kochi,2018,29907,Diesel,Manual,First,16.0,2179,7,16.36,XUV500 W10 2WD,Mahindra
Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,5,9.95,A4 2.0 TDI,Audi
Bangalore,2012,65000,Diesel,Manual,First,20.54,1598,5,5.5,Vento Diesel Highline,Volkswagen
Delhi,2016,22000,Diesel,Manual,First,24.3,1248,5,8.25,Vitara Brezza ZDi Plus Dual Tone,Maruti
Chennai,2002,99024,Petrol,Manual,First,17.3,993,5,0.95,Zen LX,Maruti
Kochi,2016,34952,Petrol,Manual,First,19.81,1086,5,4.01,i10 Era,Hyundai
Kochi,2019,13913,Petrol,Manual,First,17.5,1199,5,8.2,WR-V Edge Edition i-VTEC S,Honda
Chennai,2014,71000,Diesel,Manual,Second,25.1,1498,5,6.2,City i DTEC VX,Honda
Chennai,2012,97000,Diesel,Automatic,First,11.5,2982,7,16.75,Fortuner 4x2 4 Speed AT,Toyota
Delhi,2017,21000,Diesel,Automatic,First,16.0,2179,7,16.5,XUV500 AT W10 FWD,Mahindra
Mumbai,2007,116000,Diesel,Manual,Third,10.9,2499,7,3.75,Endeavour XLT TDCi 4X4,Ford
Kolkata,2012,110438,Diesel,Manual,First,20.0,1399,5,3.5,Figo Diesel ZXI,Ford
Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199,5,5.43,Jazz 1.2 V CVT i VTEC,Honda
Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198,7,30.35,Endeavour 3.2 Titanium AT 4X4,Ford
Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498,5,7.99,Sunny XL CVT,Nissan
Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896,5,3.59,Octavia Ambiente 1.9 TDI MT,Skoda
Chennai,2012,82697,Diesel,Manual,First,25.44,936,5,1.9,Beat Diesel LT,Chevrolet
Chennai,2009,135000,Petrol,Automatic,First,12.1,2362,5,4.7,Camry W2 (AT),Toyota
Chennai,2012,149000,Diesel,Manual,First,19.01,1461,5,7.25,Duster 110PS Diesel RxZ,Renault
Kochi,2016,26212,Diesel,Automatic,First,17.9,2143,5,24.46,GLA Class 200 d Style,Mercedes-Benz
Pune,2014,23500,Petrol,Manual,Second,17.57,1193,5,3.9,Zest Revotron 1.2T XMS,Tata
Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197,5,5.15,i20 1.2 Magna,Hyundai
Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197,5,3.65,Wagon R VXI AMT1.2,Maruti
Kolkata,2016,26000,Diesel,Manual,First,25.4,1186,5,5.0,Xcent 1.2 CRDi S,Hyundai
Kolkata,2009,42000,Petrol,Manual,First,17.0,1497,5,2.3,City 1.5 S MT,Honda
Pune,2001,130000,Petrol,Manual,Second,13.2,1495,5,0.75,Accent GLE,Hyundai
Kochi,2009,137148,Petrol,Manual,Second,13.9,1599,5,1.85,Verna Xi (Petrol),Hyundai
Kolkata,2010,114703,Petrol,Manual,First,15.6,1196,5,1.8,Figo Petrol ZXI,Ford
Kochi,2014,97439,Diesel,Manual,First,25.8,1498,5,4.41,Amaze S i-Dtech,Honda
Chennai,2006,40000,Petrol,Manual,First,18.9,998,5,2.0,Wagon R LX BSII,Maruti
Hyderabad,2014,81609,Diesel,Manual,First,17.8,1248,5,5.55,Swift VDI BSIV,Maruti
Bangalore,2014,28000,Diesel,Automatic,First,13.0,2987,5,31.75,E-Class Facelift,Mercedes-Benz
Bangalore,2015,37500,Diesel,Automatic,First,17.68,1968,5,32.0,A6 2011-2015 35 TDI Technology,Audi
Hyderabad,2010,37000,Diesel,Automatic,First,13.5,2987,5,21.0,S Class 2005 2013 S 350 CDI,Mercedes-Benz
Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1248,5,2.75,Swift Dzire LDi,Maruti
Coimbatore,2005,79012,Petrol,Manual,First,13.4,1794,5,2.64,Corolla H2,Toyota
Kochi,2018,27395,Diesel,Manual,First,15.4,2179,7,14.19,Scorpio S10 7 Seater,Mahindra
Jaipur,2017,35362,Petrol,Manual,First,22.5,998,5,3.85,Wagon R VXI,Maruti
Delhi,2014,117000,Diesel,Manual,First,13.0,2982,7,15.5,Fortuner 4x2 Manual,Toyota
Mumbai,2010,23000,Petrol,Manual,First,18.2,1061,5,1.9,Zen Estilo 1.1 LX BSIII,Maruti
Kochi,2014,59508,Petrol,Manual,First,25.4,624,4,1.26,Nano CX,Tata
Chennai,2009,69000,Petrol,Manual,Second,18.5,1197,5,2.4,i20 Magna,Hyundai
Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995,5,11.5,3 Series 320d,BMW
Jaipur,2014,88511,Diesel,Manual,First,16.0,2179,7,8.25,XUV500 W6 2WD,Mahindra
Pune,2011,66000,Petrol,Manual,First,15.8,1598,5,2.75,Vento IPL II Petrol Trendline,Volkswagen
Delhi,2009,65000,Petrol,Manual,Second,17.5,1198,5,1.4,Fabia 1.2 MPI Classic,Skoda
Coimbatore,2015,30676,Petrol,Manual,First,25.4,624,4,2.9,Nano Twist XT,Tata
Chennai,2011,76000,Diesel,Manual,First,20.0,1399,5,2.4,Figo Diesel EXI,Ford
Pune,2013,23627,Petrol,Automatic,First,14.8,1598,5,4.75,Vento IPL II Petrol Highline AT,Volkswagen
Kochi,2018,52827,Diesel,Automatic,First,12.7,2179,5,44.76,Rover Range Rover HSE Dynamic,Land
Kochi,2015,64465,Diesel,Manual,First,26.0,1498,5,6.22,City i DTEC SV,Honda
Chennai,2018,14000,Petrol,Automatic,First,22.5,999,5,4.5,KWID Climber 1.0 AMT,Renault
Mumbai,2015,26000,Petrol,Manual,First,18.9,1197,5,4.25,Grand i10 Asta Option,Hyundai
Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1991,4,5.5,Cruze LTZ AT,Chevrolet
Mumbai,2017,27000,Diesel,Manual,First,22.54,1396,5,6.95,i20 1.4 Asta,Hyundai
Coimbatore,2018,31919,Petrol,Automatic,First,24.07,998,5,4.56,Alto K10 VXI AGS,Maruti
Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582,5,13.82,Creta 1.6 SX Option Diesel,Hyundai
Mumbai,2016,17362,Petrol,Manual,First,18.0,1198,5,5.65,Amaze VX i-Vtech,Honda
Kochi,2016,49716,Diesel,Manual,First,21.19,1396,5,6.2,i20 Active 1.4 SX Dual Tone,Hyundai
Delhi,2014,48000,Petrol,Manual,First,23.1,998,5,3.25,Celerio VXI,Maruti
Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968,5,8.5,A4 2.0 TDI,Audi
Bangalore,2016,79000,Diesel,Manual,First,24.8,1396,5,7.25,Verna 1.4 CRDi,Hyundai
Pune,2013,57000,Diesel,Manual,First,21.8,1461,5,4.61,Fluence Diesel E4,Renault
Delhi,2016,29754,Petrol,Manual,First,16.2,1199,5,5.3,Polo 1.2 MPI Highline,Volkswagen
Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1405,5,1.9,Indigo LX,Tata
Kochi,2012,57184,Petrol,Manual,First,20.36,1197,5,3.09,i10 Sportz,Hyundai
Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993,5,9.5,7 Series 730Ld Sedan,BMW
Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582,5,12.65,Creta 1.6 CRDi AT SX Plus,Hyundai
Delhi,2016,22129,Petrol,Manual,First,18.9,1197,5,4.25,Grand i10 Magna,Hyundai
Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248,5,2.95,Ritz VDi,Maruti
Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179,8,3.45,Scorpio 2.6 SLX CRDe,Mahindra
Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086,5,3.3,i10 Era,Hyundai
Hyderabad,2014,90000,Diesel,Manual,First,14.0,2179,7,8.0,Safari Storme 2012-2015 VX,Tata
Kolkata,2009,59000,Petrol,Manual,First,13.5,1799,5,2.71,Civic 2006-2010 1.8 V MT,Honda
Hyderabad,2012,59293,Petrol,Manual,First,18.2,998,5,2.7,Zen Estilo LXI BSIII,Maruti
Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248,5,4.5,Swift Dzire VDI,Maruti
Delhi,2015,40000,Diesel,Manual,Second,13.0,2982,7,18.75,Fortuner 4x2 Manual,Toyota
Pune,2014,103000,Diesel,Manual,Second,28.4,1248,5,5.25,Swift VDI,Maruti
Pune,2017,48000,Diesel,Manual,First,28.4,1248,5,6.0,Dzire LDI,Maruti
Kolkata,2014,41000,Petrol,Manual,First,18.9,1197,5,3.14,Grand i10 Asta,Hyundai
Jaipur,2016,26000,Petrol,Manual,First,25.17,799,5,2.55,KWID RXL,Renault
Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193,5,2.3,Indigo CS eGLX BS IV,Tata
Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399,5,5.65,Figo Diesel Titanium,Ford
Kochi,2015,47877,Diesel,Automatic,First,15.15,2967,5,48.22,Cayenne 2009-2014 Diesel,Porsche
Jaipur,2016,35000,Petrol,Manual,First,24.07,998,5,3.0,Alto K10 VXI,Maruti
Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498,5,7.5,Vento 1.5 TDI Highline,Volkswagen
Bangalore,2005,90000,Diesel,Manual,First,10.5,2179,8,2.6,Scorpio 2.6 SLX CRDe,Mahindra
Chennai,2009,122000,Petrol,Manual,Second,17.0,1497,5,3.5,City 1.5 V MT,Honda
Kochi,2016,21110,Petrol,Automatic,First,17.44,1998,4,28.95,Cooper 3 DOOR S,Mini
Pune,2015,78000,Diesel,Automatic,First,13.5,2477,6,15.0,Pajero Sport 4X4 AT,Mitsubishi
Jaipur,2012,72000,Diesel,Manual,First,19.3,1248,5,4.25,Swift Dzire VDi,Maruti
Pune,2013,43486,Diesel,Manual,First,20.77,1248,7,6.6,Ertiga VDI,Maruti
Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494,7,5.2,Innova 2.5 G4 Diesel 7-seater,Toyota
Chennai,2010,34000,Petrol,Manual,First,11.7,1796,5,10.0,New C-Class C 200 Kompressor Elegance MT,Mercedes-Benz
Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143,5,35.0,New C-Class C 220 CDI BE Avantgare,Mercedes-Benz
Mumbai,2017,30000,Diesel,Manual,First,22.7,1498,5,8.75,Ecosport 1.5 DV5 MT Titanium Optional,Ford
Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197,5,4.57,Etios Liva 1.2 G,Toyota
Delhi,2012,62000,Petrol,Manual,First,20.36,1197,5,2.5,i10 Magna 1.2,Hyundai
Kochi,2014,59885,Diesel,Automatic,First,12.39,2179,5,20.11,Rover Freelander 2 SE,Land
Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494,8,7.8,Innova 2.5 V Diesel 8-seater,Toyota
Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197,5,3.61,i20 1.2 Magna,Hyundai
Pune,2007,72000,Petrol,Manual,Second,17.0,1086,5,1.11,Santro Xing XO eRLX Euro II,Hyundai
Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198,5,4.6,Micra XV CVT,Nissan
Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497,5,5.25,City 1.5 V AT,Honda
Delhi,2013,45000,Diesel,Manual,Second,25.8,1498,5,3.3,Amaze E i-Dtech,Honda
Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982,7,17.75,Fortuner 3.0 Diesel,Toyota
Delhi,2016,70000,Diesel,Automatic,First,12.97,2179,5,35.0,Rover Discovery Sport SD4 HSE Luxury,Land
Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582,5,13.39,Creta 1.6 CRDi SX,Hyundai
Chennai,2012,81000,Diesel,Manual,First,25.44,936,5,2.5,Beat Diesel LT,Chevrolet
Kochi,2017,20789,Diesel,Automatic,First,11.36,2755,7,18.36,Innova Crysta 2.8 GX AT,Toyota
Jaipur,2015,68310,Diesel,Manual,First,23.4,1248,5,5.95,Swift Dzire VDI,Maruti
Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582,5,11.0,Creta 1.6 CRDi SX Option,Hyundai
Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498,5,6.3,Amaze VX i-DTEC,Honda
Kochi,2017,17702,Petrol,Manual,First,15.29,1591,5,11.94,Creta 1.6 SX Plus Dual Tone Petrol,Hyundai
Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197,5,5.95,Vento Sport 1.2 TSI AT,Volkswagen
Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498,5,11.0,City i DTec VX,Honda
Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591,5,12.53,Creta 1.6 SX Plus Dual Tone Petrol,Hyundai
Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399,5,3.75,Figo Diesel Titanium,Ford
Pune,2014,88000,Diesel,Automatic,First,14.69,2993,5,27.0,5 Series 2013-2017 530d M Sport,BMW
Pune,2012,116000,Diesel,Manual,First,10.5,2835,6,9.95,Pajero 2.8 SFX 7Str,Mitsubishi
Jaipur,2013,156000,Diesel,Manual,First,19.87,1461,5,4.2,Duster 85PS Diesel RxL Option,Renault
Delhi,2010,75319,Petrol,Manual,Second,21.1,1197,5,2.0,Ritz VXI,Maruti
Kolkata,2013,28000,Petrol,Manual,First,18.9,1197,5,3.25,Grand i10 Sportz,Hyundai
Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143,5,34.0,GLA Class 200 CDI SPORT,Mercedes-Benz
Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995,5,30.37,5 Series 520d Luxury Line,BMW
Kochi,2018,32854,Petrol,Automatic,First,13.0,1591,5,12.6,Creta 1.6 SX Plus Petrol Automatic,Hyundai
Kochi,2019,6568,Petrol,Manual,First,25.17,799,5,5.09,KWID RXT Optional,Renault
Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967,5,24.5,A4 3.0 TDI Quattro,Audi
Kochi,2018,17804,Diesel,Manual,Second,28.09,1248,5,7.97,Ciaz VDI SHVS,Maruti
Delhi,2011,69768,Petrol,Manual,First,16.0,1198,5,2.9,Jazz S,Honda
Kochi,2016,62404,Diesel,Automatic,First,22.69,1995,5,21.33,3 Series 320d Luxury Line,BMW
Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582,5,6.5,Verna SX CRDi AT,Hyundai
Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396,5,12.15,Creta 1.4 CRDi S Plus,Hyundai
Kolkata,2014,17000,Petrol,Manual,First,15.04,1598,5,4.25,Vento 2013-2015 1.6 Comfortline,Volkswagen
Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995,5,35.84,3 Series Luxury Line,BMW
Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997,5,3.0,CR-V Petrol 2WD,Honda
Chennai,2012,80000,Diesel,Manual,First,19.72,1461,5,6.75,Duster 110PS Diesel RxZ AWD,Renault
Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197,5,5.65,i20 Asta 1.2,Hyundai
Pune,2013,58000,Diesel,Automatic,Second,16.96,1968,5,7.5,Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen
Kochi,2018,35480,Diesel,Manual,First,19.67,1582,5,13.34,Creta 1.6 SX Plus Diesel,Hyundai
Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248,5,7.9,Ciaz VDI SHVS,Maruti
Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396,5,6.98,i20 Asta 1.4 CRDi,Hyundai
Mumbai,2014,9200,Petrol,Manual,First,17.01,1591,5,5.75,Verna 1.6 SX VTVT,Hyundai
Kolkata,2012,55339,Diesel,Manual,First,22.07,1199,5,2.65,Polo Diesel Trendline 1.2L,Volkswagen
Kolkata,2011,55476,Diesel,Manual,First,22.07,1199,5,2.49,Polo Diesel Trendline 1.2L,Volkswagen
Pune,2007,68553,Petrol,Manual,Second,15.0,1586,5,1.5,SX4 Vxi BSIII,Maruti
Kochi,2016,67376,Diesel,Manual,First,24.5,1498,7,6.5,Mobilio RS Option i DTEC,Honda
Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461,5,8.0,Duster 110PS Diesel RxZ Plus,Renault
Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755,7,30.85,Fortuner 2.8 2WD AT,Toyota
Kochi,2014,93144,Diesel,Automatic,First,14.7,1984,5,17.15,XC60 D4 SUMMUM,Volvo
Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998,5,4.55,Celerio VXI AT,Maruti
Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248,5,7.4,Ciaz ZDi Plus,Maruti
Kochi,2013,12467,Diesel,Automatic,First,12.8,1968,5,25.64,Q5 2008-2012 2.0 TDI,Audi
Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995,5,13.5,X1 sDrive 20d Sportline,BMW
Bangalore,2013,38000,Petrol,Manual,First,15.6,1196,5,3.55,Figo Petrol ZXI,Ford
Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582,5,15.0,Elantra CRDi SX,Hyundai
Pune,2007,80000,Petrol,Manual,Second,13.9,1599,5,1.95,Verna 1.6 i ABS,Hyundai
Pune,2006,125000,Petrol,Manual,Second,13.5,1799,5,2.3,Civic 2006-2010 1.8 S MT,Honda
Chennai,2013,123000,Diesel,Manual,Second,12.55,2982,7,15.0,Fortuner 4x4 MT,Toyota
Chennai,2012,70000,Petrol,Manual,First,20.36,1197,5,3.15,i10 Sportz,Hyundai
Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461,5,5.0,Sunny 2011-2014 Diesel XL,Nissan
Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995,5,24.75,5 Series 2013-2017 520d Luxury Line,BMW
Pune,2008,83000,Diesel,Manual,Second,16.52,1991,5,2.6,Optra Magnum 2.0 LT,Chevrolet
Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197,5,3.75,i10 Asta,Hyundai
Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896,5,4.85,Laura Ambiente,Skoda
Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148,5,27.0,E-Class 2009-2013 E 220 CDI Avantgarde,Mercedes-Benz
Kolkata,2014,84677,Diesel,Manual,First,25.8,1498,5,3.0,Amaze SX i-DTEC,Honda
Delhi,2017,23000,Diesel,Automatic,First,20.68,1995,5,28.75,X1 xDrive 20d xLine,BMW
Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494,8,14.49,Innova 2.5 G (Diesel) 8 Seater,Toyota
Chennai,2012,70000,Diesel,Manual,Second,22.71,1461,5,4.0,Sunny XV D,Nissan
Delhi,2015,40000,Diesel,Manual,Second,26.59,1248,5,4.5,Swift Dzire LDI,Maruti
Mumbai,2019,600,Petrol,Automatic,First,21.5,1197,5,6.25,Wagon R ZXI AMT 1.2,Maruti
