Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,power/horse
Chennai,Petrol,Automatic,First,13.7,5,26.0,Mercedes-Benz,GLA Class 200 Sport Edition,10,9.191361125062784
Coimbatore,Diesel,Manual,First,16.55,6,9.66,Mahindra,Thar CRDe,9,4.2033626901521215
Bangalore,Diesel,Manual,Second,19.01,5,6.85,Renault,Duster 110PS Diesel RxZ,13,7.42299794661191
Coimbatore,Diesel,Automatic,First,12.8,5,23.68,Audi,Q5 2008-2012 2.0 TDI,13,8.516260162601625
Delhi,Diesel,Automatic,Second,12.39,5,15.75,Land,Rover Freelander 2 SE,13,6.7696190913262955
Pune,Diesel,Manual,Third,20.54,5,3.5,Volkswagen,Vento Diesel Comfortline,14,6.483103879849812
Delhi,Petrol,Automatic,Second,11.62,5,6.99,BMW,5 Series 2003-2012 540i Sedan,20,10.27190332326284
Coimbatore,Diesel,Manual,First,22.7,5,15.57,Hyundai,Elantra CRDi SX,7,7.977243994943111
Coimbatore,Diesel,Manual,First,15.3,7,5.29,Tata,Sumo EX,11,2.8349120433017587
Chennai,Diesel,Automatic,First,11.7,5,20.0,BMW,X5 xDrive 30d,17,8.18576678917474
Mumbai,Petrol,Automatic,First,7.94,4,47.5,BMW,6 Series 630i Coupe,15,10.238907849829351
Chennai,Petrol,Manual,Second,18.9,5,1.22,Maruti,Alto Vxi 1.1,24,4.429783223374175
Chennai,Petrol,Manual,First,16.47,5,3.65,Volkswagen,Polo Petrol Comfortline 1.2L,14,6.168614357262104
Bangalore,Petrol,Manual,First,15.29,5,11.5,Hyundai,Creta 1.6 VTVT S,10,7.6241357636706475
Kochi,Petrol,Manual,First,24.07,5,3.46,Maruti,Alto K10 VXI,11,6.723446893787574
Coimbatore,Diesel,Manual,First,14.66,7,8.38,Hyundai,Santa Fe 4X4,13,8.835834470213735
Pune,Diesel,Manual,First,15.11,5,4.8,Volkswagen,Polo GT TDI,12,6.483103879849812
Pune,Diesel,Manual,Second,25.8,5,4.5,Honda,Amaze S i-Dtech,12,6.582109479305741
Chennai,Petrol,Manual,First,15.9,5,0.8,Maruti,Esteem Vxi,22,8.727033415483055
Kolkata,Diesel,Manual,First,22.9,5,3.95,Maruti,Swift VDI,12,5.929487179487179
Hyderabad,Diesel,Manual,First,20.5,5,3.65,Skoda,Rapid 1.6 TDI Ambition,14,6.476846057571965
Mumbai,Diesel,Automatic,First,11.0,5,10.0,Mercedes-Benz,E-Class 280 CDI,21,6.645463675929025
Delhi,Diesel,Manual,Second,12.05,8,4.0,Mahindra,Scorpio SLE BSIV,15,5.507113354749885
Hyderabad,Diesel,Manual,First,21.64,5,4.75,Nissan,Sunny 2011-2014 Diesel XL,14,5.804243668720054
Bangalore,Petrol,Manual,Second,17.5,5,3.1,Maruti,Swift Dzire VXi,17,6.610169491525424
Kochi,Petrol,Manual,First,21.1,5,3.61,Hyundai,EON Sportz,9,6.781326781326781
Coimbatore,Petrol,Manual,First,19.4,5,4.29,Honda,Brio S MT,11,7.245409015025041
Kolkata,Petrol,Manual,First,18.06,5,2.13,Nissan,Micra XV Primo,15,6.260434056761269
Mumbai,Petrol,Manual,First,19.7,5,1.1,Maruti,Alto LXi BSII,18,5.816582914572864
Hyderabad,Diesel,Automatic,First,22.69,5,13.95,BMW,3 Series 320d,15,9.523809523809524
Mumbai,Petrol,Manual,First,16.47,5,5.35,Volkswagen,Polo 1.2 MPI Highline,12,6.176961602671119
Hyderabad,Petrol,Manual,First,23.1,5,3.9,Maruti,Celerio LXI,12,6.717434869739479
Kolkata,Petrol,Manual,First,21.5,5,2.8,Maruti,Wagon R VXI 1.2,12,6.83375104427736
Mumbai,Diesel,Manual,First,26.21,5,8.75,Maruti,Ciaz ZDi Plus,10,7.091346153846153
Hyderabad,Diesel,Automatic,First,16.55,5,19.5,Audi,A4 2.0 TDI,13,7.495426829268292
Kolkata,Petrol,Manual,First,19.4,5,2.75,Honda,Brio S MT,13,7.245409015025041
Hyderabad,Diesel,Automatic,First,11.79,8,8.0,Mahindra,Scorpio VLX 2WD AT BSIV,13,5.507113354749885
Delhi,Diesel,Manual,First,26.0,5,5.7,Honda,City i DTEC V,12,6.582109479305741
Ahmedabad,Diesel,Automatic,First,17.05,5,12.5,BMW,X1 sDrive20d,14,9.223057644110275
Chennai,Petrol,Manual,Second,18.0,5,1.75,Chevrolet,Spark 1.0 LT,15,6.231155778894473
Chennai,Diesel,Manual,Second,20.0,5,1.9,Ford,Figo Diesel EXI,16,4.8606147248034315
Ahmedabad,Petrol,Manual,First,20.4,5,4.5,Maruti,Swift VXI BSIV,11,6.83375104427736
Mumbai,Diesel,Automatic,First,19.27,5,30.3,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,11,7.932804479701354
Hyderabad,Diesel,Automatic,First,19.3,5,16.0,Skoda,Octavia Elegance 2.0 TDI AT,12,7.164634146341463
Kochi,Diesel,Automatic,First,18.56,5,32.78,BMW,X3 xDrive20d xLine,9,9.523809523809524
Jaipur,Petrol,Manual,First,21.1,5,2.5,Hyundai,EON Era Plus,11,6.781326781326781
Hyderabad,Diesel,Automatic,First,18.25,5,43.0,Audi,A4 35 TDI Technology,9,9.539634146341463
Kochi,Petrol,Manual,First,18.16,5,5.38,Ford,Figo 2015-2019 1.2P Titanium MT,9,7.25752508361204
Hyderabad,Petrol,Manual,First,20.92,5,2.65,Maruti,Alto K10 2010-2014 VXI,13,6.723446893787574
Hyderabad,Petrol,Manual,First,24.7,5,3.3,Maruti,Alto 800 2016-2019 VXI,9,5.942211055276381
Hyderabad,Diesel,Automatic,First,19.27,5,34.0,Mercedes-Benz,New C-Class C 220 CDI Style,11,7.821745216985534
Chennai,Petrol,Manual,Third,20.3,5,0.7,Hyundai,Santro D Lite,25,6.261510128913445
Kochi,Diesel,Manual,First,24.4,5,6.83,Hyundai,Xcent 1.1 CRDi S,9,6.3392857142857135
Kochi,Diesel,Manual,First,25.8,5,5.77,Honda,Amaze S i-Dtech,10,6.582109479305741
Chennai,Diesel,Manual,Second,17.8,5,3.1,Maruti,Swift Vdi BSIII,18,6.009615384615385
Mumbai,Petrol,Manual,First,16.2,5,4.95,Volkswagen,Polo 1.2 MPI Comfortline,9,6.171809841534612
Bangalore,Diesel,Automatic,First,17.11,5,16.25,Audi,A4 2.0 TDI 177 Bhp Premium Plus,13,8.858231707317074
Coimbatore,Diesel,Automatic,First,10.2,7,52.54,Land,Rover Range Rover 3.6 TDV8 Vogue SE,14,7.052896725440807
Chennai,Diesel,Manual,Third,16.0,7,6.4,Mahindra,XUV500 W8 2WD,15,6.424965580541533
Bangalore,Diesel,Manual,Third,13.1,7,6.95,Ford,Endeavour 2.5L 4X2,15,5.642256902761105
Kolkata,Diesel,Manual,First,17.2,5,0.85,Tata,Indica V2 DLX,18,3.832378223495702
Chennai,Petrol,Manual,First,21.4,5,6.95,Maruti,Baleno Alpha,10,6.942355889724311
Kolkata,Diesel,Manual,First,24.4,5,3.45,Hyundai,Xcent 1.1 CRDi Base,9,6.3392857142857135
Delhi,Petrol,Manual,First,13.5,5,2.75,Honda,Civic 2006-2010 1.8 S MT,18,7.226236798221233
Delhi,Petrol,Manual,Second,18.6,5,4.95,Hyundai,i20 Sportz Option 1.2,11,6.836257309941521
Coimbatore,Petrol,Manual,First,17.0,5,9.62,Tata,Nexon 1.2 Revotron XZ Plus,8,9.056761268781303
Coimbatore,Petrol,Manual,First,18.6,5,6.79,Hyundai,i20 Sportz 1.2,10,6.836257309941521
Mumbai,Petrol,Manual,First,19.1,5,4.5,Maruti,Swift Dzire ZXI,12,7.167919799498747
Kochi,Petrol,Manual,First,22.5,5,3.01,Maruti,Wagon R LXI,12,6.717434869739479
Bangalore,Diesel,Manual,First,21.9,5,4.4,Hyundai,i20 Sportz 1.4 CRDi,14,6.358166189111748
Hyderabad,Diesel,Automatic,First,12.55,7,17.49,Toyota,Fortuner 4x2 AT,14,5.650570087189806
Coimbatore,Petrol,Manual,First,20.36,5,4.66,Hyundai,i10 Sportz,12,6.591478696741855
Chennai,Petrol,Manual,First,18.9,5,5.5,Hyundai,Grand i10 Asta,11,6.8504594820384295
Ahmedabad,Petrol,Manual,First,18.6,5,6.0,Hyundai,i20 Asta 1.2,10,6.836257309941521
Hyderabad,Petrol,Automatic,First,17.0,5,2.4,Hyundai,Santro Xing XL AT eRLX Euro II,19,10.4306531982477
Kochi,Diesel,Manual,First,24.3,5,10.19,Maruti,Vitara Brezza ZDi Plus,8,7.091346153846153
Kochi,Diesel,Manual,First,25.8,5,5.25,Honda,Amaze S i-Dtech,10,6.582109479305741
Hyderabad,Diesel,Automatic,First,15.26,5,45.0,Mercedes-Benz,M-Class ML 250 CDI,12,9.482034531031264
Ahmedabad,Diesel,Manual,First,23.0,5,2.7,Hyundai,i20 Sportz Diesel,16,6.446991404011461
Coimbatore,Petrol,Manual,First,19.81,5,3.39,Hyundai,i10 Era,13,6.266114180478821
Hyderabad,Diesel,Manual,First,26.59,5,5.69,Maruti,Swift Dzire VDI,12,5.929487179487179
Kochi,Petrol,Automatic,First,10.37,2,58.54,BMW,Z4 2009-2013 Roadster 2.5i,8,10.27190332326284
Hyderabad,Diesel,Manual,First,27.39,5,8.4,Maruti,Baleno Alpha Diesel,9,5.929487179487179
Hyderabad,Diesel,Manual,First,25.44,5,2.5,Chevrolet,Beat Diesel,14,6.153846153846154
Pune,Petrol,Manual,First,19.4,5,3.25,Honda,Brio V MT,14,7.245409015025041
Mumbai,Diesel,Manual,Second,20.0,5,3.25,Ford,Figo Diesel Titanium,12,4.8641887062187275
Pune,Petrol,Automatic,First,23.1,5,4.25,Maruti,Celerio VXI AT,10,6.717434869739479
Jaipur,Diesel,Automatic,First,14.84,5,18.5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,12,7.932804479701354
Hyderabad,Petrol,Automatic,First,17.0,5,2.4,Hyundai,Santro Xing XL AT eRLX Euro III,19,10.4306531982477
Jaipur,Petrol,Manual,First,19.4,5,4.25,Honda,Brio S MT,11,7.245409015025041
Mumbai,Petrol,Automatic,First,21.4,5,8.85,Maruti,Baleno Alpha CVT,8,6.942355889724311
Coimbatore,Petrol,Manual,First,21.1,5,4.14,Hyundai,EON Sportz,12,6.781326781326781
Hyderabad,Diesel,Manual,First,23.0,5,7.0,Hyundai,i20 1.4 CRDi Sportz,11,6.446991404011461
Hyderabad,Diesel,Automatic,First,10.91,7,33.0,Ford,Endeavour 3.2 Titanium AT 4X4,8,6.160100062539087
Ahmedabad,Petrol,Manual,First,17.4,5,10.0,Honda,City i-VTEC VX,9,7.83567134268537
Kochi,Diesel,Manual,Second,21.5,5,3.53,Maruti,SX4 ZDI,14,7.115384615384615
Jaipur,Petrol,Manual,First,12.9,5,1.35,Chevrolet,Optra Magnum 1.6 LS Petrol,19,6.414267834793493
Delhi,Diesel,Manual,First,20.54,5,4.5,Volkswagen,Vento Diesel Highline,13,6.483103879849812
Pune,Petrol,Manual,First,16.8,5,4.9,Honda,City V MT,14,7.768871075484301
Kochi,Diesel,Manual,First,19.67,5,12.26,Hyundai,Creta 1.6 CRDi SX Option,10,7.977243994943111
Mumbai,Diesel,Manual,Second,24.4,5,3.99,Hyundai,Xcent 1.1 CRDi SX,12,6.3392857142857135
Mumbai,Diesel,Automatic,First,17.9,5,46.95,Mercedes-Benz,GLC 220d 4MATIC Style,9,7.932804479701354
Hyderabad,Diesel,Manual,First,20.0,5,3.8,Ford,Figo Diesel EXI,11,4.8606147248034315
Ahmedabad,Diesel,Manual,Second,15.0,5,6.75,Volkswagen,Jetta 2007-2011 2.0 TDI Trendline,13,5.537974683544303
Coimbatore,Diesel,Manual,First,18.49,7,8.75,Mahindra,TUV 300 2015-2019 T8,9,6.697923643670463
Chennai,Petrol,Manual,Second,15.8,5,5.2,Ford,Ecosport 1.5 Ti VCT MT Titanium,13,7.338225483655771
Kochi,Petrol,Manual,First,17.1,5,8.42,Hyundai,Verna 1.6 SX VTVT (O),9,7.6241357636706475
Mumbai,Petrol,Manual,First,18.6,5,5.75,Hyundai,i20 Sportz 1.2,10,6.836257309941521
Kolkata,Diesel,Automatic,First,15.2,5,9.75,Audi,A4 New 2.0 TDI Multitronic,18,7.154471544715448
Delhi,Petrol,Manual,First,19.49,5,3.5,Nissan,Micra Active XV S,11,5.5959933222036735
Jaipur,Diesel,Automatic,First,15.26,5,30.0,Mercedes-Benz,M-Class ML 250 CDI,12,9.482034531031264
Delhi,Diesel,Automatic,First,12.83,5,35.0,Land,Rover Discovery Sport TD4 S,9,6.769160165213401
Coimbatore,Petrol,Manual,First,15.8,5,13.25,Hyundai,Creta 1.6 SX Option Executive,8,7.6241357636706475
Mumbai,Diesel,Manual,First,20.5,5,3.65,Skoda,Rapid 1.6 TDI Active,13,6.476846057571965
Jaipur,Diesel,Manual,First,23.4,5,5.25,Maruti,Swift Dzire VDI,11,5.929487179487179
Delhi,Petrol,Manual,First,15.8,5,9.7,Hyundai,Creta 1.6 SX,10,7.6241357636706475
Coimbatore,Diesel,Manual,First,24.0,5,5.21,Hyundai,Grand i10 CRDi Sportz,9,6.25
Pune,Diesel,Manual,First,18.49,7,6.3,Mahindra,TUV 300 T8,10,6.697923643670463
Kochi,Diesel,Manual,First,24.0,5,4.72,Hyundai,Grand i10 CRDi Sportz,12,6.25
Chennai,Diesel,Automatic,Second,11.7,5,28.0,BMW,X5 xDrive 30d,15,8.18576678917474
Coimbatore,Diesel,Automatic,First,28.4,5,8.37,Maruti,Dzire AMT VDI,8,5.909455128205128
Delhi,Diesel,Manual,First,12.55,7,14.0,Toyota,Fortuner 4x4 MT,14,5.650570087189806
Hyderabad,Diesel,Automatic,First,17.68,5,36.0,Audi,A6 2011-2015 35 TDI Technology,11,8.858231707317074
Pune,Diesel,Manual,First,27.3,5,6.4,Honda,Jazz 1.5 V i DTEC,11,6.582109479305741
Coimbatore,Diesel,Automatic,First,11.33,7,51.69,Audi,Q7 4.2 TDI Quattro Technology,11,8.108369617803579
Jaipur,Diesel,Manual,First,12.05,7,8.0,Mahindra,Scorpio 2009-2014 VLX 2WD 7S BSIV,12,5.507113354749885
Hyderabad,Diesel,Manual,First,18.3,5,9.8,Chevrolet,Cruze LTZ,14,7.4284279256654955
Hyderabad,Diesel,Manual,First,25.44,5,2.7,Chevrolet,Beat Diesel LT,14,6.153846153846154
Coimbatore,Diesel,Automatic,First,18.25,5,24.37,Audi,A4 35 TDI Premium Plus,12,9.539634146341463
Kochi,Petrol,Automatic,First,14.3,5,9.72,Skoda,Rapid 1.6 MPI AT Style,8,6.478097622027534
Pune,Diesel,Manual,First,23.4,5,5.0,Maruti,Swift Dzire VDI,12,5.929487179487179
Pune,Diesel,Manual,Second,11.5,7,10.5,Toyota,Fortuner 3.0 Diesel,17,5.734406438631791
Jaipur,Diesel,Manual,Second,22.9,5,3.9,Maruti,Swift VDI,14,5.929487179487179
Coimbatore,Petrol,Manual,First,17.0,5,5.65,Honda,City 1.5 V MT Exclusive,14,7.882431529726119
Mumbai,Diesel,Automatic,First,15.26,5,29.95,Mercedes-Benz,M-Class ML 250 CDI,14,9.482034531031264
Bangalore,Diesel,Manual,Second,17.8,5,3.0,Maruti,Swift Ldi BSIII,18,6.009615384615385
Kolkata,Diesel,Manual,First,26.1,5,6.0,Ford,Aspire Titanium Diesel,9,6.608811748998665
Mumbai,Petrol,Manual,First,20.36,5,2.11,Hyundai,i10 Sportz,17,6.591478696741855
Jaipur,Petrol,Manual,First,19.7,5,1.5,Maruti,Alto LXi,15,5.816582914572864
Coimbatore,Diesel,Manual,First,23.59,5,4.67,Toyota,Etios Liva GD,13,8.304757605056455
Bangalore,Petrol,Manual,Second,20.4,5,2.85,Maruti,Swift VXI BSIV,20,6.83375104427736
Coimbatore,Diesel,Automatic,First,19.27,5,33.64,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,9,7.932804479701354
Hyderabad,Diesel,Manual,Second,17.88,5,0.91,Tata,Indica V2 DLE BSIII,15,3.7822349570200573
Jaipur,Petrol,Manual,Second,22.74,5,2.42,Maruti,Alto 800 VXI,12,5.942211055276381
Kolkata,Petrol,Automatic,First,9.3,5,3.25,Skoda,Superb 2.8 V6 AT,21,6.968603392277156
Kolkata,Petrol,Manual,First,16.47,5,2.8,Volkswagen,Polo Petrol Comfortline 1.2L,13,6.168614357262104
Coimbatore,Petrol,Automatic,First,22.0,5,8.3,Maruti,Dzire AMT ZXI Plus,7,6.83375104427736
Bangalore,Diesel,Manual,Third,12.05,8,5.25,Mahindra,Scorpio VLX,16,5.507113354749885
Jaipur,Diesel,Manual,First,17.8,5,2.9,Maruti,Swift Vdi BSIII,16,6.009615384615385
Pune,Diesel,Automatic,First,18.88,5,15.0,BMW,3 Series 320d Prestige,13,9.223057644110275
Jaipur,Petrol,Manual,Second,25.4,4,0.53,Tata,Nano STD SE,14,6.009615384615385
Mumbai,Diesel,Manual,First,12.99,8,12.5,Toyota,Innova 2.5 VX (Diesel) 8 Seater,12,4.0096230954290295
Mumbai,Petrol,Manual,First,18.4,5,2.75,Honda,Brio S Option MT,14,7.245409015025041
Pune,Petrol,Automatic,First,23.84,5,5.0,Tata,Tiago AMT 1.2 Revotron XZA,8,6.991659716430358
Kochi,Diesel,Manual,First,12.05,8,7.09,Mahindra,Scorpio SLE BSIV,12,5.507113354749885
Hyderabad,Diesel,Automatic,First,16.73,5,19.99,BMW,5 Series 2003-2012 525d,15,10.927318295739347
Mumbai,Diesel,Manual,First,21.43,5,10.75,Toyota,Corolla Altis D-4D GL,12,6.392961876832845
Mumbai,Petrol,Automatic,First,18.0,5,9.45,Honda,City i VTEC CVT VX,10,7.83567134268537
Hyderabad,Diesel,Manual,First,22.0,5,2.9,Hyundai,Verna CRDi 1.6 SX Option,18,7.977243994943111
Kolkata,Diesel,Manual,First,26.59,5,4.7,Maruti,Swift Dzire VDI Optional,11,5.929487179487179
Coimbatore,Petrol,Manual,First,20.73,5,7.11,Maruti,Ciaz ZXi,10,6.635105608157319
Jaipur,Diesel,Manual,First,22.7,5,6.25,Ford,Ecosport 1.5 DV5 MT Titanium,12,5.9973297730307085
Hyderabad,Petrol,Manual,First,20.92,5,2.2,Maruti,Alto K10 2010-2014 VXI,15,6.723446893787574
Kochi,Petrol,Automatic,First,19.0,5,8.86,Honda,Amaze V CVT Petrol,7,7.402835696413678
Delhi,Diesel,Manual,First,15.1,7,9.3,Mahindra,XUV500 W6 2WD,11,6.424965580541533
Coimbatore,Diesel,Manual,First,18.49,7,7.57,Mahindra,TUV 300 2015-2019 T8,9,6.697923643670463
Chennai,Petrol,Manual,First,18.2,5,7.9,Honda,Jazz VX,9,7.397831526271894
Kochi,Petrol,Manual,First,16.1,5,5.65,Maruti,Swift VXI BSIII W/ ABS,8,6.79506933744222
Delhi,Petrol,Manual,First,16.47,5,3.25,Volkswagen,Polo Petrol Highline 1.2L,13,6.168614357262104
Coimbatore,Diesel,Manual,First,20.5,5,16.27,Hyundai,Creta 1.6 SX Option Diesel,7,7.977243994943111
Coimbatore,Petrol,Manual,First,18.6,5,3.21,Chevrolet,Beat LS,15,6.622185154295246
Kolkata,Diesel,Manual,First,25.8,5,3.9,Honda,Amaze VX i-DTEC,13,6.582109479305741
Mumbai,Petrol,Automatic,Second,10.0,5,6.5,Mercedes-Benz,E-Class 230 E AT,18,6.3181089743589745
Hyderabad,Diesel,Automatic,First,18.59,5,48.0,BMW,5 Series 530d M Sport,10,8.853992649515536
Mumbai,Diesel,Automatic,First,20.38,5,18.9,Audi,A3 35 TDI Premium Plus,10,7.266260162601626
Pune,Diesel,Manual,First,26.59,5,3.6,Maruti,Swift Dzire VDI,11,5.929487179487179
Kolkata,Diesel,Manual,First,26.59,5,5.5,Maruti,Swift Dzire VDI,11,5.929487179487179
Pune,Diesel,Manual,Second,12.8,7,7.0,Toyota,Innova 2.5 V Diesel 7-seater,15,4.0898155573376105
Bangalore,Diesel,Automatic,First,16.09,5,41.75,BMW,X3 xDrive20d,10,9.223057644110275
Hyderabad,Diesel,Automatic,First,16.73,5,10.5,BMW,5 Series 2003-2012 525d,19,10.927318295739347
Coimbatore,Diesel,Manual,First,15.1,7,10.09,Mahindra,XUV500 W8 2WD,12,6.424965580541533
Delhi,Petrol,Manual,First,17.0,5,3.0,Honda,City 1.5 S MT,17,7.882431529726119
Jaipur,Diesel,Manual,First,20.14,5,4.91,Volkswagen,Polo 1.5 TDI Comfortline,11,5.874499332443257
Kolkata,Petrol,Manual,First,16.0,5,2.0,Honda,Jazz S,16,7.512520868113523
Hyderabad,Diesel,Manual,First,23.59,5,5.3,Toyota,Etios Liva GD SP,11,4.916422287390029
Mumbai,Diesel,Manual,First,19.01,5,7.22,Nissan,Terrano XV Premium 110 PS,12,7.426420260095824
Kochi,Diesel,Automatic,First,18.56,5,32.57,BMW,X3 xDrive 20d xLine,9,9.523809523809524
Mumbai,Petrol,Manual,First,18.5,5,2.75,Hyundai,i20 1.2 Magna,16,6.683375104427736
Hyderabad,Diesel,Manual,First,17.8,5,3.75,Ford,Fiesta EXi 1.4 TDCi Ltd,15,4.8606147248034315
Kochi,Petrol,Automatic,First,16.8,5,5.91,Honda,City 1.5 V AT,12,7.882431529726119
Chennai,Diesel,Manual,First,25.2,5,4.35,Maruti,Swift VDI BSIV,13,5.929487179487179
Delhi,Diesel,Manual,First,24.0,5,3.25,Hyundai,Grand i10 CRDi SportZ Edition,12,6.25
Pune,Diesel,Automatic,First,14.75,7,68.0,Audi,Q7 45 TDI Quattro Technology,9,8.257499157398044
Mumbai,Petrol,Manual,First,17.0,5,5.5,Volkswagen,Ameo 1.2 MPI Highline 16 Alloy,10,6.176961602671119
Kochi,Petrol,Automatic,First,18.0,5,12.08,Honda,City i VTEC CVT VX,8,7.83567134268537
Kochi,Diesel,Manual,First,27.39,5,7.48,Maruti,Baleno Alpha 1.3,8,5.929487179487179
Jaipur,Diesel,Manual,First,24.0,5,5.5,Hyundai,Grand i10 CRDi Sportz,10,6.25
Jaipur,Diesel,Manual,First,19.3,5,3.5,Maruti,Swift Dzire VDi,15,5.9214743589743595
Delhi,Diesel,Automatic,First,0.0,5,15.5,Land,Rover Freelander 2 TD4 HSE,13,5.277650298301973
Hyderabad,Diesel,Manual,First,11.5,7,19.0,Toyota,Fortuner 3.0 Diesel,13,5.734406438631791
Hyderabad,Diesel,Manual,First,27.3,5,8.4,Honda,Jazz VX Diesel,9,6.582109479305741
Pune,Diesel,Manual,First,24.3,5,7.25,Maruti,Vitara Brezza LDi Option,10,7.091346153846153
Kolkata,Diesel,Manual,First,23.4,5,4.25,Maruti,Swift Dzire VDI,12,5.929487179487179
Delhi,Diesel,Automatic,Second,21.66,5,5.7,Skoda,Rapid 1.5 TDI AT Elegance,11,6.910547396528704
Hyderabad,Diesel,Automatic,Second,0.0,5,26.0,Land,Rover Freelander 2 TD4 SE,13,5.277650298301973
Hyderabad,Petrol,Manual,First,22.74,5,2.49,Maruti,Alto 800 LXI,13,5.942211055276381
Pune,Petrol,Manual,Second,16.47,5,3.0,Volkswagen,Polo Petrol Highline 1.2L,15,6.168614357262104
Delhi,Diesel,Manual,First,26.0,5,5.95,Honda,City i DTEC SV,11,6.582109479305741
Delhi,Diesel,Manual,First,23.4,5,2.69,Maruti,Swift Dzire LDI,13,5.929487179487179
Bangalore,Diesel,Automatic,First,17.11,5,26.0,Audi,A4 2.0 TDI 177 Bhp Technology Edition,12,8.858231707317074
Kolkata,Petrol,Manual,First,17.8,5,5.5,Honda,City i VTEC VX,11,7.83567134268537
Chennai,Petrol,Manual,First,18.16,5,4.85,Ford,Figo Aspire 1.2 Ti-VCT Ambiente,10,7.25752508361204
Kochi,Diesel,Manual,First,24.3,5,8.39,Maruti,Vitara Brezza LDi,8,7.091346153846153
Hyderabad,Diesel,Manual,First,19.01,5,7.99,Renault,Duster 110PS Diesel RxL,11,7.42299794661191
Hyderabad,Diesel,Manual,First,21.19,5,6.95,Hyundai,i20 Active 1.4 SX,10,6.356017191977077
Mumbai,Petrol,Manual,First,15.7,5,1.5,Mahindra,Logan Petrol 1.4 GLE,16,5.39568345323741
Mumbai,Petrol,Manual,First,17.7,5,1.55,Honda,City ZX GXi,20,5.210420841683367
Bangalore,Petrol,Manual,Second,15.6,5,2.75,Ford,Figo Petrol EXI,16,5.852842809364549
Mumbai,Petrol,Manual,First,13.06,5,4.25,Renault,Duster Petrol RxL,12,6.416145181476845
Kolkata,Petrol,Manual,First,20.36,5,2.85,Hyundai,i10 Sportz 1.2,11,6.591478696741855
Coimbatore,Diesel,Automatic,First,12.81,7,56.14,Land,Rover Discovery Sport TD4 HSE 7S,7,7.419209604802401
Ahmedabad,Petrol,Automatic,Second,9.74,5,10.0,Audi,Q5 2008-2012 2.0 TFSI Quattro,17,10.483870967741936
Mumbai,Petrol,Manual,Second,11.3,8,1.25,Maruti,Versa DX2 BS II,23,6.402157164869029
Kolkata,Diesel,Manual,First,26.59,5,7.5,Maruti,Swift Dzire ZDI,9,5.929487179487179
Coimbatore,Diesel,Automatic,First,17.11,5,25.81,Audi,A4 2.0 TDI Premium Sport Limited Edition,11,8.858231707317074
Ahmedabad,Petrol,Manual,First,16.47,5,4.3,Volkswagen,Polo 1.2 MPI Comfortline,12,6.176961602671119
Chennai,Diesel,Manual,Second,11.5,7,11.0,Toyota,Fortuner 3.0 Diesel,16,5.734406438631791
Jaipur,Diesel,Manual,Second,11.5,7,11.75,Toyota,Fortuner 3.0 Diesel,16,5.734406438631791
Coimbatore,Petrol,Manual,First,12.8,5,6.58,Honda,Accord 2.4 MT,14,7.544604927782498
Chennai,Diesel,Manual,First,22.9,5,4.8,Maruti,Swift ZDi,14,5.929487179487179
Pune,Petrol,Manual,Second,17.5,5,1.65,Skoda,Fabia 1.2 MPI Classic,18,5.843071786310518
Kolkata,Diesel,Manual,First,17.1,5,15.0,Jeep,Compass 2.0 Sport,9,8.69120654396728
Ahmedabad,Petrol,Manual,Second,25.4,4,1.0,Tata,Nano Twist XT,12,6.009615384615385
Hyderabad,Petrol,Manual,First,15.3,5,1.65,Ford,Fiesta 1.6 ZXi ABS,19,6.328320802005012
Ahmedabad,Diesel,Manual,First,27.62,5,3.6,Maruti,Celerio ZDi,11,5.926860025220681
Delhi,Diesel,Manual,First,11.5,7,11.5,Toyota,Fortuner 3.0 Diesel,15,5.734406438631791
Ahmedabad,Diesel,Manual,First,27.62,5,3.6,Maruti,Celerio ZDi,11,5.926860025220681
Pune,Petrol,Manual,First,21.1,5,3.05,Hyundai,EON Era Plus,11,6.781326781326781
Bangalore,Diesel,Manual,Second,23.5,5,6.0,Ford,Fiesta Diesel Trend,15,6.008010680907877
Ahmedabad,Petrol,Manual,First,16.47,5,3.75,Volkswagen,Polo 1.2 MPI Comfortline,13,6.176961602671119
Coimbatore,Petrol,Manual,First,16.2,5,6.17,Volkswagen,Polo 1.2 MPI Comfortline,10,6.171809841534612
Coimbatore,Diesel,Manual,First,24.3,5,9.05,Maruti,Vitara Brezza ZDi,9,7.091346153846153
Coimbatore,Petrol,Manual,First,19.4,5,4.05,Honda,Brio S MT,13,7.245409015025041
Pune,Petrol,Manual,First,17.5,5,4.25,Maruti,Swift Dzire VXi,13,6.610169491525424
Kolkata,Petrol,Manual,First,23.1,5,3.75,Maruti,Celerio LXI MT,8,6.717434869739479
Mumbai,Petrol,Automatic,First,13.0,5,11.85,Hyundai,Creta 1.6 SX Plus Petrol Automatic,10,7.6241357636706475
Kochi,Diesel,Manual,First,22.7,5,8.24,Ford,Ecosport 1.5 DV5 MT Titanium,10,5.9973297730307085
Hyderabad,Diesel,Manual,First,17.8,5,5.99,Maruti,Swift VDI BSIV W ABS,10,9.076674177321317
